Avg X,Avg Y,Length (μm),Velocity (μm/ms),Uncertainty (μm/ms)
325.0,555.0,84.75577814698883,0.731283676850637,0.03538571811390744
328.5,406.0,30.420110519524357,0.262468598097708,0.035380817111646784
545.5,566.5,35.33051798437316,0.30483622074523864,0.03538106997406667
624.5,404.5,22.276944206181884,0.19220831929406285,0.035380481025886416
