Avg X,Avg Y,Length (μm),Velocity (μm/ms),Uncertainty (μm/ms)
273.5,523.0,17.08905305025631,0.2649465589187025,0.06357578754712809
246.5,477.0,15.039242510737308,0.2331665505540668,0.06357548829184417
262.0,363.0,15.03535991289005,0.23310635523860543,0.06357548776124847
394.0,478.5,22.90495070319374,0.3551155147781975,0.06357684448004912
388.0,744.0,21.912286877703924,0.33972537794889807,0.06357664232706928
331.5,755.5,31.097735487426814,0.48213543391359404,0.06357885483257662
269.0,229.5,12.64337083583936,0.19602125326882727,0.06357518691275872
280.0,310.0,14.351934462304138,0.2225106118186688,0.0635753964987177
372.0,366.0,28.020443474022365,0.434425480217401,0.06357802820283781
