Avg X,Avg Y,Length (μm),Velocity (μm/ms),Uncertainty (μm/ms)
764.0,729.0,166.1690159413667,2.983285744010174,0.09361964900366215
1583.0,608.0,54.72571637734136,0.9825083730222864,0.09348295838756891
1919.5,1284.0,45.56140819595912,0.8179786031590506,0.09347785129765576
1871.0,1212.0,40.79014064570294,0.7323185035135178,0.09347556174981153
653.5,1200.5,61.24670365841493,1.099581753292907,0.0934871605717922
979.0,616.5,55.15906867020837,0.9902884860001502,0.09348322299060496
1663.0,1060.5,36.44509855534468,0.6543105665232437,0.09347369680941663
1700.0,1050.5,48.59195843676586,0.8723870455433727,0.09347943689956884
1725.0,1004.5,45.12139157535284,0.8100788433636057,0.09347762956226316
1801.5,828.0,31.682165779192655,0.5688001037557029,0.09347189354507116
