Avg X,Avg Y,Length (μm),Velocity (μm/ms),Uncertainty (μm/ms)
644.0,761.0,75.02789401651215,1.4827647038836393,0.10292855510403333
487.5,953.5,64.10556367561692,1.2669083730359074,0.10291729343640543
285.5,901.5,41.490117886352216,0.8199628040781071,0.10289959364134588
1739.0,596.0,42.59587924905363,0.8418157954358425,0.10290028282967179
748.0,793.0,39.39109574947043,0.7784801531515895,0.10289833523293897
903.0,761.5,35.89349898806604,0.7093576875111866,0.1028963834138438
1007.0,739.5,22.66370132166417,0.44789923560601125,0.10289064074924092
1118.5,1076.0,24.78966529659289,0.48991433392476064,0.10289138859737969
1716.5,1040.5,29.93806767737287,0.5916614165488709,0.10289347724146998
1760.0,1014.0,26.91203890545913,0.531858476392473,0.10289220201558313
