,mass A,
23.323,-95.20,
23.340,-94.72,
23.357,-94.16,
23.373,-93.61,
23.390,-93.06,
23.407,-92.50,
23.423,-91.87,
23.440,-91.21,
23.457,-90.59,
23.473,-89.98,
23.490,-89.33,
23.507,-88.73,
23.524,-88.12,
23.540,-87.54,
23.557,-87.04,
23.574,-86.49,
23.590,-85.99,
23.607,-85.54,
23.624,-85.14,
23.640,-84.83,
23.657,-84.47,
23.674,-84.20,
23.690,-84.00,
23.707,-83.80,
23.724,-83.68,
23.740,-83.69,
23.757,-83.70,
23.774,-83.73,
23.790,-83.88,
23.807,-84.06,
23.824,-84.30,
23.840,-84.64,
23.857,-84.97,
23.874,-85.34,
23.891,-85.78,
23.907,-86.19,
23.924,-86.74,
23.941,-87.24,
23.957,-87.82,
23.974,-88.37,
23.991,-88.93,
24.007,-89.55,
24.024,-90.15,
24.041,-90.80,
24.057,-91.37,
24.074,-91.99,
24.091,-92.59,
24.107,-93.21,
24.124,-93.75,
24.141,-94.30,
24.157,-94.78,
24.174,-95.26,
24.191,-95.70,
24.208,-96.06,
24.224,-96.43,
24.241,-96.73,
24.258,-96.95,
24.274,-97.19,
24.291,-97.33,
24.308,-97.42,
24.324,-97.44,
24.341,-97.43,
24.358,-97.42,
24.374,-97.35,
24.391,-97.15,
24.408,-96.94,
24.424,-96.69,
24.441,-96.41,
24.458,-96.05,
24.474,-95.63,
24.491,-95.22,
24.508,-94.78,
24.525,-94.27,
24.541,-93.72,
24.558,-93.18,
24.575,-92.56,
24.591,-91.96,
24.608,-91.41,
24.625,-90.81,
24.641,-90.18,
24.658,-89.58,
24.675,-88.98,
24.691,-88.41,
24.708,-87.82,
24.725,-87.26,
24.741,-86.74,
24.758,-86.27,
24.775,-85.83,
24.791,-85.41,
24.808,-84.99,
24.825,-84.71,
24.841,-84.42,
24.858,-84.20,
24.875,-84.06,
24.892,-83.93,
24.908,-83.89,
24.925,-83.86,
24.942,-83.92,
24.958,-84.01,
24.975,-84.13,
24.992,-84.35,
25.008,-84.59,
25.025,-84.95,
25.042,-85.29,
25.058,-85.70,
25.075,-86.13,
25.092,-86.58,
25.108,-87.09,
25.125,-87.63,
25.142,-88.18,
25.158,-88.73,
25.175,-89.31,
25.192,-89.88,
25.209,-90.50,
25.225,-91.11,
25.242,-91.69,
25.259,-92.27,
25.275,-92.85,
25.292,-93.37,
25.309,-93.90,
25.325,-94.41,
25.342,-94.85,
25.359,-95.30,
25.375,-95.68,
25.392,-96.05,
25.409,-96.37,
25.425,-96.61,
25.442,-96.80,
25.459,-96.98,
25.475,-97.11,
25.492,-97.16,
25.509,-97.16,
25.526,-97.15,
25.542,-97.07,
25.559,-96.94,
25.576,-96.76,
25.592,-96.55,
25.609,-96.26,
25.626,-95.95,
25.642,-95.60,
25.659,-95.18,
25.676,-94.75,
25.692,-94.24,
25.709,-93.78,
25.726,-93.24,
25.742,-92.71,
25.759,-92.16,
25.776,-91.56,
25.792,-91.01,
25.809,-90.44,
25.826,-89.83,
25.842,-89.25,
25.859,-88.71,
25.876,-88.14,
25.893,-87.62,
25.909,-87.12,
25.926,-86.63,
25.943,-86.21,
25.959,-85.76,
25.976,-85.37,
25.993,-85.05,
26.009,-84.74,
26.026,-84.50,
26.043,-84.34,
26.059,-84.16,
26.076,-84.11,
26.093,-84.06,
26.109,-84.10,
26.126,-84.12,
26.143,-84.26,
26.159,-84.48,
26.176,-84.70,
26.193,-85.00,
26.210,-85.31,
26.226,-85.68,
26.243,-86.04,
26.260,-86.51,
26.276,-86.98,
26.293,-87.51,
26.310,-88.02,
26.326,-88.54,
26.343,-89.14,
26.360,-89.71,
26.376,-90.27,
26.393,-90.80,
26.410,-91.40,
26.426,-92.00,
26.443,-92.56,
26.460,-93.08,
26.476,-93.63,
26.493,-94.14,
26.510,-94.60,
26.527,-95.02,
26.543,-95.43,
26.560,-95.76,
26.577,-96.07,
26.593,-96.33,
26.610,-96.57,
26.627,-96.76,
26.643,-96.88,
26.660,-96.98,
26.677,-96.97,
26.693,-96.97,
26.710,-96.92,
26.727,-96.78,
26.743,-96.64,
26.760,-96.39,
26.777,-96.12,
26.793,-95.87,
26.810,-95.48,
26.827,-95.12,
26.843,-94.73,
26.860,-94.27,
26.877,-93.77,
26.894,-93.29,
26.910,-92.79,
26.927,-92.21,
26.944,-91.67,
26.960,-91.12,
26.977,-90.58,
26.994,-89.96,
27.010,-89.43,
27.027,-88.88,
27.044,-88.34,
27.060,-87.84,
27.077,-87.31,
27.094,-86.85,
27.110,-86.39,
27.127,-86.00,
27.144,-85.59,
27.160,-85.27,
27.177,-84.99,
27.194,-84.71,
27.211,-84.53,
27.227,-84.37,
27.244,-84.27,
27.261,-84.23,
27.277,-84.25,
27.294,-84.30,
27.311,-84.40,
27.327,-84.55,
27.344,-84.75,
27.361,-85.00,
27.377,-85.34,
27.394,-85.72,
27.411,-86.08,
27.427,-86.50,
27.444,-86.96,
27.461,-87.42,
27.477,-87.95,
27.494,-88.48,
27.511,-89.06,
27.528,-89.60,
27.544,-90.16,
27.561,-90.72,
27.578,-91.28,
27.594,-91.85,
27.611,-92.37,
27.628,-92.93,
27.644,-93.44,
27.661,-93.94,
27.678,-94.43,
27.694,-94.79,
27.711,-95.21,
27.728,-95.52,
27.744,-95.83,
27.761,-96.11,
27.778,-96.34,
27.794,-96.54,
27.811,-96.70,
27.828,-96.79,
27.844,-96.80,
27.861,-96.79,
27.878,-96.79,
27.895,-96.67,
27.911,-96.49,
27.928,-96.32,
27.945,-96.10,
27.961,-95.81,
27.978,-95.50,
27.995,-95.14,
28.011,-94.75,
28.028,-94.33,
28.045,-93.92,
28.061,-93.43,
28.078,-92.93,
28.095,-92.39,
28.111,-91.89,
28.128,-91.33,
28.145,-90.74,
28.161,-90.20,
28.178,-89.61,
28.195,-89.10,
28.212,-88.58,
28.228,-88.08,
28.245,-87.62,
28.262,-87.16,
28.278,-86.70,
28.295,-86.30,
28.312,-85.95,
28.328,-85.59,
28.345,-85.29,
28.362,-85.02,
28.378,-84.85,
28.395,-84.65,
28.412,-84.54,
28.428,-84.45,
28.445,-84.46,
28.462,-84.46,
28.478,-84.54,
28.495,-84.69,
28.512,-84.92,
28.529,-85.14,
28.545,-85.43,
28.562,-85.73,
28.579,-86.13,
28.595,-86.51,
28.612,-87.00,
28.629,-87.45,
28.645,-87.90,
28.662,-88.42,
28.679,-88.95,
28.695,-89.46,
28.712,-90.00,
28.729,-90.56,
28.745,-91.07,
28.762,-91.61,
28.779,-92.16,
28.795,-92.69,
28.812,-93.20,
28.829,-93.69,
28.845,-94.12,
28.862,-94.57,
28.879,-94.95,
28.896,-95.31,
28.912,-95.62,
28.929,-95.92,
28.946,-96.15,
28.962,-96.35,
28.979,-96.50,
28.996,-96.61,
29.012,-96.65,
29.029,-96.64,
29.046,-96.62,
29.062,-96.55,
29.079,-96.42,
29.096,-96.25,
29.112,-95.98,
29.129,-95.76,
29.146,-95.47,
29.162,-95.14,
29.179,-94.77,
29.196,-94.38,
29.213,-93.96,
29.229,-93.48,
29.246,-93.01,
29.263,-92.52,
29.279,-92.03,
29.296,-91.52,
29.313,-90.98,
29.329,-90.42,
29.346,-89.87,
29.363,-89.36,
29.379,-88.83,
29.396,-88.38,
29.413,-87.88,
29.429,-87.39,
29.446,-86.99,
29.463,-86.59,
29.479,-86.18,
29.496,-85.81,
29.513,-85.51,
29.530,-85.27,
29.546,-85.03,
29.563,-84.86,
29.580,-84.76,
29.596,-84.70,
29.613,-84.69,
29.630,-84.68,
29.646,-84.74,
29.663,-84.84,
29.680,-85.04,
29.696,-85.24,
29.713,-85.52,
29.730,-85.81,
29.746,-86.14,
29.763,-86.55,
29.780,-86.96,
29.796,-87.37,
29.813,-87.82,
29.830,-88.30,
29.846,-88.82,
29.863,-89.35,
29.880,-89.88,
29.897,-90.37,
29.913,-90.93,
29.930,-91.43,
29.947,-91.98,
29.963,-92.46,
29.980,-92.96,
29.997,-93.41,
30.013,-93.88,
30.030,-94.26,
30.047,-94.63,
30.063,-94.98,
30.080,-95.29,
30.097,-95.56,
30.113,-95.82,
30.130,-96.01,
30.147,-96.18,
30.163,-96.28,
30.180,-96.32,
30.197,-96.38,
30.214,-96.38,
30.230,-96.34,
30.247,-96.19,
30.264,-96.08,
30.280,-95.89,
30.297,-95.63,
30.314,-95.36,
30.330,-95.04,
30.347,-94.72,
30.364,-94.36,
30.380,-93.92,
30.397,-93.51,
30.414,-93.06,
30.430,-92.60,
30.447,-92.08,
30.464,-91.58,
30.480,-91.07,
30.497,-90.57,
30.514,-90.04,
30.531,-89.54,
30.547,-89.04,
30.564,-88.52,
30.581,-88.05,
30.597,-87.63,
30.614,-87.16,
30.631,-86.77,
30.647,-86.38,
30.664,-86.04,
30.681,-85.71,
30.697,-85.48,
30.714,-85.25,
30.731,-85.10,
30.747,-84.90,
30.764,-84.88,
30.781,-84.84,
30.797,-84.84,
30.814,-84.89,
30.831,-85.00,
30.847,-85.11,
30.864,-85.34,
30.881,-85.59,
30.898,-85.86,
30.914,-86.17,
30.931,-86.55,
30.948,-86.94,
30.964,-87.34,
30.981,-87.80,
30.998,-88.21,
31.014,-88.68,
31.031,-89.22,
31.048,-89.71,
31.064,-90.22,
31.081,-90.75,
31.098,-91.28,
31.114,-91.76,
31.131,-92.25,
31.148,-92.71,
31.164,-93.17,
31.181,-93.61,
31.198,-94.03,
31.215,-94.43,
31.231,-94.75,
31.248,-95.08,
31.265,-95.36,
31.281,-95.64,
31.298,-95.84,
31.315,-95.98,
31.331,-96.14,
31.348,-96.20,
31.365,-96.22,
31.381,-96.22,
31.398,-96.21,
31.415,-96.12,
31.431,-95.97,
31.448,-95.78,
31.465,-95.57,
31.481,-95.32,
31.498,-95.00,
31.515,-94.72,
31.532,-94.35,
31.548,-93.98,
31.565,-93.54,
31.582,-93.09,
31.598,-92.64,
31.615,-92.17,
31.632,-91.65,
31.648,-91.19,
31.665,-90.72,
31.682,-90.19,
31.698,-89.69,
31.715,-89.25,
31.732,-88.73,
31.748,-88.27,
31.765,-87.83,
31.782,-87.42,
31.798,-87.02,
31.815,-86.66,
31.832,-86.28,
31.848,-86.01,
31.865,-85.73,
31.882,-85.52,
31.899,-85.36,
31.915,-85.22,
31.932,-85.13,
31.949,-85.07,
31.965,-85.05,
31.982,-85.10,
31.999,-85.17,
32.015,-85.30,
32.032,-85.51,
32.049,-85.73,
32.065,-85.98,
32.082,-86.29,
32.099,-86.62,
32.115,-87.04,
32.132,-87.41,
32.149,-87.88,
32.165,-88.30,
32.182,-88.75,
32.199,-89.22,
32.216,-89.73,
32.232,-90.23,
32.249,-90.71,
32.266,-91.20,
32.282,-91.69,
32.299,-92.19,
32.316,-92.64,
32.332,-93.08,
32.349,-93.51,
32.366,-93.91,
32.382,-94.27,
32.399,-94.58,
32.416,-94.91,
32.432,-95.19,
32.449,-95.42,
32.466,-95.61,
32.482,-95.77,
32.499,-95.92,
32.516,-96.04,
32.533,-96.05,
32.549,-96.05,
32.566,-96.04,
32.583,-95.95,
32.599,-95.87,
32.616,-95.68,
32.633,-95.49,
32.649,-95.24,
32.666,-94.98,
32.683,-94.68,
32.699,-94.35,
32.716,-93.99,
32.733,-93.57,
32.749,-93.17,
32.766,-92.74,
32.783,-92.28,
32.799,-91.79,
32.816,-91.31,
32.833,-90.82,
32.849,-90.36,
32.866,-89.85,
32.883,-89.37,
32.900,-88.95,
32.916,-88.48,
32.933,-88.03,
32.950,-87.62,
32.966,-87.23,
32.983,-86.86,
33.000,-86.48,
33.016,-86.20,
33.033,-85.97,
33.050,-85.74,
33.066,-85.54,
33.083,-85.40,
33.100,-85.30,
33.116,-85.25,
33.133,-85.21,
33.150,-85.25,
33.166,-85.29,
33.183,-85.41,
33.200,-85.60,
33.217,-85.78,
33.233,-86.04,
33.250,-86.30,
33.267,-86.64,
33.283,-87.03,
33.300,-87.40,
33.317,-87.78,
33.333,-88.24,
33.350,-88.69,
33.367,-89.13,
33.383,-89.58,
33.400,-90.11,
33.417,-90.58,
33.433,-91.03,
33.450,-91.52,
33.467,-91.95,
33.483,-92.46,
33.500,-92.85,
33.517,-93.33,
33.534,-93.68,
33.550,-94.06,
33.567,-94.39,
33.584,-94.74,
33.600,-94.97,
33.617,-95.20,
33.634,-95.42,
33.650,-95.62,
33.667,-95.73,
33.684,-95.81,
33.700,-95.89,
33.717,-95.88,
33.734,-95.87,
33.750,-95.81,
33.767,-95.69,
33.784,-95.55,
33.800,-95.36,
33.817,-95.12,
33.834,-94.89,
33.850,-94.57,
33.867,-94.31,
33.884,-93.97,
33.901,-93.60,
33.917,-93.23,
33.934,-92.79,
33.951,-92.33,
33.967,-91.90,
33.984,-91.41,
34.001,-90.94,
34.017,-90.46,
34.034,-90.03,
34.051,-89.57,
34.067,-89.11,
34.084,-88.62,
34.101,-88.22,
34.117,-87.80,
34.134,-87.43,
34.151,-87.07,
34.167,-86.74,
34.184,-86.40,
34.201,-86.11,
34.218,-85.92,
34.234,-85.72,
34.251,-85.58,
34.268,-85.50,
34.284,-85.47,
34.301,-85.41,
34.318,-85.43,
34.334,-85.45,
34.351,-85.54,
34.368,-85.73,
34.384,-85.92,
34.401,-86.16,
34.418,-86.44,
34.434,-86.72,
34.451,-87.10,
34.468,-87.42,
34.484,-87.84,
34.501,-88.22,
34.518,-88.64,
34.535,-89.12,
34.551,-89.54,
34.568,-89.99,
34.585,-90.51,
34.601,-90.93,
34.618,-91.38,
34.635,-91.85,
34.651,-92.26,
34.668,-92.72,
34.685,-93.13,
34.701,-93.50,
34.718,-93.87,
34.735,-94.20,
34.751,-94.51,
34.768,-94.79,
34.785,-95.05,
34.801,-95.26,
34.818,-95.42,
34.835,-95.57,
34.851,-95.67,
34.868,-95.72,
34.885,-95.71,
34.902,-95.71,
34.918,-95.70,
34.935,-95.56,
34.952,-95.42,
34.968,-95.28,
34.985,-95.08,
35.002,-94.84,
35.018,-94.55,
35.035,-94.23,
35.052,-93.91,
35.068,-93.52,
35.085,-93.14,
35.102,-92.75,
35.118,-92.33,
35.135,-91.92,
35.152,-91.47,
35.168,-91.01,
35.185,-90.60,
35.202,-90.10,
35.219,-89.66,
35.235,-89.24,
35.252,-88.79,
35.269,-88.38,
35.285,-87.97,
35.302,-87.58,
35.319,-87.23,
35.335,-86.91,
35.352,-86.64,
35.369,-86.34,
35.385,-86.08,
35.402,-85.91,
35.419,-85.77,
35.435,-85.68,
35.452,-85.62,
35.469,-85.58,
35.485,-85.59,
35.502,-85.60,
35.519,-85.70,
35.536,-85.81,
35.552,-85.99,
35.569,-86.21,
35.586,-86.44,
35.602,-86.76,
35.619,-87.10,
35.636,-87.42,
35.652,-87.79,
35.669,-88.18,
35.686,-88.57,
35.702,-88.99,
35.719,-89.45,
35.736,-89.90,
35.752,-90.34,
35.769,-90.79,
35.786,-91.25,
35.802,-91.70,
35.819,-92.12,
35.836,-92.54,
35.852,-92.96,
35.869,-93.32,
35.886,-93.69,
35.903,-94.02,
35.919,-94.36,
35.936,-94.60,
35.953,-94.87,
35.969,-95.07,
35.986,-95.24,
36.003,-95.42,
36.019,-95.53,
36.036,-95.55,
36.053,-95.57,
36.069,-95.57,
36.086,-95.51,
36.103,-95.45,
36.119,-95.32,
36.136,-95.17,
36.153,-94.97,
36.169,-94.71,
36.186,-94.48,
36.203,-94.22,
36.220,-93.90,
36.236,-93.53,
36.253,-93.16,
36.270,-92.74,
36.286,-92.35,
36.303,-91.97,
36.320,-91.54,
36.336,-91.08,
36.353,-90.65,
36.370,-90.21,
36.386,-89.75,
36.403,-89.34,
36.420,-88.93,
36.436,-88.50,
36.453,-88.12,
36.470,-87.75,
36.486,-87.40,
36.503,-87.09,
36.520,-86.78,
36.537,-86.49,
36.553,-86.27,
36.570,-86.09,
36.587,-85.97,
36.603,-85.83,
36.620,-85.75,
36.637,-85.73,
36.653,-85.75,
36.670,-85.76,
36.687,-85.84,
36.703,-85.94,
36.720,-86.08,
36.737,-86.33,
36.753,-86.55,
36.770,-86.84,
36.787,-87.15,
36.803,-87.46,
36.820,-87.80,
36.837,-88.18,
36.853,-88.55,
36.870,-88.95,
36.887,-89.37,
36.904,-89.79,
36.920,-90.24,
36.937,-90.65,
36.954,-91.11,
36.970,-91.54,
36.987,-91.93,
37.004,-92.37,
37.020,-92.77,
37.037,-93.14,
37.054,-93.50,
37.070,-93.82,
37.087,-94.14,
37.104,-94.42,
37.120,-94.64,
37.137,-94.86,
37.154,-95.06,
37.170,-95.20,
37.187,-95.31,
37.204,-95.37,
37.221,-95.40,
37.237,-95.44,
37.254,-95.45,
37.271,-95.37,
37.287,-95.22,
37.304,-95.10,
37.321,-94.95,
37.337,-94.72,
37.354,-94.50,
37.371,-94.22,
37.387,-93.89,
37.404,-93.57,
37.421,-93.20,
37.437,-92.84,
37.454,-92.49,
37.471,-92.11,
37.487,-91.64,
37.504,-91.25,
37.521,-90.79,
37.538,-90.38,
37.554,-89.97,
37.571,-89.50,
37.588,-89.10,
37.604,-88.69,
37.621,-88.32,
37.638,-87.95,
37.654,-87.61,
37.671,-87.31,
37.688,-87.01,
37.704,-86.76,
37.721,-86.49,
37.738,-86.31,
37.754,-86.16,
37.771,-86.02,
37.788,-85.96,
37.804,-85.92,
37.821,-85.93,
37.838,-85.94,
37.854,-85.99,
37.871,-86.12,
37.888,-86.30,
37.905,-86.48,
37.921,-86.68,
37.938,-86.95,
37.955,-87.21,
37.971,-87.53,
37.988,-87.90,
38.005,-88.24,
38.021,-88.61,
38.038,-88.97,
38.055,-89.37,
38.071,-89.79,
38.088,-90.20,
38.105,-90.62,
38.121,-91.04,
38.138,-91.45,
38.155,-91.88,
38.171,-92.24,
38.188,-92.64,
38.205,-92.99,
38.222,-93.34,
38.238,-93.65,
38.255,-93.96,
38.272,-94.26,
38.288,-94.47,
38.305,-94.69,
38.322,-94.89,
38.338,-95.04,
38.355,-95.16,
38.372,-95.26,
38.388,-95.29,
38.405,-95.29,
38.422,-95.28,
38.438,-95.26,
38.455,-95.17,
38.472,-94.98,
38.488,-94.81,
38.505,-94.59,
38.522,-94.36,
38.539,-94.09,
38.555,-93.80,
38.572,-93.50,
38.589,-93.14,
38.605,-92.78,
38.622,-92.39,
38.639,-92.03,
38.655,-91.64,
38.672,-91.21,
38.689,-90.80,
38.705,-90.38,
38.722,-89.96,
38.739,-89.55,
38.755,-89.15,
38.772,-88.76,
38.789,-88.38,
38.805,-88.01,
38.822,-87.68,
38.839,-87.31,
38.855,-87.05,
38.872,-86.81,
38.889,-86.57,
38.906,-86.37,
38.922,-86.25,
38.939,-86.13,
38.956,-86.04,
38.972,-86.00,
38.989,-85.98,
39.006,-85.96,
39.022,-86.01,
39.039,-86.13,
39.056,-86.25,
39.072,-86.45,
39.089,-86.68,
39.106,-86.91,
39.122,-87.19,
39.139,-87.44,
39.156,-87.80,
39.172,-88.17,
39.189,-88.53,
39.206,-88.90,
39.223,-89.31,
39.239,-89.68,
39.256,-90.07,
39.273,-90.47,
39.289,-90.89,
39.306,-91.29,
39.323,-91.69,
39.339,-92.06,
39.356,-92.45,
39.373,-92.81,
39.389,-93.14,
39.406,-93.46,
39.423,-93.78,
39.439,-94.04,
39.456,-94.33,
39.473,-94.54,
39.489,-94.74,
39.506,-94.89,
39.523,-95.02,
39.540,-95.06,
39.556,-95.12,
39.573,-95.16,
39.590,-95.14,
39.606,-95.11,
39.623,-95.00,
39.640,-94.86,
39.656,-94.69,
39.673,-94.52,
39.690,-94.32,
39.706,-94.07,
39.723,-93.78,
39.740,-93.49,
39.756,-93.16,
39.773,-92.80,
39.790,-92.44,
39.806,-92.03,
39.823,-91.62,
39.840,-91.25,
39.856,-90.85,
39.873,-90.46,
39.890,-90.08,
39.907,-89.66,
39.923,-89.23,
39.940,-88.90,
39.957,-88.51,
39.973,-88.19,
39.990,-87.85,
40.007,-87.54,
40.023,-87.27,
40.040,-87.01,
40.057,-86.83,
40.073,-86.62,
40.090,-86.49,
40.107,-86.36,
40.123,-86.31,
40.140,-86.23,
40.157,-86.22,
40.173,-86.21,
40.190,-86.21,
40.207,-86.30,
40.224,-86.45,
40.240,-86.60,
40.257,-86.80,
40.274,-87.04,
40.290,-87.33,
40.307,-87.55,
40.324,-87.91,
40.340,-88.21,
40.357,-88.56,
40.374,-88.92,
40.390,-89.29,
40.407,-89.65,
40.424,-90.07,
40.440,-90.43,
40.457,-90.82,
40.474,-91.24,
40.490,-91.62,
40.507,-92.00,
40.524,-92.41,
40.541,-92.73,
40.557,-93.08,
40.574,-93.43,
40.591,-93.68,
40.607,-93.96,
40.624,-94.22,
40.641,-94.43,
40.657,-94.58,
40.674,-94.74,
40.691,-94.83,
40.707,-94.91,
40.724,-94.98,
40.741,-94.99,
40.757,-94.98,
40.774,-94.93,
40.791,-94.84,
40.807,-94.72,
40.824,-94.59,
40.841,-94.40,
40.857,-94.23,
40.874,-93.97,
40.891,-93.73,
40.908,-93.40,
40.924,-93.10,
40.941,-92.74,
40.958,-92.38,
40.974,-92.06,
40.991,-91.65,
41.008,-91.30,
41.024,-90.88,
41.041,-90.55,
41.058,-90.11,
41.074,-89.75,
41.091,-89.39,
41.108,-89.00,
41.124,-88.66,
41.141,-88.35,
41.158,-88.03,
41.174,-87.72,
41.191,-87.46,
41.208,-87.23,
41.225,-87.00,
41.241,-86.80,
41.258,-86.66,
41.275,-86.54,
41.291,-86.44,
41.308,-86.40,
41.325,-86.39,
41.341,-86.38,
41.358,-86.38,
41.375,-86.46,
41.391,-86.61,
41.408,-86.76,
41.425,-86.92,
41.441,-87.15,
41.458,-87.39,
41.475,-87.64,
41.491,-87.95,
41.508,-88.23,
41.525,-88.56,
41.542,-88.90,
41.558,-89.25,
41.575,-89.62,
41.592,-90.02,
41.608,-90.39,
41.625,-90.78,
41.642,-91.14,
41.658,-91.52,
41.675,-91.90,
41.692,-92.24,
41.708,-92.57,
41.725,-92.90,
41.742,-93.23,
41.758,-93.53,
41.775,-93.79,
41.792,-94.05,
41.808,-94.24,
41.825,-94.39,
41.842,-94.56,
41.858,-94.68,
41.875,-94.79,
41.892,-94.83,
41.909,-94.85,
41.925,-94.87,
41.942,-94.84,
41.959,-94.75,
41.975,-94.65,
41.992,-94.47,
42.009,-94.27,
42.025,-94.06,
42.042,-93.83,
42.059,-93.58,
42.075,-93.35,
42.092,-92.98,
42.109,-92.70,
42.125,-92.35,
42.142,-92.03,
42.159,-91.69,
42.175,-91.27,
42.192,-90.91,
42.209,-90.53,
42.226,-90.16,
42.242,-89.80,
42.259,-89.42,
42.276,-89.08,
42.292,-88.73,
42.309,-88.38,
42.326,-88.09,
42.342,-87.80,
42.359,-87.54,
42.376,-87.32,
42.392,-87.10,
42.409,-86.90,
42.426,-86.72,
42.442,-86.61,
42.459,-86.53,
42.476,-86.44,
42.492,-86.46,
42.509,-86.47,
42.526,-86.49,
42.543,-86.59,
42.559,-86.66,
42.576,-86.84,
42.593,-87.04,
42.609,-87.23,
42.626,-87.45,
42.643,-87.70,
42.659,-87.97,
42.676,-88.24,
42.693,-88.59,
42.709,-88.91,
42.726,-89.27,
42.743,-89.62,
42.759,-89.99,
42.776,-90.31,
42.793,-90.72,
42.809,-91.10,
42.826,-91.47,
42.843,-91.82,
42.859,-92.20,
42.876,-92.53,
42.893,-92.87,
42.910,-93.15,
42.926,-93.43,
42.943,-93.70,
42.960,-93.94,
42.976,-94.16,
42.993,-94.36,
43.010,-94.52,
43.026,-94.62,
43.043,-94.70,
43.060,-94.76,
43.076,-94.78,
43.093,-94.76,
43.110,-94.75,
43.126,-94.69,
43.143,-94.58,
43.160,-94.46,
43.176,-94.26,
43.193,-94.06,
43.210,-93.84,
43.227,-93.60,
43.243,-93.34,
43.260,-93.03,
43.277,-92.75,
43.293,-92.40,
43.310,-92.08,
43.327,-91.71,
43.343,-91.33,
43.360,-90.96,
43.377,-90.59,
43.393,-90.21,
43.410,-89.81,
43.427,-89.50,
43.443,-89.12,
43.460,-88.77,
43.477,-88.45,
43.493,-88.18,
43.510,-87.90,
43.527,-87.65,
43.544,-87.41,
43.560,-87.20,
43.577,-87.02,
43.594,-86.90,
43.610,-86.75,
43.627,-86.65,
43.644,-86.62,
43.660,-86.61,
43.677,-86.60,
43.694,-86.63,
43.710,-86.69,
43.727,-86.78,
43.744,-86.91,
43.760,-87.08,
43.777,-87.26,
43.794,-87.49,
43.810,-87.70,
43.827,-87.97,
43.844,-88.28,
43.860,-88.63,
43.877,-88.93,
43.894,-89.29,
43.911,-89.61,
43.927,-89.97,
43.944,-90.35,
43.961,-90.70,
43.977,-91.07,
43.994,-91.43,
44.011,-91.77,
44.027,-92.13,
44.044,-92.45,
44.061,-92.74,
44.077,-93.04,
44.094,-93.36,
44.111,-93.59,
44.127,-93.84,
44.144,-94.03,
44.161,-94.20,
44.177,-94.36,
44.194,-94.46,
44.211,-94.54,
44.228,-94.62,
44.244,-94.61,
44.261,-94.60,
44.278,-94.60,
44.294,-94.53,
44.311,-94.42,
44.328,-94.29,
44.344,-94.15,
44.361,-93.98,
44.378,-93.79,
44.394,-93.54,
44.411,-93.27,
44.428,-93.00,
44.444,-92.66,
44.461,-92.37,
44.478,-92.05,
44.494,-91.71,
44.511,-91.36,
44.528,-91.01,
44.545,-90.66,
44.561,-90.33,
44.578,-89.98,
44.595,-89.62,
44.611,-89.27,
44.628,-88.94,
44.645,-88.62,
44.661,-88.35,
44.678,-88.04,
44.695,-87.80,
44.711,-87.57,
44.728,-87.37,
44.745,-87.19,
44.761,-87.05,
44.778,-86.92,
44.795,-86.84,
44.811,-86.76,
44.828,-86.73,
44.845,-86.72,
44.861,-86.73,
44.878,-86.73,
44.895,-86.87,
44.912,-87.02,
44.928,-87.17,
44.945,-87.41,
44.962,-87.62,
44.978,-87.82,
44.995,-88.09,
45.012,-88.36,
45.028,-88.65,
45.045,-88.98,
45.062,-89.31,
45.078,-89.62,
45.095,-89.97,
45.112,-90.33,
45.128,-90.68,
45.145,-91.03,
45.162,-91.40,
45.178,-91.73,
45.195,-92.03,
45.212,-92.35,
45.229,-92.67,
45.245,-92.98,
45.262,-93.24,
45.279,-93.50,
45.295,-93.73,
45.312,-93.91,
45.329,-94.06,
45.345,-94.19,
45.362,-94.32,
45.379,-94.42,
45.395,-94.47,
45.412,-94.49,
45.429,-94.53,
45.445,-94.53,
45.462,-94.47,
45.479,-94.36,
45.495,-94.23,
45.512,-94.05,
45.529,-93.88,
45.546,-93.68,
45.562,-93.45,
45.579,-93.23,
45.596,-92.94,
45.612,-92.66,
45.629,-92.37,
45.646,-92.02,
45.662,-91.72,
45.679,-91.37,
45.696,-91.06,
45.712,-90.74,
45.729,-90.39,
45.746,-90.04,
45.762,-89.67,
45.779,-89.37,
45.796,-89.03,
45.812,-88.76,
45.829,-88.45,
45.846,-88.17,
45.862,-87.93,
45.879,-87.71,
45.896,-87.49,
45.913,-87.32,
45.929,-87.17,
45.946,-87.06,
45.963,-86.96,
45.979,-86.87,
45.996,-86.84,
46.013,-86.85,
46.029,-86.86,
46.046,-86.91,
46.063,-87.05,
46.079,-87.14,
46.096,-87.26,
46.113,-87.45,
46.129,-87.63,
46.146,-87.85,
46.163,-88.10,
46.179,-88.36,
46.196,-88.68,
46.213,-88.95,
46.230,-89.27,
46.246,-89.59,
46.263,-89.93,
46.280,-90.26,
46.296,-90.62,
46.313,-90.93,
46.330,-91.27,
46.346,-91.59,
46.363,-91.96,
46.380,-92.28,
46.396,-92.56,
46.413,-92.83,
46.430,-93.08,
46.446,-93.35,
46.463,-93.54,
46.480,-93.77,
46.496,-93.98,
46.513,-94.13,
46.530,-94.23,
46.547,-94.32,
46.563,-94.41,
46.580,-94.40,
46.597,-94.40,
46.613,-94.39,
46.630,-94.34,
46.647,-94.26,
