,mass A,
t,θr,
46.473,-91.32,
46.490,-91.57,
46.507,-91.79,
46.523,-92.02,
46.540,-92.24,
46.557,-92.46,
46.574,-92.66,
46.590,-92.87,
46.607,-93.06,
46.624,-93.26,
46.641,-93.40,
46.657,-93.58,
46.674,-93.71,
46.691,-93.83,
46.708,-93.94,
46.724,-94.07,
46.741,-94.16,
46.758,-94.24,
46.775,-94.29,
46.791,-94.34,
46.808,-94.36,
46.825,-94.36,
46.842,-94.35,
46.858,-94.32,
46.875,-94.28,
46.892,-94.22,
46.908,-94.15,
46.925,-94.04,
46.942,-93.93,
46.959,-93.78,
46.975,-93.64,
46.992,-93.50,
47.009,-93.34,
47.026,-93.16,
47.042,-92.97,
47.059,-92.78,
47.076,-92.35,
47.093,-92.34,
47.109,-92.11,
47.126,-91.88,
47.143,-91.64,
47.160,-91.40,
47.176,-91.16,
47.193,-90.93,
47.210,-90.69,
47.227,-90.45,
47.243,-89.96,
47.260,-89.73,
47.277,-89.50,
47.294,-89.28,
47.310,-89.04,
47.327,-89.04,
47.344,-88.85,
47.361,-88.63,
47.377,-88.44,
47.394,-88.25,
47.411,-88.08,
47.428,-87.93,
47.444,-87.80,
47.461,-87.66,
47.478,-87.56,
47.495,-87.47,
47.511,-87.39,
47.528,-87.33,
47.545,-87.29,
47.562,-87.25,
47.578,-87.24,
47.595,-87.24,
47.612,-87.27,
47.629,-87.31,
47.645,-87.38,
47.662,-87.47,
47.679,-87.56,
47.696,-87.69,
47.712,-87.82,
47.729,-87.96,
47.746,-88.10,
47.763,-88.29,
47.779,-88.46,
47.796,-88.65,
47.813,-88.84,
47.830,-89.05,
47.846,-89.27,
47.863,-89.50,
47.880,-89.72,
47.897,-89.95,
47.913,-90.19,
47.930,-90.43,
47.947,-90.65,
47.964,-90.90,
47.980,-91.12,
47.997,-91.36,
48.014,-91.60,
48.031,-91.85,
48.047,-92.07,
48.064,-92.30,
48.081,-92.52,
48.098,-92.72,
48.114,-92.93,
48.131,-93.10,
48.148,-93.27,
48.165,-93.44,
48.181,-93.59,
48.198,-93.72,
48.215,-93.85,
48.232,-93.97,
48.248,-94.06,
48.265,-94.15,
48.282,-94.20,
48.298,-94.24,
48.315,-94.27,
48.332,-94.28,
48.349,-94.29,
48.365,-94.29,
48.382,-94.28,
48.399,-94.23,
48.416,-94.16,
48.432,-94.06,
48.449,-93.99,
48.466,-93.86,
48.483,-93.74,
48.499,-93.60,
48.516,-93.46,
48.533,-93.30,
48.550,-93.12,
48.566,-92.93,
48.583,-92.74,
48.600,-92.54,
48.617,-92.32,
48.633,-92.10,
48.650,-91.88,
48.667,-91.64,
48.684,-91.41,
48.700,-91.17,
48.717,-90.94,
48.734,-90.70,
48.751,-90.46,
48.767,-90.24,
48.784,-90.01,
48.801,-89.80,
48.818,-89.57,
48.834,-89.35,
48.851,-89.14,
48.868,-88.95,
48.885,-88.74,
48.901,-88.55,
48.918,-88.39,
48.935,-88.23,
48.952,-88.07,
48.968,-87.92,
48.985,-87.80,
49.002,-87.70,
49.019,-87.61,
49.035,-87.52,
49.052,-87.46,
49.069,-87.42,
49.086,-87.38,
49.102,-87.36,
49.119,-87.36,
49.136,-87.37,
49.153,-87.38,
49.169,-87.45,
49.186,-87.53,
49.203,-87.60,
49.220,-87.70,
49.236,-87.81,
49.253,-87.94,
49.270,-88.08,
49.287,-88.22,
49.303,-88.40,
49.320,-88.56,
49.337,-88.76,
49.354,-88.95,
49.370,-89.15,
49.387,-89.36,
49.404,-89.59,
49.421,-89.81,
49.437,-90.04,
49.454,-90.28,
49.471,-90.52,
49.488,-90.73,
49.504,-90.98,
49.521,-91.20,
49.538,-91.44,
49.555,-91.65,
49.571,-91.87,
49.588,-92.09,
49.605,-92.30,
49.622,-92.51,
49.638,-92.72,
49.655,-92.92,
49.672,-93.07,
49.689,-93.25,
49.705,-93.40,
49.722,-93.55,
49.739,-93.67,
49.755,-93.79,
49.772,-93.88,
49.789,-93.97,
49.806,-94.05,
49.822,-94.10,
49.839,-94.13,
49.856,-94.16,
49.873,-94.16,
49.889,-94.15,
49.906,-94.14,
49.923,-94.11,
49.940,-94.04,
49.956,-93.98,
49.973,-93.90,
49.990,-93.80,
50.007,-93.68,
50.023,-93.56,
50.040,-93.42,
50.057,-93.27,
50.074,-93.12,
50.090,-92.94,
50.107,-92.76,
50.124,-92.57,
50.141,-92.36,
50.157,-92.15,
50.174,-91.94,
50.191,-91.75,
50.208,-91.52,
50.224,-91.28,
50.241,-91.07,
50.258,-90.84,
50.275,-90.61,
50.291,-90.38,
50.308,-90.16,
50.325,-89.93,
50.342,-89.71,
50.358,-89.50,
50.375,-89.28,
50.392,-89.08,
50.409,-88.88,
50.425,-88.67,
50.442,-88.52,
50.459,-88.35,
50.476,-88.19,
50.492,-88.05,
50.509,-87.92,
50.526,-87.80,
50.543,-87.70,
50.559,-87.62,
50.576,-87.55,
50.593,-87.49,
50.610,-87.46,
50.626,-87.44,
50.643,-87.43,
50.660,-87.44,
50.677,-87.46,
50.693,-87.50,
50.710,-87.55,
50.727,-87.64,
50.744,-87.70,
50.760,-87.80,
50.777,-87.92,
50.794,-88.05,
50.811,-88.18,
50.827,-88.34,
50.844,-88.49,
50.861,-88.67,
50.878,-88.85,
50.894,-89.05,
50.911,-89.25,
50.928,-89.45,
50.945,-89.69,
50.961,-89.91,
50.978,-90.13,
50.995,-90.36,
51.012,-90.61,
51.028,-90.83,
51.045,-91.05,
51.062,-91.28,
51.079,-91.51,
51.095,-91.73,
51.112,-91.95,
51.129,-92.16,
51.145,-92.37,
51.162,-92.57,
51.179,-92.76,
51.196,-92.94,
51.212,-93.12,
51.229,-93.26,
51.246,-93.40,
51.263,-93.55,
51.279,-93.65,
51.296,-93.77,
51.313,-93.85,
51.330,-93.94,
51.346,-94.00,
51.363,-94.05,
51.380,-94.09,
51.397,-94.11,
51.413,-94.12,
51.430,-94.12,
51.447,-94.10,
51.464,-94.07,
51.480,-94.00,
51.497,-93.94,
51.514,-93.84,
51.531,-93.75,
51.547,-93.63,
51.564,-93.50,
51.581,-93.39,
51.598,-93.25,
51.614,-93.07,
51.631,-92.91,
51.648,-92.72,
51.665,-92.54,
51.681,-92.33,
51.698,-92.13,
51.715,-91.91,
51.732,-91.68,
51.748,-91.45,
51.765,-91.23,
51.782,-90.99,
51.799,-90.75,
51.815,-90.53,
51.832,-90.29,
51.849,-90.08,
51.866,-89.86,
51.882,-89.65,
51.899,-89.42,
51.916,-89.21,
51.933,-89.01,
51.949,-88.82,
51.966,-88.65,
51.983,-88.47,
52.000,-88.33,
52.016,-88.19,
52.033,-88.04,
52.050,-87.93,
52.067,-87.81,
52.083,-87.73,
52.100,-87.58,
52.117,-87.54,
52.134,-87.51,
52.150,-87.49,
52.167,-87.48,
52.184,-87.48,
52.201,-87.50,
52.217,-87.52,
52.234,-87.58,
52.251,-87.66,
52.268,-87.76,
52.284,-87.87,
52.301,-87.96,
52.318,-88.09,
52.335,-88.23,
52.351,-88.37,
52.368,-88.54,
52.385,-88.69,
52.402,-88.88,
52.418,-89.07,
52.435,-89.27,
52.452,-89.48,
52.469,-89.69,
52.485,-89.92,
52.502,-90.14,
52.519,-90.36,
52.536,-90.60,
52.552,-90.84,
52.569,-91.05,
52.586,-91.28,
52.602,-91.50,
52.619,-91.73,
52.636,-91.93,
52.653,-92.14,
52.669,-92.33,
52.686,-92.51,
52.703,-92.71,
52.720,-92.89,
52.736,-93.05,
52.753,-93.22,
52.770,-93.35,
52.787,-93.47,
52.803,-93.59,
52.820,-93.68,
52.837,-93.76,
52.854,-93.84,
52.870,-93.90,
52.887,-93.95,
52.904,-93.99,
52.921,-94.01,
52.937,-94.01,
52.954,-94.00,
52.971,-93.98,
52.988,-93.94,
53.004,-93.88,
53.021,-93.81,
53.038,-93.72,
53.055,-93.63,
53.071,-93.52,
53.088,-93.39,
53.105,-93.27,
53.122,-93.13,
53.138,-92.95,
53.155,-92.79,
53.172,-92.61,
53.189,-92.43,
53.205,-92.24,
53.222,-92.02,
53.239,-91.80,
53.256,-91.60,
53.272,-91.38,
53.289,-91.18,
53.306,-90.96,
53.323,-90.74,
53.339,-90.53,
53.356,-90.29,
53.373,-90.09,
53.390,-89.86,
53.406,-89.66,
53.423,-89.45,
53.440,-89.26,
53.457,-89.07,
53.473,-88.89,
53.490,-88.73,
53.507,-88.56,
53.524,-88.42,
53.540,-88.27,
53.557,-88.15,
53.574,-88.04,
53.591,-87.94,
53.607,-87.85,
53.624,-87.77,
53.641,-87.71,
53.658,-87.68,
53.674,-87.65,
53.691,-87.61,
53.708,-87.60,
53.725,-87.61,
53.741,-87.63,
53.758,-87.67,
53.775,-87.74,
53.792,-87.80,
53.808,-87.90,
53.825,-88.00,
53.842,-88.13,
53.859,-88.26,
53.875,-88.40,
53.892,-88.55,
53.909,-88.68,
53.926,-88.86,
53.942,-89.03,
53.959,-89.23,
53.976,-89.43,
53.992,-89.61,
54.009,-89.82,
54.026,-90.04,
54.043,-90.25,
54.059,-90.47,
54.076,-90.70,
54.093,-90.92,
54.110,-91.14,
54.126,-91.37,
54.143,-91.57,
54.160,-91.78,
54.177,-91.97,
54.193,-92.18,
54.210,-92.37,
54.227,-92.55,
54.244,-92.72,
54.260,-92.89,
54.277,-93.05,
54.294,-93.19,
54.311,-93.34,
54.327,-93.44,
54.344,-93.56,
54.361,-93.66,
54.378,-93.72,
54.394,-93.81,
54.411,-93.85,
54.428,-93.90,
54.445,-93.91,
54.461,-93.93,
54.478,-93.92,
54.495,-93.91,
54.512,-93.87,
54.528,-93.83,
54.545,-93.77,
54.562,-93.70,
54.579,-93.61,
54.595,-93.52,
54.612,-93.40,
54.629,-93.28,
54.646,-93.15,
54.662,-93.03,
54.679,-92.85,
54.696,-92.68,
54.713,-92.50,
54.729,-92.32,
54.746,-92.14,
54.763,-91.92,
54.780,-91.71,
54.796,-91.52,
54.813,-91.30,
54.830,-91.10,
54.847,-90.88,
54.863,-90.66,
54.880,-90.43,
54.897,-90.23,
54.914,-90.02,
54.930,-89.82,
54.947,-89.63,
54.964,-89.43,
54.981,-89.24,
54.997,-89.05,
55.014,-88.89,
55.031,-88.71,
55.048,-88.57,
55.064,-88.43,
55.081,-88.28,
55.098,-88.16,
55.115,-88.06,
55.131,-87.96,
55.148,-87.87,
55.165,-87.79,
55.182,-87.74,
55.198,-87.69,
55.215,-87.68,
55.232,-87.68,
55.249,-87.68,
55.265,-87.69,
55.282,-87.72,
55.299,-87.75,
55.316,-87.82,
55.332,-87.91,
55.349,-87.98,
55.366,-88.08,
55.383,-88.18,
55.399,-88.31,
55.416,-88.43,
55.433,-88.58,
55.449,-88.74,
55.466,-88.90,
55.483,-89.09,
55.500,-89.27,
55.516,-89.47,
55.533,-89.67,
55.550,-89.89,
55.567,-90.07,
55.583,-90.28,
55.600,-90.50,
55.617,-90.71,
55.634,-90.93,
55.650,-91.15,
55.667,-91.36,
55.684,-91.57,
55.701,-91.76,
55.717,-91.96,
55.734,-92.16,
55.751,-92.34,
55.768,-92.51,
55.784,-92.68,
55.801,-92.84,
55.818,-92.99,
55.835,-93.14,
55.851,-93.26,
55.868,-93.37,
55.885,-93.46,
55.902,-93.55,
55.918,-93.62,
55.935,-93.68,
55.952,-93.73,
55.969,-93.78,
55.985,-93.80,
56.002,-93.80,
56.019,-93.79,
56.036,-93.77,
56.052,-93.76,
56.069,-93.70,
56.086,-93.64,
56.103,-93.55,
56.119,-93.47,
56.136,-93.35,
56.153,-93.25,
56.170,-93.12,
56.186,-92.97,
56.203,-92.83,
56.220,-92.69,
56.237,-92.51,
56.253,-92.35,
56.270,-92.16,
56.287,-91.98,
56.304,-91.79,
56.320,-91.58,
56.337,-91.40,
56.354,-91.20,
56.371,-90.99,
56.387,-90.77,
56.404,-90.56,
56.421,-90.35,
56.438,-90.15,
56.454,-89.97,
56.471,-89.76,
56.488,-89.56,
56.505,-89.39,
56.521,-89.21,
56.538,-89.04,
56.555,-88.87,
56.572,-88.71,
56.588,-88.57,
56.605,-88.42,
56.622,-88.19,
56.639,-88.09,
56.655,-87.99,
56.672,-87.91,
56.689,-87.83,
56.706,-87.80,
56.722,-87.77,
56.739,-87.76,
56.756,-87.73,
56.773,-87.74,
56.789,-87.74,
56.806,-87.76,
56.823,-87.81,
56.839,-87.88,
56.856,-87.96,
56.873,-88.05,
56.890,-88.15,
56.906,-88.27,
56.923,-88.39,
56.940,-88.53,
56.957,-88.67,
56.973,-88.84,
56.990,-89.01,
57.007,-89.19,
57.024,-89.37,
57.040,-89.56,
57.057,-89.73,
57.074,-89.93,
57.091,-90.13,
57.107,-90.36,
57.124,-90.57,
57.141,-90.77,
57.158,-90.97,
57.174,-91.17,
57.191,-91.38,
57.208,-91.59,
57.225,-91.78,
57.241,-91.97,
57.258,-92.16,
57.275,-92.35,
57.292,-92.50,
57.308,-92.67,
57.325,-92.82,
57.342,-92.97,
57.359,-93.11,
57.375,-93.22,
57.392,-93.33,
57.409,-93.43,
57.426,-93.51,
57.442,-93.60,
57.459,-93.64,
57.476,-93.68,
57.493,-93.72,
57.509,-93.75,
57.526,-93.76,
57.543,-93.76,
57.560,-93.75,
57.576,-93.72,
57.593,-93.66,
57.610,-93.60,
57.627,-93.52,
57.643,-93.44,
57.660,-93.33,
57.677,-93.21,
57.694,-93.09,
57.710,-92.95,
57.727,-92.80,
57.744,-92.64,
57.761,-92.48,
57.777,-92.32,
57.794,-92.14,
57.811,-91.97,
57.828,-91.77,
57.844,-91.57,
57.861,-91.37,
57.878,-91.18,
57.895,-90.98,
57.911,-90.77,
57.928,-90.56,
57.945,-90.35,
57.962,-90.16,
57.978,-89.96,
57.995,-89.78,
58.012,-89.58,
58.029,-89.40,
58.045,-89.24,
58.062,-89.08,
58.079,-88.92,
58.096,-88.77,
58.112,-88.62,
58.129,-88.49,
58.146,-88.38,
58.163,-88.26,
58.179,-88.17,
58.196,-88.09,
58.213,-88.01,
58.230,-87.96,
58.246,-87.92,
58.263,-87.88,
58.280,-87.88,
58.296,-87.88,
58.313,-87.89,
58.330,-87.91,
58.347,-87.95,
58.363,-88.01,
58.380,-88.07,
58.397,-88.16,
58.414,-88.23,
58.430,-88.34,
58.447,-88.47,
58.464,-88.59,
58.481,-88.73,
58.497,-88.86,
58.514,-89.02,
58.531,-89.19,
58.548,-89.35,
58.564,-89.53,
58.581,-89.71,
58.598,-89.89,
58.615,-90.08,
58.631,-90.27,
58.648,-90.47,
58.665,-90.68,
58.682,-90.87,
58.698,-91.06,
58.715,-91.27,
58.732,-91.47,
58.749,-91.67,
58.765,-91.85,
58.782,-92.04,
58.799,-92.22,
58.816,-92.39,
58.832,-92.56,
58.849,-92.71,
58.866,-92.86,
58.883,-93.00,
58.899,-93.11,
58.916,-93.22,
58.933,-93.32,
58.950,-93.41,
58.966,-93.50,
58.983,-93.56,
59.000,-93.63,
59.017,-93.66,
59.033,-93.69,
59.050,-93.69,
59.067,-93.69,
59.084,-93.67,
59.100,-93.65,
59.117,-93.61,
59.134,-93.56,
59.151,-93.49,
59.167,-93.42,
59.184,-93.33,
59.201,-93.21,
59.218,-93.10,
59.234,-92.97,
59.251,-92.85,
59.268,-92.71,
59.285,-92.57,
59.301,-92.40,
59.318,-92.23,
59.335,-92.04,
59.352,-91.86,
59.368,-91.69,
59.385,-91.49,
59.402,-91.31,
59.419,-91.10,
59.435,-90.90,
59.452,-90.69,
59.469,-90.52,
59.486,-90.31,
59.502,-90.12,
59.519,-89.92,
59.536,-89.74,
59.553,-89.55,
59.569,-89.37,
59.586,-89.22,
59.603,-89.04,
59.620,-88.90,
59.636,-88.76,
59.653,-88.63,
59.670,-88.49,
59.686,-88.38,
59.703,-88.29,
59.720,-88.20,
59.737,-88.10,
59.753,-88.04,
59.770,-87.99,
59.787,-87.95,
59.804,-87.92,
59.820,-87.91,
59.837,-87.90,
59.854,-87.93,
59.871,-87.95,
59.887,-87.97,
59.904,-88.04,
59.921,-88.11,
59.938,-88.18,
59.954,-88.29,
59.971,-88.39,
59.988,-88.50,
60.005,-88.62,
60.021,-88.75,
60.038,-88.88,
60.055,-89.04,
60.072,-89.21,
60.088,-89.37,
60.105,-89.53,
60.122,-89.72,
60.139,-89.91,
60.155,-90.10,
60.172,-90.30,
60.189,-90.48,
60.206,-90.69,
60.222,-90.90,
60.239,-91.08,
60.256,-91.28,
60.273,-91.48,
60.289,-91.66,
60.306,-91.84,
60.323,-92.02,
60.340,-92.19,
60.356,-92.35,
60.373,-92.50,
60.390,-92.66,
60.407,-92.79,
60.423,-92.92,
60.440,-93.02,
60.457,-93.12,
60.474,-93.22,
60.490,-93.30,
60.507,-93.39,
60.524,-93.46,
60.541,-93.49,
60.557,-93.53,
60.574,-93.56,
60.591,-93.58,
60.608,-93.57,
60.624,-93.56,
60.641,-93.53,
60.658,-93.50,
60.675,-93.45,
60.691,-93.37,
60.708,-93.29,
60.725,-93.19,
60.742,-93.09,
60.758,-92.98,
60.775,-92.85,
60.792,-92.72,
60.809,-92.59,
60.825,-92.44,
60.842,-92.28,
60.859,-92.13,
60.876,-91.94,
60.892,-91.77,
60.909,-91.58,
60.926,-91.40,
60.943,-91.22,
60.959,-91.02,
60.976,-90.84,
60.993,-90.66,
61.010,-90.46,
61.026,-90.24,
61.043,-90.07,
61.060,-89.90,
61.077,-89.70,
61.093,-89.54,
61.110,-89.35,
61.127,-89.05,
61.143,-88.91,
61.160,-88.78,
61.177,-88.65,
61.194,-88.54,
61.210,-88.42,
61.227,-88.32,
61.244,-88.22,
61.261,-88.18,
61.277,-88.10,
61.294,-88.08,
61.311,-88.05,
61.328,-88.02,
61.344,-88.01,
61.361,-88.02,
61.378,-88.03,
61.395,-88.06,
61.411,-88.10,
61.428,-88.14,
61.445,-88.21,
61.462,-88.30,
61.478,-88.38,
61.495,-88.48,
61.512,-88.62,
61.529,-88.72,
61.545,-88.86,
61.562,-89.00,
61.579,-89.16,
61.596,-89.33,
61.612,-89.49,
61.629,-89.64,
61.646,-89.82,
61.663,-90.01,
61.679,-90.17,
61.696,-90.36,
61.713,-90.57,
61.730,-90.75,
61.746,-90.94,
61.763,-91.13,
61.780,-91.31,
61.797,-91.49,
61.813,-91.67,
61.830,-91.85,
61.847,-92.02,
61.864,-92.18,
61.880,-92.34,
61.897,-92.48,
61.914,-92.63,
61.931,-92.78,
61.947,-92.90,
61.964,-93.00,
61.981,-93.10,
61.998,-93.20,
62.014,-93.28,
62.031,-93.37,
62.048,-93.39,
62.065,-93.45,
62.081,-93.47,
62.098,-93.49,
62.115,-93.50,
62.132,-93.51,
62.148,-93.51,
62.165,-93.49,
62.182,-93.44,
62.199,-93.39,
62.215,-93.31,
62.232,-93.24,
62.249,-93.13,
62.266,-93.02,
62.282,-92.90,
62.299,-92.77,
62.316,-92.63,
62.333,-92.49,
62.349,-92.35,
62.366,-92.17,
62.383,-92.01,
62.400,-91.85,
62.416,-91.68,
62.433,-91.48,
62.450,-91.31,
62.467,-91.13,
62.483,-90.94,
62.500,-90.75,
62.517,-90.57,
62.533,-90.37,
62.550,-90.19,
62.567,-90.00,
62.584,-89.82,
62.600,-89.66,
62.617,-89.48,
62.634,-89.33,
62.651,-89.16,
62.667,-89.02,
62.684,-88.89,
62.701,-88.76,
62.718,-88.64,
62.734,-88.53,
62.751,-88.42,
62.768,-88.31,
62.785,-88.25,
62.801,-88.18,
62.818,-88.14,
62.835,-88.10,
62.852,-88.07,
62.868,-88.05,
62.885,-88.04,
62.902,-88.04,
62.919,-88.05,
62.935,-88.08,
62.952,-88.13,
62.969,-88.20,
62.986,-88.27,
63.002,-88.35,
63.019,-88.46,
63.036,-88.57,
63.053,-88.70,
63.069,-88.81,
63.086,-88.95,
63.103,-89.09,
63.120,-89.24,
63.136,-89.41,
63.153,-89.57,
63.170,-89.74,
63.187,-89.91,
63.203,-90.10,
63.220,-90.27,
63.237,-90.46,
63.254,-90.63,
63.270,-90.83,
63.287,-91.01,
63.304,-91.18,
63.321,-91.36,
63.337,-91.54,
63.354,-91.73,
63.371,-91.90,
63.388,-92.05,
63.404,-92.23,
63.421,-92.38,
63.438,-92.52,
63.455,-92.67,
63.471,-92.78,
63.488,-92.89,
63.505,-92.99,
63.522,-93.09,
63.538,-93.18,
63.555,-93.25,
63.572,-93.31,
63.589,-93.36,
63.605,-93.39,
63.622,-93.42,
63.639,-93.43,
63.656,-93.44,
63.672,-93.44,
63.689,-93.42,
63.706,-93.40,
63.723,-93.34,
63.739,-93.28,
63.756,-93.21,
63.773,-93.13,
63.790,-93.03,
63.806,-92.91,
63.823,-92.78,
63.840,-92.66,
63.857,-92.53,
63.873,-92.38,
63.890,-92.24,
63.907,-92.07,
63.923,-91.92,
63.940,-91.76,
63.957,-91.60,
63.974,-91.44,
63.990,-91.25,
64.007,-91.08,
64.024,-90.89,
64.041,-90.68,
64.057,-90.50,
64.074,-90.33,
64.091,-90.13,
64.108,-89.97,
64.124,-89.79,
64.141,-89.65,
64.158,-89.48,
64.175,-89.33,
64.191,-89.16,
64.208,-89.04,
64.225,-88.91,
64.242,-88.79,
64.258,-88.68,
64.275,-88.60,
64.292,-88.50,
64.309,-88.41,
64.325,-88.33,
64.342,-88.29,
64.359,-88.24,
64.376,-88.21,
64.392,-88.18,
64.409,-88.16,
64.426,-88.15,
64.443,-88.16,
64.459,-88.18,
64.476,-88.22,
64.493,-88.28,
64.510,-88.34,
64.526,-88.43,
64.543,-88.51,
64.560,-88.59,
64.577,-88.70,
64.593,-88.82,
64.610,-88.94,
64.627,-89.08,
64.644,-89.22,
64.660,-89.36,
64.677,-89.51,
64.694,-89.67,
64.711,-89.83,
64.727,-89.99,
64.744,-90.17,
64.761,-90.35,
64.778,-90.53,
64.794,-90.71,
64.811,-90.90,
64.828,-91.07,
64.845,-91.24,
64.861,-91.41,
64.878,-91.60,
64.895,-91.76,
64.912,-91.94,
64.928,-92.09,
64.945,-92.23,
64.962,-92.38,
64.979,-92.53,
64.995,-92.66,
65.012,-92.76,
65.029,-92.89,
65.046,-92.99,
65.062,-93.07,
65.079,-93.16,
65.096,-93.23,
65.113,-93.29,
65.129,-93.33,
65.146,-93.36,
65.163,-93.37,
65.180,-93.38,
65.196,-93.39,
65.213,-93.39,
65.230,-93.37,
65.247,-93.34,
65.263,-93.29,
65.280,-93.23,
65.297,-93.15,
65.314,-93.07,
65.330,-92.98,
65.347,-92.87,
65.364,-92.76,
65.380,-92.63,
65.397,-92.51,
65.414,-92.36,
65.431,-92.20,
65.447,-92.05,
65.464,-91.89,
65.481,-91.72,
65.498,-91.56,
65.514,-91.38,
65.531,-91.21,
65.548,-91.02,
65.565,-90.86,
65.581,-90.68,
65.598,-90.49,
65.615,-90.32,
65.632,-90.14,
65.648,-89.82,
65.665,-89.65,
65.682,-89.50,
65.699,-89.33,
65.715,-89.20,
65.732,-89.04,
65.749,-88.92,
65.766,-88.81,
65.782,-88.70,
65.799,-88.61,
65.816,-88.53,
65.833,-88.44,
65.849,-88.38,
65.866,-88.32,
65.883,-88.27,
65.900,-88.24,
65.916,-88.23,
65.933,-88.23,
65.950,-88.23,
65.967,-88.25,
65.983,-88.27,
66.000,-88.31,
66.017,-88.37,
66.034,-88.43,
66.050,-88.50,
66.067,-88.58,
66.084,-88.68,
66.101,-88.80,
66.117,-88.92,
66.134,-89.04,
66.151,-89.18,
66.168,-89.31,
66.184,-89.46,
66.201,-89.62,
66.218,-89.77,
66.235,-89.93,
66.251,-90.10,
66.268,-90.26,
66.285,-90.45,
66.302,-90.60,
66.318,-90.79,
66.335,-90.96,
66.352,-91.13,
66.369,-91.29,
66.385,-91.46,
66.402,-91.62,
66.419,-91.79,
66.436,-91.93,
66.452,-92.09,
66.469,-92.24,
66.486,-92.37,
66.503,-92.51,
66.519,-92.65,
66.536,-92.75,
66.553,-92.86,
66.570,-92.95,
66.586,-93.05,
66.603,-93.14,
66.620,-93.18,
66.637,-93.23,
66.653,-93.27,
66.670,-93.30,
66.687,-93.33,
66.704,-93.34,
66.720,-93.34,
66.737,-93.32,
66.754,-93.29,
66.770,-93.26,
66.787,-93.18,
66.804,-93.14,
66.821,-93.04,
66.837,-92.96,
66.854,-92.87,
66.871,-92.76,
66.888,-92.65,
66.904,-92.52,
66.921,-92.40,
66.938,-92.26,
66.955,-92.12,
66.971,-91.97,
66.988,-91.81,
67.005,-91.65,
67.022,-91.49,
67.038,-91.32,
