,mass A,
t,θr,
23.061,-84.99,
23.077,-85.00,
23.094,-85.02,
23.111,-85.12,
23.128,-85.22,
23.144,-85.34,
23.161,-85.48,
23.178,-85.67,
23.195,-85.85,
23.211,-86.06,
23.228,-86.31,
23.245,-86.57,
23.262,-86.87,
23.278,-87.16,
23.295,-87.48,
23.312,-87.81,
23.329,-88.16,
23.345,-88.52,
23.362,-88.89,
23.379,-89.26,
23.396,-89.65,
23.412,-90.03,
23.429,-90.43,
23.446,-90.81,
23.463,-91.21,
23.479,-91.59,
23.496,-91.99,
23.513,-92.38,
23.530,-93.10,
23.546,-93.10,
23.563,-93.45,
23.580,-93.78,
23.597,-94.09,
23.613,-94.42,
23.630,-94.69,
23.647,-94.95,
23.664,-95.19,
23.680,-95.44,
23.697,-95.65,
23.714,-95.83,
23.731,-95.99,
23.747,-96.13,
23.764,-96.23,
23.781,-96.32,
23.798,-96.37,
23.814,-96.40,
23.831,-96.41,
23.848,-96.40,
23.865,-96.36,
23.881,-96.27,
23.898,-96.19,
23.915,-96.05,
23.932,-95.90,
23.948,-95.74,
23.965,-95.54,
23.982,-95.35,
23.999,-95.09,
24.015,-94.86,
24.032,-94.59,
24.049,-94.29,
24.066,-93.99,
24.082,-93.67,
24.099,-93.33,
24.116,-92.99,
24.133,-92.62,
24.149,-92.27,
24.166,-91.91,
24.183,-91.52,
24.199,-91.14,
24.216,-90.76,
24.233,-90.38,
24.250,-89.99,
24.266,-89.61,
24.283,-89.24,
24.300,-88.87,
24.317,-88.52,
24.333,-88.16,
24.350,-87.82,
24.367,-87.49,
24.384,-87.20,
24.400,-86.89,
24.417,-86.63,
24.434,-86.37,
24.451,-86.14,
24.467,-85.92,
24.484,-85.73,
24.501,-85.57,
24.518,-85.42,
24.534,-85.32,
24.551,-85.24,
24.568,-85.19,
24.585,-85.15,
24.601,-85.13,
24.618,-85.14,
24.635,-85.18,
24.652,-85.25,
24.668,-85.36,
24.685,-85.47,
24.702,-85.62,
24.719,-85.78,
24.735,-85.99,
24.752,-86.44,
24.769,-86.70,
24.786,-86.98,
24.802,-87.28,
24.819,-87.59,
24.836,-87.92,
24.853,-88.26,
24.869,-88.60,
24.886,-88.97,
24.903,-89.33,
24.920,-89.69,
24.936,-90.08,
24.953,-90.46,
24.970,-90.84,
24.987,-91.21,
25.003,-91.59,
25.020,-91.97,
25.037,-92.32,
25.054,-92.69,
25.070,-93.03,
25.087,-93.35,
25.104,-93.67,
25.121,-93.98,
25.137,-94.29,
25.154,-94.57,
25.171,-94.82,
25.188,-95.04,
25.204,-95.28,
25.221,-95.46,
25.238,-95.65,
25.255,-95.81,
25.271,-95.94,
25.288,-96.03,
25.305,-96.10,
25.322,-96.16,
25.338,-96.19,
25.355,-96.19,
25.372,-96.16,
25.389,-96.13,
25.405,-96.05,
25.422,-95.95,
25.439,-95.81,
25.456,-95.68,
25.472,-95.52,
25.489,-95.35,
25.506,-95.14,
25.523,-94.91,
25.539,-94.66,
25.556,-94.40,
25.573,-94.13,
25.589,-93.81,
25.606,-93.49,
25.623,-93.19,
25.640,-92.85,
25.656,-92.51,
25.673,-92.16,
25.690,-91.80,
25.707,-91.43,
25.723,-91.06,
25.740,-90.70,
25.757,-90.32,
25.774,-89.96,
25.790,-89.59,
25.807,-89.24,
25.824,-88.89,
25.841,-88.56,
25.857,-88.23,
25.874,-87.91,
25.891,-87.60,
25.908,-87.31,
25.924,-87.02,
25.941,-86.77,
25.958,-86.53,
25.975,-86.32,
25.991,-86.13,
26.008,-85.95,
26.025,-85.77,
26.042,-85.66,
26.058,-85.54,
26.075,-85.47,
26.092,-85.42,
26.109,-85.39,
26.125,-85.36,
26.142,-85.37,
26.159,-85.39,
26.176,-85.46,
26.192,-85.56,
26.209,-85.68,
26.226,-85.83,
26.243,-85.98,
26.259,-86.18,
26.276,-86.38,
26.293,-86.62,
26.310,-86.87,
26.326,-87.14,
26.343,-87.42,
26.360,-87.71,
26.377,-88.03,
26.393,-88.36,
26.410,-88.71,
26.427,-89.07,
26.444,-89.42,
26.460,-89.77,
26.477,-90.14,
26.494,-90.49,
26.511,-90.88,
26.527,-91.24,
26.544,-91.61,
26.561,-91.97,
26.578,-92.33,
26.594,-92.68,
26.611,-93.01,
26.628,-93.33,
26.645,-93.64,
26.661,-93.95,
26.678,-94.24,
26.695,-94.51,
26.712,-94.76,
26.728,-95.02,
26.745,-95.21,
26.762,-95.41,
26.779,-95.59,
26.795,-95.73,
26.812,-95.83,
26.829,-95.92,
26.846,-96.00,
26.862,-96.05,
26.879,-96.06,
26.896,-96.06,
26.913,-96.03,
26.929,-96.00,
26.946,-95.92,
26.963,-95.81,
26.980,-95.70,
26.996,-95.55,
27.013,-95.39,
27.030,-95.19,
27.046,-95.00,
27.063,-94.77,
27.080,-94.53,
27.097,-94.28,
27.113,-94.00,
27.130,-93.70,
27.147,-93.40,
27.164,-93.09,
27.180,-92.77,
27.197,-92.42,
27.214,-92.09,
27.231,-91.73,
27.247,-91.39,
27.264,-91.03,
27.281,-90.68,
27.298,-90.31,
27.314,-89.94,
27.331,-89.60,
27.348,-89.25,
27.365,-88.91,
27.381,-88.59,
27.398,-88.28,
27.415,-87.95,
27.432,-87.66,
27.448,-87.37,
27.465,-87.10,
27.482,-86.86,
27.499,-86.62,
27.515,-86.42,
27.532,-86.23,
27.549,-86.06,
27.566,-85.91,
27.582,-85.78,
27.599,-85.68,
27.616,-85.61,
27.633,-85.54,
27.649,-85.53,
27.666,-85.53,
27.683,-85.55,
27.700,-85.58,
27.716,-85.66,
27.733,-85.76,
27.750,-85.89,
27.767,-86.02,
27.783,-86.19,
27.800,-86.36,
27.817,-86.57,
27.834,-86.78,
27.850,-87.05,
27.867,-87.30,
27.884,-87.58,
27.901,-87.89,
27.917,-88.18,
27.934,-88.50,
27.951,-88.83,
27.968,-89.16,
27.984,-89.51,
28.001,-89.86,
28.018,-90.21,
28.035,-90.57,
28.051,-90.94,
28.068,-91.30,
28.085,-91.64,
28.102,-92.00,
28.118,-92.34,
28.135,-92.67,
28.152,-92.98,
28.169,-93.30,
28.185,-93.62,
28.202,-93.91,
28.219,-94.17,
28.236,-94.46,
28.252,-94.69,
28.269,-94.89,
28.286,-95.10,
28.303,-95.29,
28.319,-95.45,
28.336,-95.58,
28.353,-95.70,
28.370,-95.80,
28.386,-95.86,
28.403,-95.91,
28.420,-95.93,
28.436,-95.92,
28.453,-95.91,
28.470,-95.87,
28.487,-95.80,
28.503,-95.69,
28.520,-95.56,
28.537,-95.43,
28.554,-95.28,
28.570,-95.08,
28.587,-94.89,
28.604,-94.67,
28.621,-94.42,
28.637,-94.18,
28.654,-93.91,
28.671,-93.62,
28.688,-93.32,
28.704,-93.02,
28.721,-92.69,
28.738,-92.35,
28.755,-92.00,
28.771,-91.66,
28.788,-91.31,
28.805,-90.96,
28.822,-90.62,
28.838,-90.27,
28.855,-89.93,
28.872,-89.60,
28.889,-89.27,
28.905,-88.94,
28.922,-88.62,
28.939,-88.31,
28.956,-88.00,
28.972,-87.73,
28.989,-87.45,
29.006,-87.21,
29.023,-86.96,
29.039,-86.74,
29.056,-86.53,
29.073,-86.36,
29.090,-86.19,
29.106,-86.06,
29.123,-85.93,
29.140,-85.84,
29.157,-85.75,
29.173,-85.73,
29.190,-85.69,
29.207,-85.68,
29.224,-85.69,
29.240,-85.73,
29.257,-85.80,
29.274,-86.00,
29.291,-86.15,
29.307,-86.30,
29.324,-86.47,
29.341,-86.67,
29.358,-86.90,
29.374,-87.15,
29.391,-87.39,
29.408,-87.67,
29.425,-87.96,
29.441,-88.25,
29.458,-88.57,
29.475,-88.88,
29.492,-89.21,
29.508,-89.54,
29.525,-89.87,
29.542,-90.20,
29.559,-90.56,
29.575,-90.89,
29.592,-91.24,
29.609,-91.57,
29.626,-91.91,
29.642,-92.22,
29.659,-92.55,
29.676,-92.86,
29.693,-93.19,
29.709,-93.48,
29.726,-93.75,
29.743,-94.02,
29.760,-94.28,
29.776,-94.53,
29.793,-94.74,
29.810,-94.94,
29.827,-95.12,
29.843,-95.28,
29.860,-95.41,
29.877,-95.53,
29.893,-95.62,
29.910,-95.67,
29.927,-95.71,
29.944,-95.73,
29.960,-95.72,
29.977,-95.70,
29.994,-95.65,
30.011,-95.59,
30.027,-95.48,
30.044,-95.36,
30.061,-95.23,
30.078,-95.06,
30.094,-94.88,
30.111,-94.69,
30.128,-94.46,
30.145,-94.22,
30.161,-93.97,
30.178,-93.72,
30.195,-93.45,
30.212,-93.15,
30.228,-92.84,
30.245,-92.54,
30.262,-92.21,
30.279,-91.89,
30.295,-91.56,
30.312,-91.22,
30.329,-90.87,
30.346,-90.54,
30.362,-90.20,
30.379,-89.86,
30.396,-89.53,
30.413,-89.21,
30.429,-88.88,
30.446,-88.57,
30.463,-88.27,
30.480,-88.00,
30.496,-87.73,
30.513,-87.47,
30.530,-87.23,
30.547,-87.00,
30.563,-86.81,
30.580,-86.61,
30.597,-86.43,
30.614,-86.29,
30.630,-86.14,
30.647,-86.03,
30.664,-85.94,
30.681,-85.88,
30.697,-85.83,
30.714,-85.81,
30.731,-85.80,
30.748,-85.82,
30.764,-85.85,
30.781,-85.93,
30.798,-86.02,
30.815,-86.13,
30.831,-86.28,
30.848,-86.41,
30.865,-86.58,
30.882,-86.78,
30.898,-87.00,
30.915,-87.25,
30.932,-87.49,
30.949,-87.74,
30.965,-88.03,
30.982,-88.33,
30.999,-88.63,
31.016,-88.94,
31.032,-89.26,
31.049,-89.58,
31.066,-89.93,
31.083,-90.26,
31.099,-90.61,
31.116,-90.95,
31.133,-91.29,
31.150,-91.64,
31.166,-91.95,
31.183,-92.27,
31.200,-92.61,
31.217,-92.93,
31.233,-93.19,
31.250,-93.49,
31.267,-93.77,
31.283,-94.03,
31.300,-94.27,
31.317,-94.48,
31.334,-94.68,
31.350,-94.87,
31.367,-95.04,
31.384,-95.19,
31.401,-95.32,
31.417,-95.43,
31.434,-95.53,
31.451,-95.58,
31.468,-95.63,
31.484,-95.63,
31.501,-95.64,
31.518,-95.62,
31.535,-95.57,
31.551,-95.48,
31.568,-95.39,
31.585,-95.26,
31.602,-95.12,
31.618,-94.95,
31.635,-94.77,
31.652,-94.57,
31.669,-94.37,
31.685,-94.12,
31.702,-93.88,
31.719,-93.63,
31.736,-93.36,
31.752,-93.06,
31.769,-92.76,
31.786,-92.46,
31.803,-92.15,
31.819,-91.85,
31.836,-91.52,
31.853,-91.20,
31.870,-90.88,
31.886,-90.54,
31.903,-90.19,
31.920,-89.88,
31.937,-89.56,
31.953,-89.23,
31.970,-88.93,
31.987,-88.63,
32.004,-88.35,
32.020,-88.10,
32.037,-87.81,
32.054,-87.56,
32.071,-87.34,
32.087,-87.12,
32.104,-86.93,
32.121,-86.75,
32.138,-86.57,
32.154,-86.43,
32.171,-86.32,
32.188,-86.21,
32.205,-86.14,
32.221,-86.08,
32.238,-86.03,
32.255,-86.00,
32.272,-86.01,
32.288,-86.02,
32.305,-86.07,
32.322,-86.15,
32.339,-86.22,
32.355,-86.34,
32.372,-86.48,
32.389,-86.63,
32.406,-86.80,
32.422,-86.99,
32.439,-87.21,
32.456,-87.44,
32.473,-87.68,
32.489,-87.94,
32.506,-88.22,
32.523,-88.51,
32.540,-88.79,
32.556,-89.10,
32.573,-89.40,
32.590,-89.71,
32.607,-90.04,
32.623,-90.37,
32.640,-90.69,
32.657,-91.04,
32.673,-91.35,
32.690,-91.67,
32.707,-91.98,
32.724,-92.29,
32.740,-92.60,
32.757,-92.91,
32.774,-93.19,
32.791,-93.46,
32.807,-93.72,
32.824,-93.98,
32.841,-94.21,
32.858,-94.43,
32.874,-94.63,
32.891,-94.82,
32.908,-94.98,
32.925,-95.12,
32.941,-95.23,
32.958,-95.33,
32.975,-95.41,
32.992,-95.48,
33.008,-95.51,
33.025,-95.51,
33.042,-95.51,
33.059,-95.50,
33.075,-95.41,
33.092,-95.34,
33.109,-95.25,
33.126,-95.13,
33.142,-94.99,
33.159,-94.85,
33.176,-94.67,
33.193,-94.47,
33.209,-94.27,
33.226,-94.03,
33.243,-93.78,
33.260,-93.52,
33.276,-93.26,
33.293,-92.96,
33.310,-92.68,
33.327,-92.38,
33.343,-92.08,
33.360,-91.77,
33.377,-91.46,
33.394,-91.13,
33.410,-90.81,
33.427,-90.50,
33.444,-90.18,
33.461,-89.89,
33.477,-89.55,
33.494,-89.24,
33.511,-88.96,
33.528,-88.67,
33.544,-88.40,
33.561,-88.14,
33.578,-87.89,
33.595,-87.67,
33.611,-87.45,
33.628,-87.23,
33.645,-87.04,
33.662,-86.86,
33.678,-86.69,
33.695,-86.56,
33.712,-86.45,
33.729,-86.36,
33.745,-86.27,
33.762,-86.23,
33.779,-86.17,
33.796,-86.16,
33.812,-86.18,
33.829,-86.21,
33.846,-86.29,
33.863,-86.39,
33.879,-86.49,
33.896,-86.62,
33.913,-86.77,
33.930,-86.95,
33.946,-87.13,
33.963,-87.34,
33.980,-87.57,
33.997,-87.81,
34.013,-88.05,
34.030,-88.32,
34.047,-88.58,
34.064,-88.88,
34.080,-89.16,
34.097,-89.45,
34.114,-89.76,
34.130,-90.07,
34.147,-90.38,
34.164,-90.70,
34.181,-91.04,
34.197,-91.35,
34.214,-91.66,
34.231,-91.97,
34.248,-92.26,
34.264,-92.57,
34.281,-92.85,
34.298,-93.13,
34.315,-93.38,
34.331,-93.65,
34.348,-93.89,
34.365,-94.11,
34.382,-94.33,
34.398,-94.52,
34.415,-94.69,
34.432,-94.85,
34.449,-95.00,
34.465,-95.12,
34.482,-95.20,
34.499,-95.28,
34.516,-95.32,
34.532,-95.34,
34.549,-95.36,
34.566,-95.35,
34.583,-95.33,
34.599,-95.28,
34.616,-95.18,
34.633,-95.09,
34.650,-94.98,
34.666,-94.83,
34.683,-94.68,
34.700,-94.51,
34.717,-94.33,
34.733,-94.12,
34.750,-93.90,
34.767,-93.65,
34.784,-93.41,
34.800,-93.16,
34.817,-92.89,
34.834,-92.60,
34.851,-92.32,
34.867,-92.02,
34.884,-91.72,
34.901,-91.41,
34.918,-91.10,
34.934,-90.79,
34.951,-90.47,
34.968,-90.17,
34.985,-89.88,
35.001,-89.56,
35.018,-89.29,
35.035,-89.00,
35.052,-88.71,
35.068,-88.44,
35.085,-88.20,
35.102,-87.94,
35.119,-87.70,
35.135,-87.49,
35.152,-87.29,
35.169,-87.10,
35.186,-86.94,
35.202,-86.79,
35.219,-86.66,
35.236,-86.55,
35.253,-86.47,
35.269,-86.41,
35.286,-86.36,
35.303,-86.32,
35.320,-86.31,
35.336,-86.32,
35.353,-86.36,
35.370,-86.40,
35.387,-86.46,
35.403,-86.57,
35.420,-86.67,
35.437,-86.81,
35.454,-86.96,
35.470,-87.12,
35.487,-87.32,
35.504,-87.51,
35.520,-87.71,
35.537,-87.95,
35.554,-88.18,
35.571,-88.43,
35.587,-88.68,
35.604,-88.96,
35.621,-89.25,
35.638,-89.56,
35.654,-89.84,
35.671,-90.13,
35.688,-90.45,
35.705,-90.75,
35.721,-91.05,
35.738,-91.36,
35.755,-91.68,
35.772,-91.96,
35.788,-92.26,
35.805,-92.54,
35.822,-92.82,
35.839,-93.10,
35.855,-93.34,
35.872,-93.60,
35.889,-93.81,
35.906,-94.03,
35.922,-94.22,
35.939,-94.41,
35.956,-94.58,
35.973,-94.73,
35.989,-94.87,
36.006,-94.98,
36.023,-95.07,
36.040,-95.16,
36.056,-95.19,
36.073,-95.22,
36.090,-95.24,
36.107,-95.23,
36.123,-95.20,
36.140,-95.15,
36.157,-95.07,
36.174,-94.98,
36.190,-94.88,
36.207,-94.74,
36.224,-94.58,
36.241,-94.41,
36.257,-94.23,
36.274,-94.02,
36.291,-93.79,
36.308,-93.56,
36.324,-93.31,
36.341,-93.07,
36.358,-92.80,
36.375,-92.53,
36.391,-92.24,
36.408,-91.94,
36.425,-91.65,
36.442,-91.36,
36.458,-91.05,
36.475,-90.75,
36.492,-90.44,
36.509,-90.14,
36.525,-89.87,
36.542,-89.56,
36.559,-89.26,
36.576,-88.99,
36.592,-88.71,
36.609,-88.46,
36.626,-88.22,
36.643,-87.99,
36.659,-87.78,
36.676,-87.59,
36.693,-87.39,
36.710,-87.21,
36.726,-87.05,
36.743,-86.91,
36.760,-86.78,
36.777,-86.69,
36.793,-86.60,
36.810,-86.53,
36.827,-86.47,
36.844,-86.44,
36.860,-86.44,
36.877,-86.45,
36.894,-86.48,
36.911,-86.52,
36.927,-86.59,
36.944,-86.69,
36.961,-86.81,
36.977,-86.92,
36.994,-87.07,
37.011,-87.24,
37.028,-87.42,
37.044,-87.61,
37.061,-87.81,
37.078,-88.04,
37.095,-88.27,
37.111,-88.52,
37.128,-88.77,
37.145,-89.04,
37.162,-89.31,
37.178,-89.60,
37.195,-89.90,
37.212,-90.16,
37.229,-90.48,
37.245,-90.77,
37.262,-91.07,
37.279,-91.36,
37.296,-91.66,
37.312,-91.95,
37.329,-92.24,
37.346,-92.50,
37.363,-92.78,
37.379,-93.04,
37.396,-93.26,
37.413,-93.49,
37.430,-93.72,
37.446,-93.94,
37.463,-94.15,
37.480,-94.32,
37.497,-94.47,
37.513,-94.61,
37.530,-94.76,
37.547,-94.86,
37.564,-94.95,
37.580,-95.01,
37.597,-95.07,
37.614,-95.10,
37.631,-95.11,
37.647,-95.10,
37.664,-95.08,
37.681,-95.03,
37.698,-94.95,
37.714,-94.86,
37.731,-94.74,
37.748,-94.62,
37.765,-94.48,
37.781,-94.31,
37.798,-94.12,
37.815,-93.92,
37.832,-93.71,
37.848,-93.46,
37.865,-93.22,
37.882,-92.97,
37.899,-92.71,
37.915,-92.45,
37.932,-92.17,
37.949,-91.90,
37.966,-91.59,
37.982,-91.31,
37.999,-91.01,
38.016,-90.71,
38.033,-90.42,
38.049,-90.13,
38.066,-89.86,
38.083,-89.57,
38.100,-89.29,
38.116,-89.03,
38.133,-88.78,
38.150,-88.53,
38.167,-88.28,
38.183,-88.05,
38.200,-87.84,
38.217,-87.63,
38.234,-87.45,
38.250,-87.28,
38.267,-87.13,
38.284,-87.00,
38.301,-86.78,
38.317,-86.70,
38.334,-86.64,
38.351,-86.59,
38.367,-86.58,
38.384,-86.57,
38.401,-86.58,
38.418,-86.60,
38.434,-86.65,
38.451,-86.75,
38.468,-86.82,
38.485,-86.93,
38.501,-87.06,
38.518,-87.20,
38.535,-87.38,
38.552,-87.55,
38.568,-87.75,
38.585,-87.95,
38.602,-88.17,
38.619,-88.40,
38.635,-88.63,
38.652,-88.89,
38.669,-89.13,
38.686,-89.42,
38.702,-89.69,
38.719,-89.98,
38.736,-90.27,
38.753,-90.54,
38.769,-90.83,
38.786,-91.12,
38.803,-91.39,
38.820,-91.68,
38.836,-91.95,
38.853,-92.24,
38.870,-92.49,
38.887,-92.76,
38.903,-93.01,
38.920,-93.24,
38.937,-93.45,
38.954,-93.66,
38.970,-93.88,
38.987,-94.04,
39.004,-94.21,
39.021,-94.37,
39.037,-94.50,
39.054,-94.60,
39.071,-94.70,
39.088,-94.77,
39.104,-94.82,
39.121,-94.86,
39.138,-94.89,
39.155,-94.90,
39.171,-94.89,
39.188,-94.87,
39.205,-94.82,
39.222,-94.74,
39.238,-94.64,
39.255,-94.55,
39.272,-94.41,
39.289,-94.27,
39.305,-94.10,
39.322,-93.91,
39.339,-93.72,
39.356,-93.53,
39.372,-93.30,
39.389,-93.08,
39.406,-92.83,
39.423,-92.59,
39.439,-92.35,
39.456,-92.07,
39.473,-91.80,
39.490,-91.50,
39.506,-91.23,
39.523,-90.93,
39.540,-90.65,
39.557,-90.38,
39.573,-90.09,
39.590,-89.81,
39.607,-89.54,
39.624,-89.26,
39.640,-89.01,
39.657,-88.78,
39.674,-88.54,
39.691,-88.29,
39.707,-88.07,
39.724,-87.86,
39.741,-87.67,
39.758,-87.49,
39.774,-87.33,
39.791,-87.19,
39.808,-87.06,
39.824,-86.93,
39.841,-86.85,
39.858,-86.78,
39.875,-86.72,
39.891,-86.68,
39.908,-86.67,
39.925,-86.67,
39.942,-86.68,
39.958,-86.72,
39.975,-86.78,
39.992,-86.87,
40.009,-86.97,
40.025,-87.08,
40.042,-87.20,
40.059,-87.33,
40.076,-87.50,
40.092,-87.68,
40.109,-87.88,
40.126,-88.08,
40.143,-88.29,
40.159,-88.52,
40.176,-88.76,
40.193,-89.00,
40.210,-89.23,
40.226,-89.52,
40.243,-89.78,
40.260,-90.04,
40.277,-90.33,
40.293,-90.59,
40.310,-90.89,
40.327,-91.15,
40.344,-91.44,
40.360,-91.71,
40.377,-91.99,
40.394,-92.25,
40.411,-92.49,
40.427,-92.75,
40.444,-92.99,
40.461,-93.21,
40.478,-93.43,
40.494,-93.64,
40.511,-93.83,
40.528,-94.01,
40.545,-94.17,
40.561,-94.32,
40.578,-94.45,
40.595,-94.57,
40.612,-94.66,
40.628,-94.72,
40.645,-94.78,
40.662,-94.80,
40.679,-94.82,
40.695,-94.82,
40.712,-94.80,
40.729,-94.77,
40.746,-94.72,
40.762,-94.61,
40.779,-94.52,
40.796,-94.41,
40.813,-94.29,
40.829,-94.16,
40.846,-93.98,
40.863,-93.81,
40.880,-93.61,
40.896,-93.42,
40.913,-93.20,
40.930,-92.97,
40.947,-92.73,
40.963,-92.49,
40.980,-92.25,
40.997,-91.98,
41.014,-91.71,
41.030,-91.44,
41.047,-91.16,
41.064,-90.91,
41.081,-90.60,
41.097,-90.34,
41.114,-90.05,
41.131,-89.78,
41.148,-89.51,
41.164,-89.25,
41.181,-89.01,
41.198,-88.78,
41.214,-88.55,
41.231,-88.32,
41.248,-88.09,
41.265,-87.89,
41.281,-87.71,
41.298,-87.55,
41.315,-87.40,
41.332,-87.26,
41.348,-87.13,
41.365,-87.03,
41.382,-86.95,
41.399,-86.88,
41.415,-86.84,
41.432,-86.81,
41.449,-86.79,
41.466,-86.80,
41.482,-86.81,
41.499,-86.85,
41.516,-86.90,
41.533,-86.99,
41.549,-87.10,
41.566,-87.21,
41.583,-87.36,
41.600,-87.50,
41.616,-87.66,
41.633,-87.83,
41.650,-88.03,
41.667,-88.23,
41.683,-88.46,
41.700,-88.67,
41.717,-88.91,
41.734,-89.16,
41.750,-89.41,
41.767,-89.66,
41.784,-89.91,
41.801,-90.17,
41.817,-90.44,
41.834,-90.71,
41.851,-90.98,
41.868,-91.25,
41.884,-91.53,
41.901,-91.78,
41.918,-92.03,
41.935,-92.28,
41.951,-92.51,
41.968,-92.77,
41.985,-93.00,
42.002,-93.21,
42.018,-93.42,
42.035,-93.61,
42.052,-93.80,
42.069,-93.97,
42.085,-94.12,
42.102,-94.26,
42.119,-94.36,
42.136,-94.47,
42.152,-94.55,
42.169,-94.62,
42.186,-94.68,
42.203,-94.70,
42.219,-94.72,
42.236,-94.70,
42.253,-94.69,
42.270,-94.66,
42.286,-94.60,
42.303,-94.51,
42.320,-94.43,
42.337,-94.33,
42.353,-94.19,
42.370,-94.05,
42.387,-93.88,
42.404,-93.71,
42.420,-93.50,
42.437,-93.33,
42.454,-93.11,
42.471,-92.88,
42.487,-92.64,
42.504,-92.42,
42.521,-92.17,
42.538,-91.91,
42.554,-91.64,
42.571,-91.36,
42.588,-91.13,
42.605,-90.85,
42.621,-90.58,
42.638,-90.31,
42.655,-90.05,
42.671,-89.78,
42.688,-89.52,
42.705,-89.27,
42.722,-89.03,
42.738,-88.80,
42.755,-88.58,
42.772,-88.37,
42.789,-88.17,
42.805,-87.80,
42.822,-87.63,
42.839,-87.48,
42.856,-87.35,
42.872,-87.24,
42.889,-87.14,
42.906,-87.06,
42.923,-87.00,
42.939,-86.96,
42.956,-86.93,
42.973,-86.91,
42.990,-86.91,
43.006,-86.93,
43.023,-86.93,
43.040,-86.97,
43.057,-87.03,
43.073,-87.11,
43.090,-87.22,
43.107,-87.33,
43.124,-87.47,
43.140,-87.60,
43.157,-87.95,
43.174,-88.12,
43.191,-88.33,
43.207,-88.55,
43.224,-88.75,
43.241,-88.96,
43.258,-89.20,
43.274,-89.43,
43.291,-89.68,
43.308,-89.94,
43.325,-90.21,
43.341,-90.47,
43.358,-90.74,
43.375,-90.99,
43.392,-91.25,
43.408,-91.51,
43.425,-91.77,
43.442,-92.00,
43.459,-92.26,
43.475,-92.50,
43.492,-92.74,
43.509,-92.97,
43.526,-93.17,
43.542,-93.39,
43.559,-93.57,
43.576,-93.75,
43.593,-93.91,
43.609,-94.04,
43.626,-94.16,
43.643,-94.27,
43.660,-94.40,
43.676,-94.48,
43.693,-94.53,
43.710,-94.58,
43.727,-94.60,
43.743,-94.60,
43.760,-94.60,
43.777,-94.57,
43.794,-94.54,
43.810,-94.47,
43.827,-94.39,
43.844,-94.32,
43.861,-94.21,
43.877,-94.08,
43.894,-93.95,
43.911,-93.79,
43.928,-93.62,
43.944,-93.43,
43.961,-93.24,
43.978,-93.03,
43.995,-92.79,
44.011,-92.57,
44.028,-92.33,
44.045,-92.09,
44.061,-91.84,
44.078,-91.59,
44.095,-91.34,
44.112,-91.07,
44.128,-90.82,
44.145,-90.55,
44.162,-90.28,
44.179,-90.04,
44.195,-89.78,
44.212,-89.53,
44.229,-89.27,
44.246,-89.05,
44.262,-88.82,
44.279,-88.61,
44.296,-88.39,
44.313,-88.20,
44.329,-88.00,
44.346,-87.85,
44.363,-87.69,
44.380,-87.56,
44.396,-87.43,
44.413,-87.33,
44.430,-87.24,
44.447,-87.17,
44.463,-87.11,
44.480,-87.07,
44.497,-87.05,
44.514,-87.03,
44.530,-87.04,
44.547,-87.06,
44.564,-87.08,
44.581,-87.15,
44.597,-87.23,
44.614,-87.33,
44.631,-87.46,
44.648,-87.59,
44.664,-87.74,
44.681,-87.87,
44.698,-88.03,
44.715,-88.22,
44.731,-88.43,
44.748,-88.63,
44.765,-88.83,
44.782,-89.06,
44.798,-89.29,
44.815,-89.52,
44.832,-89.76,
44.849,-90.00,
44.865,-90.25,
44.882,-90.51,
44.899,-90.78,
44.916,-91.02,
44.932,-91.28,
44.949,-91.53,
44.966,-91.78,
44.983,-92.02,
44.999,-92.24,
45.016,-92.47,
45.033,-92.68,
45.050,-92.89,
45.066,-93.09,
45.083,-93.27,
45.100,-93.46,
45.117,-93.62,
45.133,-93.78,
45.150,-93.92,
45.167,-94.03,
45.184,-94.14,
45.200,-94.22,
45.217,-94.31,
45.234,-94.36,
45.251,-94.41,
45.267,-94.44,
45.284,-94.45,
45.301,-94.45,
45.318,-94.43,
45.334,-94.40,
45.351,-94.34,
45.368,-94.26,
45.385,-94.14,
45.401,-94.03,
45.418,-93.91,
45.435,-93.76,
45.452,-93.61,
45.468,-93.44,
45.485,-93.26,
45.502,-93.08,
45.518,-92.86,
45.535,-92.65,
45.552,-92.44,
45.569,-92.20,
45.585,-91.97,
45.602,-91.73,
45.619,-91.50,
45.636,-91.26,
45.652,-91.01,
45.669,-90.74,
45.686,-90.48,
45.703,-90.22,
45.719,-89.98,
45.736,-89.72,
45.753,-89.49,
45.770,-89.26,
45.786,-89.04,
45.803,-88.81,
45.820,-88.62,
45.837,-88.41,
45.853,-88.22,
45.870,-88.06,
45.887,-87.90,
45.904,-87.76,
45.920,-87.60,
45.937,-87.48,
45.954,-87.39,
45.971,-87.29,
45.987,-87.22,
46.004,-87.18,
46.021,-87.13,
46.038,-87.11,
46.054,-87.11,
46.071,-87.13,
46.088,-87.15,
46.105,-87.20,
46.121,-87.25,
46.138,-87.34,
46.155,-87.46,
46.172,-87.57,
46.188,-87.72,
46.205,-87.83,
46.222,-87.99,
46.239,-88.18,
46.255,-88.36,
46.272,-88.54,
46.289,-88.73,
46.306,-88.94,
46.322,-89.16,
46.339,-89.39,
46.356,-89.62,
46.373,-89.86,
46.389,-90.09,
46.406,-90.34,
46.423,-90.59,
46.440,-90.84,
46.456,-91.08,
