,mass A,
t,θr,
0.000,-76.78
0.017,-76.81
0.033,-76.94
0.050,-77.18
0.067,-77.45
0.083,-77.84
0.100,-78.24
0.117,-78.76
0.133,-79.29
0.150,-79.94
0.167,-80.62
0.184,-81.32
0.200,-82.07
0.217,-82.88
0.234,-83.64
0.250,-84.59
0.267,-85.48
0.284,-86.40
0.300,-87.36
0.317,-88.33
0.334,-89.31
0.350,-90.33
0.367,-91.30
0.384,-92.32
0.400,-93.26
0.417,-94.28
0.434,-95.15
0.450,-96.00
0.467,-96.93
0.484,-97.77
0.500,-98.55
0.517,-99.34
0.534,-100.1
0.551,-100.8
0.567,-101.4
0.584,-101.9
0.601,-102.5
0.617,-102.9
0.634,-103.3
0.651,-103.6
0.667,-103.9
0.684,-104.0
0.701,-104.2
0.717,-104.2
0.734,-104.2
0.751,-104.2
0.767,-104.0
0.784,-103.7
0.801,-103.4
0.817,-103.1
0.834,-102.6
0.851,-102.2
0.868,-101.6
0.884,-101.0
0.901,-100.3
0.918,-99.54
0.934,-98.80
0.951,-97.96
0.968,-97.10
0.984,-96.23
1.001,-95.27
1.018,-94.34
1.034,-93.34
1.051,-92.32
1.068,-91.37
1.084,-90.39
1.101,-89.42
1.118,-88.35
1.134,-87.41
1.151,-86.44
1.168,-85.52
1.185,-84.60
1.201,-83.70
1.218,-82.86
1.235,-82.06
1.251,-81.34
1.268,-80.61
1.285,-79.98
1.301,-79.41
1.318,-78.92
1.335,-78.44
1.351,-78.04
1.368,-77.79
1.385,-77.58
1.401,-77.41
1.418,-77.34
1.435,-77.31
1.451,-77.34
1.468,-77.47
1.485,-77.71
1.502,-77.96
1.518,-78.32
1.535,-78.76
1.552,-79.16
1.568,-79.76
1.585,-80.38
1.602,-81.00
1.618,-81.74
1.635,-82.41
1.652,-83.30
1.668,-84.02
1.685,-84.83
1.702,-85.76
1.718,-86.60
1.735,-87.53
1.752,-88.50
1.768,-89.40
1.785,-90.39
1.802,-91.28
1.818,-92.23
1.835,-93.13
1.852,-94.05
1.869,-94.91
1.885,-95.80
1.902,-96.59
1.919,-97.41
1.935,-98.15
1.952,-98.88
1.969,-99.59
1.985,-100.2
2.002,-100.8
2.019,-101.3
2.035,-101.8
2.052,-102.2
2.069,-102.5
2.085,-102.8
2.102,-103.1
2.119,-103.2
2.135,-103.3
2.152,-103.3
2.169,-103.3
2.186,-103.2
2.202,-103.0
2.219,-102.8
2.236,-102.5
2.252,-102.1
2.269,-101.7
2.286,-101.1
2.302,-100.6
2.319,-99.96
2.336,-99.33
2.352,-98.62
2.369,-97.90
2.386,-97.10
2.402,-96.29
2.419,-95.41
2.436,-94.44
2.452,-93.54
2.469,-92.53
2.486,-91.52
2.502,-90.61
2.519,-89.91
2.536,-89.62
2.553,-88.85
2.569,-88.14
2.586,-86.92
2.603,-85.95
2.619,-84.65
2.636,-83.81
2.653,-82.88
2.669,-82.12
2.686,-81.31
2.703,-80.60
2.719,-79.90
2.736,-79.26
2.753,-78.74
2.769,-78.34
2.786,-77.86
2.803,-77.53
2.819,-77.17
2.836,-76.98
2.853,-76.76
2.870,-76.76
2.886,-77.00
2.903,-77.74
2.920,-77.98
2.936,-78.25
2.953,-78.61
2.970,-79.05
2.986,-79.52
3.003,-80.03
3.020,-80.64
3.036,-81.26
3.053,-81.96
3.070,-82.66
3.086,-83.42
3.103,-84.23
3.120,-85.08
3.136,-85.94
3.153,-86.84
3.170,-87.72
3.187,-88.62
3.203,-89.52
3.220,-90.47
3.237,-91.37
3.253,-92.34
3.270,-93.22
3.287,-94.13
3.303,-94.95
3.320,-95.80
3.337,-96.62
3.353,-97.37
3.370,-98.09
3.387,-98.74
3.403,-99.42
3.420,-100.0
3.437,-100.6
3.453,-101.1
3.470,-101.5
3.487,-101.9
3.503,-102.2
3.520,-102.5
3.537,-102.7
3.554,-102.8
3.570,-102.8
3.587,-102.8
3.604,-102.8
3.620,-102.7
3.637,-102.5
3.654,-102.2
3.670,-101.9
3.687,-101.6
3.704,-101.1
3.720,-100.7
3.737,-100.1
3.754,-99.51
3.770,-98.88
3.787,-98.13
3.804,-97.43
3.820,-96.68
3.837,-95.88
3.854,-95.07
3.871,-94.13
3.887,-93.27
3.904,-92.38
3.921,-91.48
3.937,-90.54
3.954,-89.64
3.971,-88.72
3.987,-87.88
4.004,-86.95
4.021,-86.10
4.037,-85.25
4.054,-84.42
4.071,-83.64
4.087,-82.91
4.104,-82.20
4.121,-81.51
4.137,-80.88
4.154,-80.35
4.171,-79.87
4.188,-79.43
4.204,-79.04
4.221,-78.72
4.238,-78.47
4.254,-78.28
4.271,-78.14
4.288,-78.09
4.304,-78.10
4.321,-78.17
4.338,-78.28
4.354,-78.53
4.371,-78.78
4.388,-79.15
4.404,-79.55
4.421,-80.02
4.438,-80.50
4.454,-81.10
4.471,-81.70
4.488,-82.36
4.505,-83.08
4.521,-83.84
4.538,-84.66
4.555,-85.49
4.571,-86.27
4.588,-87.12
4.605,-87.98
4.621,-88.87
4.638,-89.74
4.655,-90.62
4.671,-91.52
4.688,-92.40
4.705,-93.29
4.721,-94.13
4.738,-94.98
4.755,-95.78
4.771,-96.53
4.788,-97.30
4.805,-97.98
4.821,-98.61
4.838,-99.20
4.855,-99.78
4.872,-100.3
4.888,-100.7
4.905,-101.2
4.922,-101.5
4.938,-101.8
4.955,-102.0
4.972,-102.2
4.988,-102.3
5.005,-102.3
5.022,-102.3
5.038,-102.2
5.055,-102.1
5.072,-101.9
5.088,-101.6
5.105,-101.3
5.122,-100.9
5.138,-100.5
5.155,-100.0
5.172,-99.45
5.189,-98.88
5.205,-98.23
5.222,-97.57
5.239,-96.84
5.255,-96.10
5.272,-95.32
5.289,-94.53
5.305,-93.72
5.322,-92.90
5.339,-92.03
5.355,-91.19
5.372,-90.32
5.389,-89.41
5.405,-88.56
5.422,-87.71
5.439,-86.89
5.455,-86.06
5.472,-85.26
5.489,-84.52
5.505,-83.79
5.522,-83.09
5.539,-82.40
5.556,-81.82
5.572,-81.24
5.589,-80.72
5.606,-80.25
5.622,-79.83
5.639,-79.48
5.656,-79.17
5.672,-78.91
5.689,-78.78
5.706,-78.68
5.722,-78.62
5.739,-78.63
5.756,-78.73
5.772,-78.90
5.789,-79.13
5.806,-79.41
5.822,-79.72
5.839,-80.15
5.856,-80.59
5.873,-81.09
5.889,-81.67
5.906,-82.27
5.923,-82.95
5.939,-83.62
5.956,-84.38
5.973,-85.13
5.989,-85.93
6.006,-86.73
6.023,-87.56
6.039,-88.40
6.056,-89.30
6.073,-90.13
6.089,-90.99
6.106,-91.84
6.123,-92.68
6.139,-93.49
6.156,-94.33
6.173,-95.12
6.190,-95.89
6.206,-96.56
6.223,-97.31
6.240,-97.98
6.256,-98.56
6.273,-99.12
6.290,-99.64
6.306,-100.1
6.323,-100.5
6.340,-100.9
6.356,-101.2
6.373,-101.5
6.390,-101.7
6.406,-101.8
6.423,-101.9
6.440,-101.9
6.456,-101.9
6.473,-101.7
6.490,-101.6
6.506,-101.4
6.523,-101.1
6.540,-100.7
6.557,-100.4
6.573,-99.94
6.590,-99.44
6.607,-98.90
6.623,-98.30
6.640,-97.64
6.657,-97.05
6.673,-96.34
6.690,-95.63
6.707,-94.88
6.723,-94.07
6.740,-93.32
6.757,-92.51
6.773,-91.68
6.790,-90.84
6.807,-90.01
6.823,-89.16
6.840,-88.34
6.857,-87.55
6.874,-86.77
6.890,-85.98
6.907,-85.23
6.924,-84.50
6.940,-83.82
6.957,-83.14
6.974,-82.55
6.990,-81.97
7.007,-81.44
7.024,-80.94
7.040,-80.48
7.057,-80.11
7.074,-79.80
7.090,-79.55
7.107,-79.31
7.124,-79.18
7.140,-79.09
7.157,-79.07
7.174,-79.10
7.191,-79.19
7.207,-79.32
7.224,-79.59
7.241,-79.87
7.257,-80.20
7.274,-80.60
7.291,-81.06
7.307,-81.57
7.324,-82.15
7.341,-82.72
7.357,-83.34
7.374,-84.06
7.391,-84.79
7.407,-85.51
7.424,-86.25
7.441,-87.03
7.457,-87.83
7.474,-88.65
7.491,-89.49
7.508,-90.34
7.524,-91.16
7.541,-92.02
7.558,-92.80
7.574,-93.63
7.591,-94.38
7.608,-95.15
7.624,-95.88
7.641,-96.57
7.658,-97.23
7.674,-97.87
7.691,-98.47
7.708,-98.99
7.724,-99.49
7.741,-99.92
7.758,-100.3
7.774,-100.6
7.791,-100.9
7.808,-101.1
7.824,-101.2
