,mass A,
t,θr,
0.000,-76.34
0.017,-76.33
0.033,-76.33
0.050,-76.38
0.067,-76.50
0.084,-76.70
0.100,-76.93
0.117,-77.24
0.134,-77.59
0.151,-77.98
0.167,-78.43
0.184,-78.89
0.201,-79.41
0.218,-79.96
0.234,-80.54
0.251,-81.15
0.268,-81.80
0.284,-82.46
0.301,-83.16
0.318,-83.87
0.335,-84.64
0.351,-85.42
0.368,-86.24
0.385,-87.05
0.402,-87.90
0.418,-88.76
0.435,-89.60
0.452,-90.46
0.469,-91.33
0.485,-92.18
0.502,-93.02
0.519,-93.85
0.535,-94.66
0.552,-95.43
0.569,-96.22
0.586,-96.98
0.602,-97.71
0.619,-98.43
0.636,-99.11
0.653,-99.79
0.669,-100.4
0.686,-101.0
0.703,-101.6
0.719,-102.1
0.736,-102.6
0.753,-103.1
0.770,-103.5
0.786,-103.8
0.803,-104.1
0.820,-104.4
0.837,-104.6
0.853,-104.8
0.870,-104.9
0.887,-105.0
0.904,-105.0
0.920,-105.0
0.937,-104.9
0.954,-104.8
0.970,-104.6
0.987,-104.4
1.004,-104.1
1.021,-103.8
1.037,-103.4
1.054,-103.0
1.071,-102.5
1.088,-102.0
1.104,-101.4
1.121,-100.8
1.138,-100.2
1.155,-99.49
1.171,-98.79
1.188,-98.07
1.205,-97.32
1.221,-96.55
1.238,-95.74
1.255,-94.08
1.272,-93.23
1.288,-92.36
1.305,-91.53
1.322,-90.64
1.339,-89.76
1.355,-88.91
1.372,-88.03
1.389,-87.18
1.406,-86.36
1.422,-85.55
1.439,-84.79
1.456,-84.02
1.472,-83.27
1.489,-82.58
1.506,-81.92
1.523,-81.27
1.539,-80.66
1.556,-80.12
1.573,-79.60
1.590,-79.14
1.606,-78.72
1.623,-78.35
1.640,-78.04
1.657,-77.79
1.673,-77.56
1.690,-77.39
1.707,-77.29
1.723,-77.24
1.740,-77.22
1.757,-77.26
1.774,-77.38
1.790,-77.53
1.807,-77.71
