,mass A,
t,θr,
0.000,-72.75
0.017,-72.80
0.033,-73.24
0.050,-73.40
0.067,-73.89
0.084,-74.38
0.100,-75.18
0.117,-75.67
0.134,-76.67
0.151,-77.12
0.167,-78.59
0.184,-79.16
0.201,-80.71
0.217,-81.07
0.234,-82.96
0.251,-82.94
0.268,-85.21
0.284,-85.73
0.301,-87.25
0.318,-88.80
0.335,-90.17
0.351,-90.86
0.368,-92.05
0.385,-93.93
0.401,-94.10
0.418,-95.86
0.435,-96.70
0.452,-98.23
0.468,-99.27
0.485,-100.0
0.502,-100.8
0.518,-101.2
0.535,-102.5
0.552,-102.8
0.569,-103.8
0.585,-103.6
0.602,-103.9
0.619,-104.2
0.636,-104.3
0.652,-104.4
0.669,-104.4
0.686,-104.4
0.702,-104.2
0.719,-104.0
0.736,-103.6
0.753,-103.2
0.769,-102.7
0.786,-102.1
0.803,-101.4
0.820,-100.6
0.836,-99.71
0.853,-98.83
0.870,-97.83
0.886,-96.83
0.903,-95.74
0.920,-94.63
0.937,-93.50
0.953,-92.30
0.970,-91.05
0.987,-89.87
1.004,-88.70
1.020,-87.47
1.037,-86.23
1.054,-85.07
1.070,-83.89
1.087,-82.77
1.104,-81.61
1.121,-80.54
1.137,-79.52
1.154,-78.58
1.171,-77.65
1.188,-76.87
1.204,-76.20
1.221,-75.63
1.238,-75.11
1.254,-74.69
1.271,-74.36
1.288,-74.06
1.305,-73.91
1.321,-73.83
1.338,-73.83
1.355,-73.89
1.371,-74.12
1.388,-74.42
1.405,-74.80
1.422,-75.32
1.438,-75.87
1.455,-76.56
1.472,-77.23
1.489,-78.05
1.505,-78.93
1.522,-79.92
1.539,-80.91
1.555,-81.96
1.572,-83.05
1.589,-84.14
1.606,-85.32
1.622,-86.49
1.639,-87.71
1.656,-88.89
1.673,-90.09
1.689,-91.28
1.706,-92.40
1.723,-93.52
1.739,-94.66
1.756,-95.72
1.773,-96.74
1.790,-97.70
1.806,-98.64
1.823,-99.49
1.840,-100.3
1.857,-101.0
1.873,-101.7
1.890,-102.2
1.907,-102.7
1.923,-103.1
1.940,-103.4
1.957,-103.6
1.974,-103.8
1.990,-103.8
2.007,-103.8
2.024,-103.6
2.041,-103.4
2.057,-103.1
2.074,-102.7
2.091,-102.2
2.107,-101.7
2.124,-101.0
2.141,-100.3
2.158,-99.53
2.174,-98.71
2.191,-97.83
2.208,-96.90
2.224,-95.86
2.241,-94.84
2.258,-93.74
2.275,-92.64
2.291,-90.35
2.308,-89.22
2.325,-88.07
2.342,-86.89
2.358,-86.91
2.375,-85.80
2.392,-84.65
2.408,-83.59
2.425,-82.56
2.442,-81.55
2.459,-80.58
2.475,-79.67
2.492,-78.82
2.509,-78.01
2.526,-77.29
2.542,-76.62
2.559,-76.05
2.576,-75.54
2.592,-75.15
2.609,-74.85
