,mass A,
23.364,-91.98,
23.381,-91.94,
23.397,-91.90,
23.414,-91.77,
23.431,-91.55,
23.447,-91.34,
23.464,-91.21,
23.481,-90.97,
23.498,-90.73,
23.514,-90.39,
23.531,-90.11,
23.548,-89.83,
23.564,-89.48,
23.581,-89.20,
23.598,-88.99,
23.615,-88.72,
23.631,-88.47,
23.648,-88.22,
23.665,-88.02,
23.681,-87.83,
23.698,-87.67,
23.715,-87.56,
23.732,-87.52,
23.748,-87.47,
23.765,-87.44,
23.782,-87.42,
23.798,-87.45,
23.815,-87.48,
23.832,-87.57,
23.849,-87.77,
23.865,-87.94,
23.882,-88.12,
23.899,-88.36,
23.915,-88.63,
23.932,-88.88,
23.949,-89.18,
23.966,-89.48,
23.982,-89.68,
23.999,-89.97,
24.016,-90.26,
24.032,-90.54,
24.049,-90.80,
24.066,-91.02,
24.082,-91.16,
24.099,-91.35,
24.116,-91.47,
24.133,-91.60,
24.149,-91.69,
24.166,-91.75,
24.183,-91.74,
24.199,-91.72,
24.216,-91.70,
24.233,-91.67,
24.250,-91.56,
24.266,-91.47,
24.283,-91.25,
24.300,-91.06,
24.316,-90.87,
24.333,-90.63,
24.350,-90.37,
24.367,-90.14,
24.383,-89.83,
24.400,-89.57,
24.417,-89.33,
24.433,-89.07,
24.450,-88.77,
24.467,-88.51,
24.484,-88.36,
24.500,-88.13,
24.517,-87.92,
24.534,-87.79,
24.550,-87.66,
24.567,-87.55,
24.584,-87.52,
24.601,-87.52,
24.617,-87.53,
24.634,-87.60,
24.651,-87.64,
24.667,-87.71,
24.684,-87.81,
24.701,-87.98,
24.718,-88.17,
24.734,-88.39,
24.751,-88.65,
24.768,-89.13,
24.784,-89.10,
24.801,-89.31,
24.818,-89.59,
24.835,-89.88,
24.851,-90.17,
24.868,-90.46,
24.885,-90.64,
24.901,-90.86,
24.918,-91.13,
24.935,-91.26,
24.952,-91.44,
24.968,-91.54,
24.985,-91.68,
25.002,-91.76,
25.018,-91.77,
25.035,-91.75,
25.052,-91.73,
25.069,-91.66,
25.085,-91.52,
25.102,-91.35,
25.119,-91.18,
25.135,-91.22,
25.152,-91.04,
25.169,-90.77,
25.186,-90.53,
25.202,-90.31,
25.219,-90.11,
25.236,-89.79,
25.252,-89.51,
25.269,-89.32,
25.286,-89.04,
25.302,-88.79,
25.319,-88.58,
25.336,-88.38,
25.353,-88.15,
25.369,-87.97,
25.386,-87.87,
25.403,-87.77,
25.419,-87.65,
25.436,-87.61,
25.453,-87.63,
25.470,-87.64,
25.486,-87.69,
25.503,-87.72,
25.520,-87.84,
25.536,-88.01,
25.553,-88.16,
25.570,-88.34,
25.587,-88.54,
25.603,-88.78,
25.620,-89.00,
25.637,-89.24,
25.653,-89.52,
25.670,-89.81,
25.687,-90.28,
25.704,-90.53,
25.720,-90.75,
25.737,-90.93,
25.754,-91.14,
25.770,-91.27,
25.787,-91.39,
25.804,-91.52,
25.821,-91.63,
25.837,-91.66,
25.854,-91.69,
25.871,-91.68,
25.887,-91.69,
25.904,-91.61,
25.921,-91.53,
25.938,-91.44,
25.954,-91.22,
25.971,-91.06,
25.988,-90.86,
26.004,-90.68,
26.021,-90.44,
26.038,-90.17,
26.055,-89.94,
26.071,-89.70,
26.088,-89.47,
26.105,-89.17,
26.121,-88.94,
26.138,-88.77,
26.155,-88.55,
26.172,-88.39,
26.188,-88.21,
26.205,-88.10,
26.222,-87.95,
26.238,-87.89,
26.255,-87.85,
26.272,-87.83,
26.289,-87.76,
26.305,-87.75,
26.322,-87.79,
26.339,-87.84,
26.355,-88.02,
26.372,-88.12,
26.389,-88.31,
26.406,-88.50,
26.422,-88.76,
26.439,-88.94,
26.456,-89.21,
26.472,-89.49,
26.489,-89.68,
26.506,-89.93,
26.522,-90.20,
26.539,-90.40,
26.556,-90.63,
26.573,-90.79,
26.589,-90.99,
26.606,-91.16,
26.623,-91.24,
26.639,-91.41,
26.656,-91.49,
26.673,-91.49,
26.690,-91.50,
26.706,-91.57,
26.723,-91.57,
26.740,-91.55,
26.756,-91.51,
26.773,-91.43,
26.790,-91.25,
26.807,-91.11,
26.823,-90.85,
26.840,-90.70,
26.857,-90.50,
26.873,-90.27,
26.890,-90.04,
26.907,-89.81,
26.924,-89.56,
26.940,-89.31,
26.957,-89.08,
26.974,-88.85,
26.990,-88.70,
27.007,-88.53,
27.024,-88.33,
27.041,-88.24,
27.057,-88.12,
27.074,-87.98,
27.091,-87.93,
27.107,-87.89,
27.124,-87.91,
27.141,-87.93,
27.158,-87.94,
27.174,-88.01,
27.191,-88.08,
27.208,-88.23,
27.224,-88.43,
27.241,-88.57,
27.258,-88.78,
27.275,-88.94,
27.291,-89.20,
27.308,-89.42,
27.325,-89.65,
27.341,-89.86,
27.358,-90.13,
27.375,-90.36,
27.392,-90.57,
27.408,-90.72,
27.425,-90.89,
27.442,-91.13,
27.458,-91.23,
27.475,-91.33,
27.492,-91.41,
27.509,-91.50,
27.525,-91.54,
27.542,-91.56,
27.559,-91.58,
27.575,-91.57,
27.592,-91.52,
27.609,-91.48,
27.626,-91.27,
27.642,-91.14,
27.659,-90.94,
27.676,-90.77,
27.692,-90.58,
27.709,-90.32,
27.726,-90.15,
27.742,-89.87,
27.759,-89.67,
27.776,-89.41,
27.793,-89.21,
27.809,-89.03,
27.826,-88.78,
27.843,-88.60,
27.859,-88.44,
27.876,-88.25,
27.893,-88.16,
27.910,-88.09,
27.926,-87.99,
27.943,-87.92,
27.960,-87.94,
27.976,-87.93,
27.993,-87.98,
28.010,-88.02,
28.027,-88.08,
28.043,-88.18,
28.060,-88.35,
28.077,-88.52,
28.093,-88.74,
28.110,-88.93,
28.127,-89.13,
28.144,-89.28,
28.160,-89.56,
28.177,-89.77,
28.194,-89.98,
28.210,-90.18,
28.227,-90.44,
28.244,-90.60,
28.261,-90.81,
28.277,-90.94,
28.294,-91.08,
28.311,-91.21,
28.327,-91.33,
28.344,-91.38,
28.361,-91.42,
28.378,-91.45,
28.394,-91.44,
28.411,-91.40,
28.428,-91.34,
28.444,-91.31,
28.461,-91.21,
28.478,-91.08,
28.495,-90.91,
28.511,-90.75,
28.528,-90.56,
28.545,-90.37,
28.561,-90.13,
28.578,-89.90,
28.595,-89.71,
28.612,-89.50,
28.628,-89.22,
28.645,-89.02,
28.662,-88.89,
28.678,-88.68,
28.695,-88.51,
28.712,-88.39,
28.729,-88.26,
28.745,-88.17,
28.762,-88.10,
28.779,-88.02,
28.795,-87.99,
28.812,-87.96,
28.829,-88.00,
28.846,-88.02,
28.862,-88.09,
28.879,-88.18,
28.896,-88.33,
28.912,-88.50,
28.929,-88.66,
28.946,-88.89,
28.962,-89.04,
28.979,-89.27,
28.996,-89.47,
29.013,-89.67,
29.029,-89.87,
29.046,-90.10,
29.063,-90.28,
29.079,-90.50,
29.096,-90.62,
29.113,-90.81,
29.130,-90.96,
29.146,-91.07,
29.163,-91.17,
29.180,-91.28,
29.196,-91.36,
29.213,-91.36,
29.230,-91.38,
29.247,-91.36,
29.263,-91.33,
29.280,-91.31,
29.297,-91.23,
29.313,-91.11,
29.330,-90.94,
29.347,-90.80,
29.364,-90.62,
29.380,-90.41,
29.397,-90.22,
29.414,-89.99,
29.430,-89.80,
29.447,-89.59,
29.464,-89.34,
29.481,-89.18,
29.497,-89.00,
29.514,-88.86,
29.531,-88.68,
29.547,-88.54,
29.564,-88.41,
29.581,-88.26,
29.598,-88.22,
29.614,-88.17,
29.631,-88.15,
29.648,-88.07,
29.664,-88.07,
29.681,-88.05,
29.698,-88.10,
29.715,-88.17,
29.731,-88.35,
29.748,-88.46,
29.765,-88.58,
29.781,-88.79,
29.798,-88.92,
29.815,-89.12,
29.832,-89.32,
29.848,-89.53,
29.865,-89.73,
29.882,-89.92,
29.898,-90.10,
29.915,-90.34,
29.932,-90.49,
29.949,-90.63,
29.965,-90.76,
29.982,-90.91,
29.999,-91.04,
30.015,-91.15,
30.032,-91.17,
30.049,-91.17,
30.066,-91.19,
30.082,-91.25,
30.099,-91.23,
30.116,-91.23,
30.132,-91.17,
30.149,-91.10,
30.166,-90.93,
30.182,-90.83,
30.199,-90.66,
30.216,-90.51,
30.233,-90.32,
30.249,-90.12,
30.266,-89.92,
30.283,-89.71,
30.299,-89.53,
30.316,-89.33,
30.333,-89.11,
30.350,-88.94,
30.366,-88.76,
30.383,-88.63,
30.400,-88.50,
30.416,-88.42,
30.433,-88.29,
30.450,-88.24,
30.467,-88.20,
30.483,-88.16,
30.500,-88.14,
30.517,-88.11,
30.533,-88.14,
30.550,-88.17,
30.567,-88.32,
30.584,-88.41,
30.600,-88.56,
30.617,-88.70,
30.634,-88.87,
30.650,-89.07,
30.667,-89.30,
30.684,-89.46,
30.701,-89.64,
30.717,-89.87,
30.734,-90.08,
30.751,-90.23,
30.767,-90.44,
30.784,-90.59,
30.801,-90.73,
30.818,-90.86,
30.834,-91.02,
30.851,-91.10,
30.868,-91.13,
30.884,-91.16,
30.901,-91.16,
30.918,-91.12,
30.935,-91.13,
30.951,-91.06,
30.968,-91.04,
30.985,-90.90,
31.001,-90.84,
31.018,-90.69,
31.035,-90.60,
31.052,-90.40,
31.068,-90.25,
31.085,-90.05,
31.102,-89.90,
31.118,-89.66,
31.135,-89.49,
31.152,-89.28,
31.169,-89.10,
31.185,-88.92,
31.202,-88.79,
31.219,-88.57,
31.235,-88.51,
31.252,-88.41,
31.269,-88.34,
31.286,-88.21,
31.302,-88.16,
31.319,-88.13,
31.336,-88.06,
31.352,-88.05,
31.369,-88.08,
31.386,-88.12,
31.403,-88.19,
31.419,-88.29,
31.436,-88.50,
31.453,-88.59,
31.469,-88.77,
31.486,-88.92,
31.503,-89.14,
31.519,-89.27,
31.536,-89.52,
31.553,-89.71,
31.570,-89.92,
31.586,-90.10,
31.603,-90.29,
31.620,-90.42,
31.636,-90.53,
31.653,-90.73,
31.670,-90.82,
31.687,-90.92,
31.703,-91.03,
31.720,-91.05,
31.737,-91.08,
31.753,-91.09,
31.770,-91.06,
31.787,-91.05,
31.804,-91.00,
31.820,-90.97,
31.837,-90.85,
31.854,-90.73,
31.870,-90.61,
31.887,-90.45,
31.904,-90.28,
31.921,-90.11,
31.937,-89.91,
31.954,-89.74,
31.971,-89.51,
31.987,-89.36,
32.004,-89.22,
32.021,-89.07,
32.038,-88.85,
32.054,-88.74,
32.071,-88.56,
32.088,-88.53,
32.104,-88.45,
32.121,-88.34,
32.138,-88.27,
32.155,-88.24,
32.171,-88.24,
32.188,-88.23,
32.205,-88.28,
32.221,-88.30,
32.238,-88.39,
32.255,-88.47,
32.272,-88.60,
32.288,-88.72,
32.305,-88.83,
32.322,-88.98,
32.338,-89.20,
32.355,-89.34,
32.372,-89.54,
32.389,-89.73,
32.405,-89.93,
32.422,-90.10,
32.439,-90.28,
32.455,-90.42,
32.472,-90.59,
32.489,-90.73,
32.506,-90.81,
32.522,-90.88,
32.539,-90.99,
32.556,-91.05,
32.572,-91.11,
32.589,-91.07,
32.606,-91.07,
32.623,-91.05,
32.639,-91.03,
32.656,-90.94,
32.673,-90.88,
32.689,-90.79,
32.706,-90.64,
32.723,-90.51,
32.739,-90.37,
32.756,-90.22,
32.773,-90.02,
32.790,-89.82,
32.806,-89.64,
32.823,-89.47,
32.840,-89.27,
32.856,-89.12,
32.873,-88.96,
32.890,-88.76,
32.907,-88.67,
32.923,-88.54,
32.940,-88.47,
32.957,-88.34,
32.973,-88.30,
32.990,-88.26,
33.007,-88.24,
33.024,-88.23,
33.040,-88.27,
33.057,-88.32,
33.074,-88.37,
33.090,-88.45,
33.107,-88.50,
33.124,-88.69,
33.141,-88.82,
33.157,-88.94,
33.174,-89.10,
33.191,-89.30,
33.207,-89.43,
33.224,-89.62,
33.241,-89.81,
33.258,-89.99,
33.274,-90.10,
33.291,-90.27,
33.308,-90.42,
33.324,-90.54,
33.341,-90.69,
33.358,-90.78,
33.375,-90.86,
33.391,-90.95,
33.408,-91.03,
33.425,-91.03,
33.441,-91.03,
33.458,-91.03,
33.475,-90.98,
33.492,-90.96,
33.508,-90.89,
33.525,-90.77,
33.542,-90.67,
33.558,-90.48,
33.575,-90.35,
33.592,-90.17,
33.609,-89.98,
33.625,-89.80,
33.642,-89.61,
33.659,-89.45,
33.675,-89.26,
33.692,-89.13,
33.709,-88.98,
33.726,-88.81,
33.742,-88.63,
33.759,-88.56,
33.776,-88.49,
33.792,-88.32,
33.809,-88.29,
33.826,-88.25,
33.843,-88.25,
33.859,-88.27,
33.876,-88.29,
33.893,-88.32,
33.909,-88.38,
33.926,-88.41,
33.943,-88.51,
33.959,-88.66,
33.976,-88.76,
33.993,-88.93,
34.010,-89.08,
34.026,-89.26,
34.043,-89.40,
34.060,-89.57,
34.076,-89.77,
34.093,-89.93,
34.110,-90.07,
34.127,-90.27,
34.143,-90.39,
34.160,-90.52,
34.177,-90.66,
34.193,-90.78,
34.210,-90.83,
34.227,-90.87,
34.244,-90.96,
34.260,-90.98,
34.277,-91.00,
34.294,-91.01,
34.310,-90.98,
34.327,-90.94,
34.344,-90.93,
34.361,-90.81,
34.377,-90.65,
34.394,-90.55,
34.411,-90.40,
34.427,-90.25,
34.444,-90.12,
34.461,-89.90,
34.478,-89.76,
34.494,-89.59,
34.511,-89.45,
34.528,-89.27,
34.544,-89.12,
34.561,-88.93,
34.578,-88.81,
34.595,-88.68,
34.611,-88.58,
34.628,-88.49,
34.645,-88.43,
34.661,-88.35,
34.678,-88.32,
34.695,-88.29,
34.712,-88.32,
34.728,-88.35,
34.745,-88.37,
34.762,-88.42,
34.778,-88.49,
34.795,-88.57,
34.812,-88.70,
34.829,-88.83,
34.845,-88.96,
34.862,-89.14,
34.879,-89.28,
34.895,-89.44,
34.912,-89.61,
34.929,-89.78,
34.946,-89.91,
34.962,-90.09,
34.979,-90.21,
34.996,-90.37,
35.012,-90.53,
35.029,-90.63,
35.046,-90.72,
35.063,-90.80,
35.079,-90.86,
35.096,-90.90,
35.113,-90.96,
35.129,-90.97,
35.146,-90.95,
35.163,-90.92,
35.179,-90.89,
35.196,-90.78,
35.213,-90.67,
35.230,-90.57,
35.246,-90.45,
35.263,-90.29,
35.280,-90.11,
35.296,-89.93,
35.313,-89.79,
35.330,-89.62,
35.347,-89.45,
35.363,-89.29,
35.380,-89.13,
35.397,-89.00,
35.413,-88.88,
35.430,-88.73,
35.447,-88.66,
35.464,-88.57,
35.480,-88.52,
35.497,-88.47,
35.514,-88.42,
35.530,-88.39,
35.547,-88.37,
35.564,-88.36,
35.581,-88.40,
35.597,-88.45,
35.614,-88.50,
35.631,-88.63,
35.647,-88.74,
35.664,-88.89,
35.681,-89.07,
35.698,-89.18,
35.714,-89.36,
35.731,-89.55,
35.748,-89.69,
35.764,-89.87,
35.781,-90.03,
35.798,-90.18,
35.815,-90.34,
35.831,-90.46,
35.848,-90.57,
35.865,-90.68,
35.881,-90.75,
35.898,-90.83,
35.915,-90.87,
35.932,-90.93,
35.948,-90.96,
35.965,-90.98,
35.982,-90.97,
35.998,-90.90,
36.015,-90.90,
36.032,-90.85,
36.049,-90.66,
36.065,-90.55,
36.082,-90.44,
36.099,-90.20,
36.115,-90.11,
36.132,-89.96,
36.149,-89.78,
36.166,-89.63,
36.182,-89.47,
36.199,-89.22,
36.216,-89.14,
36.232,-89.01,
36.249,-88.84,
36.266,-88.80,
36.283,-88.67,
36.299,-88.59,
36.316,-88.56,
36.333,-88.55,
36.349,-88.56,
36.366,-88.58,
36.383,-88.59,
36.399,-88.59,
36.416,-88.61,
36.433,-88.70,
36.450,-88.78,
36.466,-88.87,
36.483,-89.01,
36.500,-89.13,
36.516,-89.27,
36.533,-89.38,
36.550,-89.55,
36.567,-89.72,
36.583,-89.88,
36.600,-90.00,
36.617,-90.20,
36.633,-90.22,
36.650,-90.34,
36.667,-90.60,
36.684,-90.69,
36.700,-90.76,
36.717,-90.82,
36.734,-90.83,
36.750,-90.83,
36.767,-90.93,
36.784,-90.95,
36.801,-90.95,
36.817,-90.95,
36.834,-90.89,
36.851,-90.84,
36.867,-90.78,
36.884,-90.65,
36.901,-90.55,
36.918,-90.46,
36.934,-90.25,
36.951,-90.12,
36.968,-89.92,
36.984,-89.82,
37.001,-89.63,
37.018,-89.50,
37.035,-89.32,
37.051,-89.21,
37.068,-89.08,
37.085,-88.96,
37.101,-88.88,
37.118,-88.73,
37.135,-88.68,
37.152,-88.63,
37.168,-88.62,
37.185,-88.57,
37.202,-88.58,
37.218,-88.60,
37.235,-88.61,
37.252,-88.63,
37.269,-88.68,
37.285,-88.74,
37.302,-88.86,
37.319,-89.01,
37.335,-89.07,
37.352,-89.26,
37.369,-89.38,
37.386,-89.45,
37.402,-89.65,
37.419,-89.79,
37.436,-89.90,
37.452,-90.05,
37.469,-90.17,
37.486,-90.39,
37.503,-90.45,
37.519,-90.52,
37.536,-90.66,
37.553,-90.72,
37.569,-90.77,
37.586,-90.80,
37.603,-90.79,
37.619,-90.78,
37.636,-90.76,
37.653,-90.75,
37.670,-90.69,
37.686,-90.63,
37.703,-90.59,
37.720,-90.50,
37.736,-90.41,
37.753,-90.32,
37.770,-90.16,
37.787,-90.01,
37.803,-89.85,
37.820,-89.76,
37.837,-89.55,
37.853,-89.44,
37.870,-89.29,
37.887,-89.22,
37.904,-89.08,
37.920,-88.96,
37.937,-88.85,
37.954,-88.79,
37.970,-88.68,
37.987,-88.63,
38.004,-88.59,
38.021,-88.59,
38.037,-88.57,
38.054,-88.59,
38.071,-88.62,
38.087,-88.64,
38.104,-88.69,
38.121,-88.74,
38.138,-88.80,
38.154,-88.90,
38.171,-89.04,
38.188,-89.18,
38.204,-89.30,
38.221,-89.49,
38.238,-89.59,
38.255,-89.74,
38.271,-89.89,
38.288,-90.04,
38.305,-90.17,
38.321,-90.30,
38.338,-90.42,
38.355,-90.49,
38.372,-90.60,
38.388,-90.64,
38.405,-90.72,
38.422,-90.73,
38.438,-90.76,
38.455,-90.77,
38.472,-90.75,
38.489,-90.73,
38.505,-90.68,
38.522,-90.66,
38.539,-90.60,
38.555,-90.53,
38.572,-90.44,
38.589,-90.31,
38.606,-90.20,
38.622,-90.09,
38.639,-89.91,
38.656,-89.77,
38.672,-89.67,
38.689,-89.50,
38.706,-89.35,
38.723,-89.23,
38.739,-89.10,
38.756,-88.96,
38.773,-88.88,
38.789,-88.81,
38.806,-88.69,
38.823,-88.63,
38.839,-88.59,
38.856,-88.61,
38.873,-88.58,
38.890,-88.58,
38.906,-88.62,
38.923,-88.63,
38.940,-88.68,
38.956,-88.72,
38.973,-88.79,
38.990,-88.88,
39.007,-89.01,
39.023,-89.13,
39.040,-89.24,
39.057,-89.39,
39.073,-89.57,
39.090,-89.68,
39.107,-89.79,
39.124,-89.96,
39.140,-90.03,
39.157,-90.19,
39.174,-90.34,
39.190,-90.42,
39.207,-90.51,
39.224,-90.62,
39.241,-90.69,
39.257,-90.72,
39.274,-90.74,
39.291,-90.75,
39.307,-90.75,
39.324,-90.72,
39.341,-90.69,
39.358,-90.65,
39.374,-90.59,
39.391,-90.51,
39.408,-90.45,
39.424,-90.33,
39.441,-90.19,
39.458,-90.13,
39.475,-89.94,
39.491,-89.82,
39.508,-89.65,
39.525,-89.53,
39.541,-89.42,
39.558,-89.30,
39.575,-89.19,
39.592,-89.07,
39.608,-88.97,
39.625,-88.90,
39.642,-88.82,
39.658,-88.73,
39.675,-88.67,
39.692,-88.61,
39.709,-88.61,
39.725,-88.63,
39.742,-88.64,
39.759,-88.68,
39.775,-88.66,
39.792,-88.71,
39.809,-88.80,
39.826,-88.88,
39.842,-89.01,
39.859,-89.10,
39.876,-89.25,
39.892,-89.37,
39.909,-89.48,
39.926,-89.63,
39.943,-89.74,
39.959,-89.89,
39.976,-90.04,
39.993,-90.15,
40.009,-90.20,
40.026,-90.37,
40.043,-90.43,
40.059,-90.47,
40.076,-90.52,
40.093,-90.59,
40.110,-90.65,
40.126,-90.68,
40.143,-90.68,
40.160,-90.67,
40.176,-90.65,
40.193,-90.60,
40.210,-90.59,
40.227,-90.54,
40.243,-90.47,
40.260,-90.32,
40.277,-90.23,
40.293,-90.13,
40.310,-89.96,
40.327,-89.86,
40.344,-89.72,
40.360,-89.56,
40.377,-89.48,
40.394,-89.36,
40.410,-89.21,
40.427,-89.07,
40.444,-89.00,
40.461,-88.88,
40.477,-88.84,
40.494,-88.84,
40.511,-88.78,
40.527,-88.69,
40.544,-88.68,
40.561,-88.67,
40.578,-88.67,
40.594,-88.70,
40.611,-88.71,
40.628,-88.75,
40.644,-88.80,
40.661,-88.88,
40.678,-89.01,
40.695,-89.11,
40.711,-89.22,
40.728,-89.35,
40.745,-89.44,
40.761,-89.60,
40.778,-89.76,
40.795,-89.86,
40.812,-90.01,
40.828,-90.10,
40.845,-90.20,
40.862,-90.35,
40.878,-90.42,
40.895,-90.48,
40.912,-90.53,
40.929,-90.58,
40.945,-90.66,
40.962,-90.66,
40.979,-90.68,
40.995,-90.65,
41.012,-90.68,
41.029,-90.62,
41.046,-90.60,
41.062,-90.56,
41.079,-90.50,
41.096,-90.35,
41.112,-90.22,
41.129,-90.12,
41.146,-90.02,
41.163,-89.87,
41.179,-89.77,
41.196,-89.62,
41.213,-89.50,
41.229,-89.39,
41.246,-89.27,
41.263,-89.19,
41.279,-89.12,
41.296,-88.99,
41.313,-88.92,
41.330,-88.84,
41.346,-88.84,
41.363,-88.82,
41.380,-88.75,
41.396,-88.73,
41.413,-88.70,
41.430,-88.71,
41.447,-88.72,
41.463,-88.76,
41.480,-88.83,
41.497,-88.89,
41.513,-88.97,
41.530,-89.10,
41.547,-89.20,
41.564,-89.32,
41.580,-89.46,
41.597,-89.57,
41.614,-89.69,
41.630,-89.83,
41.647,-89.96,
41.664,-90.10,
41.681,-90.20,
41.697,-90.36,
41.714,-90.39,
41.731,-90.45,
41.747,-90.50,
41.764,-90.58,
41.781,-90.64,
41.798,-90.66,
41.814,-90.67,
41.831,-90.68,
41.848,-90.67,
41.864,-90.61,
41.881,-90.61,
41.898,-90.56,
41.915,-90.49,
41.931,-90.36,
41.948,-90.25,
41.965,-90.16,
41.981,-90.01,
41.998,-89.90,
