,mass A,
23.359,-89.53,
23.375,-90.35,
23.392,-91.07,
23.409,-91.83,
23.426,-92.54,
23.442,-93.24,
23.459,-93.93,
23.476,-94.55,
23.492,-95.12,
23.509,-95.56,
23.526,-96.02,
23.543,-96.38,
23.559,-96.65,
23.576,-96.84,
23.593,-96.97,
23.609,-97.00,
23.626,-97.04,
23.643,-96.99,
23.660,-96.78,
23.676,-96.57,
23.693,-96.27,
23.710,-95.92,
23.726,-95.42,
23.743,-94.88,
23.760,-94.32,
23.777,-93.70,
23.793,-93.07,
23.810,-92.38,
23.827,-91.66,
23.843,-90.93,
23.860,-90.19,
23.877,-89.44,
23.893,-88.67,
23.910,-87.94,
23.927,-87.19,
23.944,-86.46,
23.960,-85.82,
23.977,-85.19,
23.994,-84.59,
24.010,-84.07,
24.027,-83.63,
24.044,-83.21,
24.061,-82.88,
24.077,-82.60,
24.094,-82.45,
24.111,-82.37,
24.127,-82.38,
24.144,-82.41,
24.161,-82.60,
24.178,-82.85,
24.194,-83.21,
24.211,-83.57,
24.228,-84.10,
24.244,-84.64,
24.261,-85.25,
24.278,-85.85,
24.294,-86.60,
24.311,-87.33,
24.328,-88.10,
24.345,-88.89,
24.361,-89.64,
24.378,-90.44,
24.395,-91.16,
24.411,-91.92,
24.428,-92.63,
24.445,-93.27,
24.462,-93.93,
24.478,-94.53,
24.495,-95.05,
24.512,-95.51,
24.528,-95.91,
24.545,-96.24,
24.562,-96.57,
24.579,-96.75,
24.595,-96.85,
24.612,-96.91,
24.629,-96.87,
24.645,-96.82,
24.662,-96.63,
24.679,-96.36,
24.695,-96.06,
24.712,-95.69,
24.729,-95.23,
24.746,-94.76,
24.762,-94.25,
24.779,-93.66,
24.796,-93.01,
24.812,-92.32,
24.829,-91.64,
24.846,-90.97,
24.863,-90.17,
24.879,-89.46,
24.896,-88.75,
24.913,-88.00,
24.929,-87.29,
24.946,-86.57,
24.963,-85.89,
24.980,-85.31,
24.996,-84.75,
25.013,-84.24,
25.030,-83.77,
25.046,-83.36,
25.063,-83.07,
25.080,-82.84,
25.096,-82.71,
25.113,-82.63,
25.130,-82.60,
25.147,-82.66,
25.163,-82.84,
25.180,-83.09,
25.197,-83.41,
25.213,-83.83,
25.230,-84.33,
25.247,-84.86,
25.264,-85.46,
25.280,-86.07,
25.297,-86.73,
25.314,-87.45,
25.330,-88.16,
25.347,-88.91,
25.364,-89.63,
25.381,-90.39,
25.397,-91.15,
25.414,-91.87,
25.431,-92.54,
25.447,-93.18,
25.464,-93.75,
25.481,-94.37,
25.498,-94.84,
25.514,-95.25,
25.531,-95.66,
25.548,-95.99,
25.564,-96.27,
25.581,-96.46,
25.598,-96.53,
25.614,-96.61,
25.631,-96.60,
25.648,-96.52,
25.665,-96.34,
25.681,-96.13,
25.698,-95.80,
25.715,-95.44,
25.731,-94.99,
25.748,-94.57,
25.765,-94.03,
25.782,-93.45,
25.798,-92.87,
25.815,-92.20,
25.832,-91.55,
25.848,-90.80,
25.865,-90.11,
25.882,-89.38,
25.899,-88.68,
25.915,-87.99,
25.932,-87.31,
25.949,-86.63,
25.965,-86.01,
25.982,-85.39,
25.999,-84.85,
26.015,-84.38,
26.032,-83.95,
26.049,-83.57,
26.066,-83.30,
26.082,-83.10,
26.099,-82.99,
26.116,-82.93,
26.132,-82.90,
26.149,-82.95,
26.166,-83.13,
26.183,-83.39,
26.199,-83.72,
26.216,-84.08,
26.233,-84.53,
26.249,-85.06,
26.266,-85.62,
26.283,-86.27,
26.300,-86.90,
26.316,-87.56,
26.333,-88.21,
26.350,-88.91,
26.366,-89.68,
26.383,-90.37,
26.400,-91.04,
26.416,-91.75,
26.433,-92.40,
26.450,-92.99,
26.467,-93.60,
26.483,-94.10,
26.500,-94.58,
26.517,-95.02,
26.533,-95.38,
26.550,-95.69,
26.567,-95.92,
26.584,-96.09,
26.600,-96.18,
26.617,-96.22,
26.634,-96.24,
26.650,-96.19,
26.667,-96.01,
26.684,-95.80,
26.701,-95.52,
26.717,-95.15,
26.734,-94.72,
26.751,-94.29,
26.767,-93.81,
26.784,-93.23,
26.801,-92.66,
26.817,-92.04,
26.834,-91.42,
26.851,-90.77,
26.868,-90.05,
26.884,-89.35,
26.901,-88.61,
26.918,-88.00,
26.934,-87.32,
26.951,-86.66,
26.968,-86.07,
26.985,-85.48,
27.001,-84.97,
27.018,-84.50,
27.035,-84.07,
27.051,-83.75,
27.068,-83.41,
27.085,-83.28,
27.102,-83.16,
27.118,-83.11,
27.135,-83.11,
27.152,-83.17,
27.168,-83.37,
27.185,-83.64,
27.202,-83.97,
27.218,-84.32,
27.235,-84.80,
27.252,-85.34,
27.269,-85.86,
27.285,-86.49,
27.302,-87.08,
27.319,-87.70,
27.335,-88.39,
27.352,-89.09,
27.369,-89.72,
27.386,-90.44,
27.402,-91.12,
27.419,-91.73,
27.436,-92.38,
27.452,-92.96,
27.469,-93.55,
27.486,-94.02,
27.503,-94.50,
27.519,-94.90,
27.536,-95.26,
27.553,-95.56,
27.569,-95.78,
27.586,-95.95,
27.603,-96.02,
27.620,-96.09,
27.636,-96.07,
27.653,-96.03,
27.670,-95.85,
27.686,-95.60,
27.703,-95.31,
27.720,-94.97,
27.736,-94.56,
27.753,-94.11,
27.770,-93.62,
27.787,-93.07,
27.803,-92.50,
27.820,-91.89,
27.837,-91.23,
27.853,-90.57,
27.870,-89.91,
27.887,-89.28,
27.904,-88.58,
27.920,-87.93,
27.937,-87.31,
27.954,-86.68,
27.970,-86.10,
27.987,-85.59,
28.004,-85.10,
28.021,-84.66,
28.037,-84.26,
28.054,-83.92,
28.071,-83.67,
28.087,-83.49,
28.104,-83.38,
28.121,-83.35,
28.137,-83.37,
28.154,-83.44,
28.171,-83.63,
28.188,-83.88,
28.204,-84.19,
28.221,-84.58,
28.238,-85.01,
28.254,-85.46,
28.271,-85.98,
28.288,-86.60,
28.305,-87.20,
28.321,-87.84,
28.338,-88.44,
28.355,-89.12,
28.371,-89.82,
28.388,-90.45,
28.405,-91.11,
28.422,-91.73,
28.438,-92.32,
28.455,-92.89,
28.472,-93.43,
28.488,-93.93,
28.505,-94.37,
28.522,-94.75,
28.538,-95.11,
28.555,-95.35,
28.572,-95.60,
28.589,-95.71,
28.605,-95.76,
28.622,-95.82,
28.639,-95.82,
28.655,-95.73,
28.672,-95.58,
28.689,-95.37,
28.706,-95.07,
28.722,-94.69,
28.739,-94.34,
28.756,-93.91,
28.772,-93.37,
28.789,-92.88,
28.806,-92.30,
28.823,-91.71,
28.839,-91.07,
28.856,-90.45,
28.873,-89.80,
28.889,-89.16,
28.906,-88.55,
28.923,-87.89,
28.939,-87.27,
28.956,-86.71,
28.973,-86.14,
28.990,-85.65,
29.006,-85.18,
29.023,-84.76,
29.040,-84.37,
29.056,-84.07,
29.073,-83.84,
29.090,-83.72,
29.107,-83.63,
29.123,-83.58,
29.140,-83.59,
29.157,-83.70,
29.173,-83.91,
29.190,-84.14,
29.207,-84.45,
29.224,-84.82,
29.240,-85.26,
29.257,-85.71,
29.274,-86.24,
29.290,-86.79,
29.307,-87.38,
29.324,-87.98,
29.341,-88.61,
29.357,-89.27,
29.374,-89.90,
29.391,-90.54,
29.407,-91.16,
29.424,-92.35,
29.441,-92.90,
29.457,-93.38,
29.474,-93.85,
29.491,-94.23,
29.508,-94.63,
29.524,-94.94,
29.541,-95.21,
29.558,-95.41,
29.574,-95.52,
29.591,-95.62,
29.608,-95.66,
29.625,-95.60,
29.641,-95.52,
29.658,-95.35,
29.675,-95.09,
29.691,-94.82,
29.708,-94.47,
29.725,-94.11,
29.742,-93.66,
29.758,-93.20,
29.775,-92.70,
29.792,-92.15,
29.808,-91.53,
29.825,-90.96,
29.842,-90.34,
29.858,-89.73,
29.875,-89.14,
29.892,-88.51,
29.909,-87.90,
29.925,-87.32,
29.942,-86.75,
29.959,-86.21,
29.975,-85.70,
29.992,-85.24,
30.009,-84.83,
30.026,-84.53,
30.042,-84.25,
30.059,-83.99,
30.076,-83.83,
30.092,-83.80,
30.109,-83.79,
30.126,-83.82,
30.143,-83.92,
30.159,-84.15,
30.176,-84.39,
30.193,-84.68,
30.209,-85.07,
30.226,-85.51,
30.243,-85.95,
30.259,-86.44,
30.276,-86.99,
30.293,-87.57,
30.310,-88.14,
30.326,-88.74,
30.343,-89.36,
30.360,-89.97,
30.376,-90.60,
30.393,-91.17,
30.410,-91.77,
30.427,-92.33,
30.443,-92.83,
30.460,-93.32,
30.477,-93.74,
30.493,-94.17,
30.510,-94.46,
30.527,-94.83,
30.544,-95.04,
30.560,-95.23,
30.577,-95.37,
30.594,-95.41,
30.610,-95.45,
30.627,-95.44,
30.644,-95.35,
30.660,-95.17,
30.677,-94.86,
30.694,-94.60,
30.711,-94.27,
30.727,-93.90,
30.744,-93.47,
30.761,-92.99,
30.777,-92.51,
30.794,-91.97,
30.811,-91.43,
30.828,-90.90,
30.844,-90.30,
30.861,-89.71,
30.878,-89.05,
30.894,-88.49,
30.911,-87.91,
30.928,-87.37,
30.945,-86.81,
30.961,-86.28,
30.978,-85.78,
30.995,-85.36,
31.011,-85.02,
31.028,-84.66,
31.045,-84.41,
31.062,-84.22,
31.078,-84.07,
31.095,-84.04,
31.112,-84.04,
31.128,-84.08,
31.145,-84.20,
31.162,-84.41,
31.178,-84.65,
31.195,-84.94,
31.212,-85.32,
31.229,-85.73,
31.245,-86.16,
31.262,-86.68,
31.279,-87.20,
31.295,-87.73,
31.312,-88.29,
31.329,-88.87,
31.346,-89.48,
31.362,-90.07,
31.379,-90.63,
31.396,-91.17,
31.412,-91.78,
31.429,-92.27,
31.446,-92.76,
31.463,-93.28,
31.479,-93.68,
31.496,-94.10,
31.513,-94.39,
31.529,-94.70,
31.546,-94.91,
31.563,-95.04,
31.579,-95.18,
31.596,-95.20,
31.613,-95.24,
31.630,-95.21,
31.646,-95.16,
31.663,-94.93,
31.680,-94.71,
31.696,-94.40,
31.713,-94.07,
31.730,-93.69,
31.747,-93.30,
31.763,-92.82,
31.780,-92.34,
31.797,-91.81,
31.813,-91.24,
31.830,-90.69,
31.847,-90.12,
31.864,-89.53,
31.880,-88.94,
31.897,-88.40,
31.914,-87.86,
31.930,-87.33,
31.947,-86.82,
31.964,-86.31,
31.980,-85.83,
31.997,-85.46,
32.014,-85.10,
32.031,-84.81,
32.047,-84.58,
32.064,-84.44,
32.081,-84.33,
32.097,-84.28,
32.114,-84.31,
32.131,-84.33,
32.148,-84.47,
32.164,-84.66,
32.181,-84.91,
32.198,-85.18,
32.214,-85.56,
32.231,-85.95,
32.248,-86.40,
32.265,-86.92,
32.281,-87.39,
32.298,-87.93,
32.315,-88.50,
32.331,-89.05,
32.348,-89.61,
32.365,-90.16,
32.381,-90.73,
32.398,-91.26,
32.415,-91.83,
32.432,-92.30,
32.448,-92.76,
32.465,-93.23,
32.482,-93.62,
32.498,-94.00,
32.515,-94.31,
32.532,-94.58,
32.549,-94.75,
32.565,-94.92,
32.582,-95.00,
32.599,-95.06,
32.615,-95.06,
32.632,-95.04,
32.649,-94.93,
32.666,-94.70,
32.682,-94.47,
32.699,-94.23,
32.716,-93.91,
32.732,-93.54,
32.749,-93.08,
32.766,-92.65,
32.783,-92.19,
32.799,-91.66,
32.816,-91.13,
32.833,-90.58,
32.849,-90.02,
32.866,-89.45,
32.883,-88.93,
32.899,-88.37,
32.916,-87.87,
32.933,-87.36,
32.950,-86.90,
32.966,-86.45,
32.983,-86.01,
33.000,-85.62,
33.016,-85.29,
33.033,-84.96,
33.050,-84.75,
33.067,-84.58,
33.083,-84.49,
33.100,-84.45,
33.117,-84.43,
33.133,-84.47,
33.150,-84.58,
33.167,-84.83,
33.184,-85.09,
33.200,-85.38,
33.217,-85.75,
33.234,-86.09,
33.250,-86.59,
33.267,-87.10,
33.284,-87.58,
33.300,-88.06,
33.317,-88.59,
33.334,-89.12,
33.351,-89.69,
33.367,-90.19,
33.384,-90.77,
33.401,-91.30,
33.417,-91.81,
33.434,-92.29,
33.451,-92.73,
33.468,-93.14,
33.484,-93.53,
33.501,-93.85,
33.518,-94.17,
33.534,-94.41,
33.551,-94.54,
33.568,-94.67,
33.585,-94.74,
33.601,-94.81,
33.618,-94.81,
33.635,-94.77,
33.651,-94.66,
33.668,-94.43,
33.685,-94.24,
33.701,-93.98,
33.718,-93.67,
33.735,-93.26,
33.752,-92.89,
33.768,-92.41,
33.785,-91.96,
33.802,-91.49,
33.818,-90.97,
33.835,-90.43,
33.852,-89.93,
33.869,-89.41,
33.885,-88.87,
33.902,-88.38,
33.919,-87.92,
33.935,-87.41,
33.952,-86.93,
33.969,-86.50,
33.986,-86.11,
34.002,-85.75,
34.019,-85.43,
34.036,-85.17,
34.052,-84.95,
34.069,-84.82,
34.086,-84.76,
34.102,-84.68,
34.119,-84.68,
34.136,-84.73,
34.153,-84.85,
34.169,-85.05,
34.186,-85.34,
34.203,-85.65,
34.219,-85.98,
34.236,-86.36,
34.253,-86.84,
34.270,-87.28,
34.286,-87.74,
34.303,-88.23,
34.320,-88.75,
34.336,-89.27,
34.353,-89.81,
34.370,-90.31,
34.387,-90.82,
34.403,-91.32,
34.420,-91.80,
34.437,-92.27,
34.453,-92.69,
34.470,-93.11,
34.487,-93.45,
34.504,-93.81,
34.520,-94.07,
34.537,-94.28,
34.554,-94.51,
34.570,-94.61,
34.587,-94.67,
34.604,-94.65,
34.620,-94.63,
34.637,-94.58,
34.654,-94.42,
34.671,-94.24,
34.687,-93.99,
34.704,-93.72,
34.721,-93.42,
34.737,-93.07,
34.754,-92.67,
34.771,-92.26,
34.788,-91.82,
34.804,-91.32,
34.821,-90.80,
34.838,-90.30,
34.854,-89.79,
34.871,-89.24,
34.888,-88.75,
34.905,-88.23,
34.921,-87.76,
34.938,-87.26,
34.955,-86.82,
34.971,-86.36,
34.988,-86.01,
35.005,-85.70,
35.021,-85.41,
35.038,-85.17,
35.055,-85.01,
35.072,-84.84,
35.088,-84.79,
35.105,-84.73,
35.122,-84.75,
35.138,-84.80,
35.155,-84.97,
35.172,-85.20,
35.189,-85.42,
35.205,-85.73,
35.222,-86.04,
35.239,-86.44,
35.255,-86.89,
35.272,-87.32,
35.289,-87.78,
35.306,-88.28,
35.322,-88.76,
35.339,-89.27,
35.356,-89.77,
35.372,-90.27,
35.389,-90.79,
35.406,-91.27,
35.422,-91.77,
35.439,-92.19,
35.456,-92.62,
35.473,-92.94,
35.489,-93.35,
35.506,-93.63,
35.523,-93.87,
35.539,-94.09,
35.556,-94.23,
35.573,-94.34,
35.590,-94.40,
35.606,-94.41,
35.623,-94.38,
35.640,-94.30,
35.656,-94.16,
35.673,-93.91,
35.690,-93.70,
35.707,-93.44,
35.723,-93.12,
35.740,-92.74,
35.757,-92.36,
35.773,-91.95,
35.790,-91.50,
35.807,-91.04,
35.823,-90.54,
35.840,-90.06,
35.857,-89.56,
35.874,-89.05,
35.890,-88.54,
35.907,-88.07,
35.924,-87.57,
35.940,-87.11,
35.957,-86.73,
35.974,-86.35,
35.991,-86.04,
36.007,-85.71,
36.024,-85.45,
36.041,-85.24,
36.057,-85.06,
36.074,-85.01,
36.091,-84.93,
36.108,-84.92,
36.124,-84.93,
36.141,-84.99,
36.158,-85.18,
36.174,-85.40,
36.191,-85.67,
36.208,-85.96,
36.224,-86.30,
36.241,-86.67,
36.258,-87.10,
36.275,-87.53,
36.291,-87.96,
36.308,-88.45,
36.325,-88.94,
36.341,-89.46,
36.358,-89.97,
36.375,-90.45,
36.392,-90.94,
36.408,-91.43,
36.425,-91.89,
36.442,-92.27,
36.458,-92.68,
36.475,-93.01,
36.492,-93.37,
36.509,-93.62,
36.525,-93.85,
36.542,-94.01,
36.559,-94.17,
36.575,-94.25,
36.592,-94.29,
36.609,-94.29,
36.626,-94.28,
36.642,-94.22,
36.659,-94.05,
36.676,-93.85,
36.692,-93.60,
36.709,-93.29,
36.726,-93.00,
36.742,-92.63,
36.759,-92.20,
36.776,-91.80,
36.793,-91.39,
36.809,-90.93,
36.826,-90.49,
36.843,-90.03,
36.859,-89.53,
36.876,-89.05,
36.893,-88.55,
36.910,-88.08,
36.926,-87.64,
36.943,-87.22,
36.960,-86.81,
36.976,-86.47,
36.993,-85.85,
37.010,-85.87,
37.027,-85.63,
37.043,-85.45,
37.060,-85.33,
37.077,-85.24,
37.093,-85.18,
37.110,-85.19,
37.127,-85.23,
37.143,-85.33,
37.160,-85.50,
37.177,-85.69,
37.194,-85.94,
37.210,-86.26,
37.227,-86.57,
37.244,-86.96,
37.260,-87.35,
37.277,-87.81,
37.294,-88.22,
37.311,-88.67,
37.327,-89.15,
37.344,-89.68,
37.361,-90.12,
37.377,-90.57,
37.394,-91.03,
37.411,-91.49,
37.428,-91.90,
37.444,-92.32,
37.461,-92.64,
37.478,-92.95,
37.494,-93.24,
37.511,-93.52,
37.528,-93.77,
37.544,-93.95,
37.561,-94.10,
37.578,-94.14,
37.595,-94.16,
37.611,-94.11,
37.628,-94.09,
37.645,-93.99,
37.661,-93.81,
37.678,-93.58,
37.695,-93.31,
37.712,-93.08,
37.728,-92.75,
37.745,-92.40,
37.762,-91.97,
37.778,-91.57,
37.795,-91.15,
37.812,-90.76,
37.829,-90.29,
37.845,-89.82,
37.862,-89.34,
37.879,-88.85,
37.895,-88.38,
37.912,-87.98,
37.929,-87.54,
37.945,-87.15,
37.962,-86.79,
37.979,-86.44,
37.996,-86.15,
38.012,-85.88,
38.029,-85.67,
38.046,-85.54,
38.062,-85.41,
38.079,-85.30,
38.096,-85.26,
38.113,-85.28,
38.129,-85.29,
38.146,-85.36,
38.163,-85.60,
38.179,-85.84,
38.196,-86.14,
38.213,-86.44,
38.230,-86.77,
38.246,-87.16,
38.263,-87.55,
38.280,-87.97,
38.296,-88.40,
38.313,-88.82,
38.330,-89.30,
38.347,-89.76,
38.363,-90.20,
38.380,-90.69,
38.397,-91.13,
38.413,-91.55,
38.430,-91.92,
38.447,-92.32,
38.463,-92.65,
38.480,-92.93,
38.497,-93.26,
38.514,-93.48,
38.530,-93.68,
38.547,-93.86,
38.564,-93.93,
38.580,-94.00,
38.597,-94.04,
38.614,-94.03,
38.631,-93.97,
38.647,-93.86,
38.664,-93.67,
38.681,-93.48,
38.697,-93.23,
38.714,-92.97,
38.731,-92.67,
38.748,-92.32,
38.764,-91.94,
38.781,-91.55,
38.798,-91.13,
38.814,-90.64,
38.831,-90.23,
38.848,-89.79,
38.864,-89.35,
38.881,-88.89,
38.898,-88.45,
38.915,-88.06,
38.931,-87.61,
38.948,-87.24,
38.965,-86.89,
38.981,-86.58,
38.998,-86.33,
39.015,-86.12,
39.032,-85.93,
39.048,-85.77,
39.065,-85.66,
39.082,-85.60,
39.098,-85.58,
39.115,-85.62,
39.132,-85.67,
39.149,-85.84,
39.165,-86.04,
39.182,-86.23,
39.199,-86.47,
39.215,-86.77,
39.232,-87.09,
39.249,-87.47,
39.265,-87.83,
39.282,-88.22,
39.299,-88.68,
39.316,-89.14,
39.332,-89.57,
39.349,-89.99,
39.366,-90.44,
39.382,-90.89,
39.399,-91.29,
39.416,-91.72,
39.433,-92.08,
39.449,-92.40,
39.466,-92.68,
39.483,-93.02,
39.499,-93.30,
39.516,-93.48,
39.533,-93.67,
39.550,-93.81,
39.566,-93.88,
39.583,-93.91,
39.600,-93.90,
39.616,-93.83,
39.633,-93.78,
39.650,-93.64,
39.666,-93.44,
39.683,-93.24,
39.700,-93.01,
39.717,-92.71,
39.733,-92.44,
39.750,-92.08,
39.767,-91.71,
39.783,-91.33,
39.800,-90.89,
39.817,-90.49,
39.834,-90.05,
39.850,-89.62,
39.867,-89.18,
39.884,-88.75,
39.900,-88.34,
39.917,-87.93,
39.934,-87.51,
39.951,-87.16,
39.967,-86.86,
39.984,-86.56,
40.001,-86.32,
40.017,-86.11,
40.034,-85.95,
40.051,-85.86,
40.068,-85.74,
40.084,-85.71,
40.101,-85.68,
40.118,-85.70,
40.134,-85.77,
40.151,-85.94,
40.168,-86.12,
40.184,-86.35,
40.201,-86.67,
40.218,-87.00,
40.235,-87.28,
40.251,-87.62,
40.268,-88.01,
40.285,-88.40,
40.301,-88.80,
40.318,-89.24,
40.335,-89.64,
40.352,-90.10,
40.368,-90.54,
40.385,-90.91,
40.402,-91.34,
40.418,-91.67,
40.435,-92.05,
40.452,-92.38,
40.469,-92.66,
40.485,-92.96,
40.502,-93.17,
40.519,-93.41,
40.535,-93.54,
40.552,-93.63,
40.569,-93.67,
40.585,-93.75,
40.602,-93.76,
40.619,-93.71,
40.636,-93.66,
40.652,-93.46,
40.669,-93.30,
40.686,-93.11,
40.702,-92.79,
40.719,-92.53,
40.736,-92.22,
40.753,-91.86,
40.769,-91.49,
40.786,-91.11,
40.803,-90.71,
40.819,-90.30,
40.836,-89.90,
40.853,-89.47,
40.870,-89.06,
40.886,-88.63,
40.903,-88.30,
40.920,-87.85,
40.936,-87.52,
40.953,-87.19,
40.970,-86.89,
40.986,-86.63,
41.003,-86.42,
41.020,-86.23,
41.037,-86.03,
41.053,-85.94,
41.070,-85.85,
41.087,-85.85,
41.103,-85.88,
41.120,-85.92,
41.137,-85.97,
41.154,-86.19,
41.170,-86.38,
41.187,-86.61,
41.204,-86.89,
41.220,-87.19,
41.237,-87.51,
41.254,-87.86,
41.271,-88.24,
41.287,-88.62,
41.304,-89.46,
41.321,-89.87,
41.337,-90.25,
41.354,-90.67,
41.371,-91.07,
41.387,-91.43,
41.404,-91.81,
41.421,-92.12,
41.438,-92.42,
41.454,-92.72,
41.471,-92.98,
41.488,-93.19,
41.504,-93.35,
41.521,-93.51,
41.538,-93.59,
41.555,-93.63,
41.571,-93.62,
41.588,-93.59,
41.605,-93.55,
41.621,-93.55,
41.638,-93.40,
41.655,-93.26,
41.672,-93.05,
41.688,-92.84,
41.705,-92.57,
41.722,-92.29,
41.738,-91.97,
41.755,-91.67,
41.772,-91.31,
41.789,-90.94,
41.805,-90.56,
41.822,-90.14,
41.839,-89.75,
41.855,-89.35,
41.872,-88.94,
41.889,-88.55,
41.905,-88.16,
41.922,-87.84,
41.939,-87.44,
41.956,-87.15,
41.972,-86.61,
41.989,-86.41,
42.006,-86.25,
42.022,-86.11,
42.039,-86.05,
42.056,-85.98,
42.073,-85.96,
42.089,-85.95,
42.106,-86.01,
42.123,-86.12,
42.139,-86.31,
42.156,-86.47,
42.173,-86.73,
42.190,-86.97,
42.206,-87.28,
42.223,-87.59,
42.240,-87.99,
42.256,-88.36,
42.273,-88.74,
42.290,-89.13,
42.306,-89.52,
42.323,-89.96,
42.340,-90.32,
42.357,-90.71,
42.373,-91.07,
42.390,-91.44,
42.407,-91.78,
42.423,-92.08,
42.440,-92.36,
42.457,-92.61,
42.474,-92.85,
42.490,-93.00,
42.507,-93.14,
42.524,-93.23,
42.540,-93.35,
42.557,-93.39,
42.574,-93.39,
42.591,-93.34,
42.607,-93.27,
42.624,-93.17,
42.641,-93.03,
42.657,-92.83,
42.674,-92.61,
42.691,-92.32,
42.707,-92.05,
42.724,-91.75,
42.741,-91.42,
42.758,-91.08,
42.774,-90.67,
42.791,-90.33,
42.808,-89.94,
42.824,-89.56,
42.841,-89.16,
42.858,-88.80,
42.875,-88.43,
42.891,-88.06,
42.908,-87.70,
42.925,-87.41,
42.941,-87.13,
42.958,-86.89,
42.975,-86.63,
42.992,-86.50,
43.008,-86.33,
43.025,-86.24,
43.042,-86.14,
43.058,-86.11,
43.075,-86.11,
43.092,-86.16,
43.108,-86.24,
43.125,-86.38,
43.142,-86.54,
43.159,-86.74,
43.175,-86.97,
43.192,-87.25,
43.209,-87.53,
43.225,-87.83,
43.242,-88.14,
43.259,-88.52,
43.276,-88.91,
43.292,-89.28,
43.309,-89.65,
43.326,-90.03,
43.342,-90.41,
43.359,-90.79,
43.376,-91.16,
43.393,-91.56,
43.409,-91.83,
43.426,-92.10,
43.443,-92.33,
43.459,-92.59,
43.476,-92.79,
43.493,-92.99,
43.509,-93.09,
43.526,-93.19,
43.543,-93.27,
43.560,-93.30,
43.576,-93.31,
43.593,-93.26,
43.610,-93.21,
43.626,-93.06,
43.643,-92.90,
43.660,-92.66,
43.677,-92.47,
43.693,-92.20,
43.710,-91.96,
43.727,-91.64,
43.743,-91.28,
43.760,-90.93,
43.777,-90.60,
43.794,-90.22,
43.810,-89.83,
43.827,-89.46,
43.844,-89.07,
43.860,-88.70,
43.877,-88.35,
43.894,-88.03,
43.911,-87.70,
43.927,-87.42,
43.944,-87.13,
43.961,-86.92,
43.977,-86.71,
43.994,-86.57,
44.011,-86.39,
44.027,-86.30,
44.044,-86.24,
44.061,-86.22,
44.078,-86.20,
44.094,-86.22,
44.111,-86.30,
44.128,-86.45,
44.144,-86.64,
44.161,-86.87,
44.178,-87.10,
44.195,-87.43,
44.211,-87.72,
44.228,-88.03,
44.245,-88.38,
44.261,-88.72,
44.278,-89.10,
44.295,-89.45,
44.312,-89.81,
44.328,-90.18,
44.345,-90.53,
44.362,-90.89,
44.378,-91.24,
44.395,-91.60,
44.412,-91.86,
44.428,-92.11,
44.445,-92.34,
44.462,-92.57,
44.479,-92.74,
44.495,-92.90,
44.512,-92.98,
44.529,-93.08,
44.545,-93.13,
44.562,-93.12,
44.579,-93.10,
44.596,-93.04,
44.612,-92.93,
44.629,-92.81,
44.646,-92.64,
44.662,-92.46,
44.679,-92.21,
44.696,-92.00,
44.713,-91.68,
44.729,-91.40,
44.746,-91.08,
44.763,-90.73,
44.779,-90.39,
44.796,-90.05,
44.813,-89.69,
44.829,-89.31,
44.846,-88.95,
44.863,-88.60,
44.880,-88.25,
44.896,-87.93,
44.913,-87.65,
44.930,-87.40,
44.946,-87.14,
44.963,-86.95,
44.980,-86.77,
44.997,-86.62,
45.013,-86.51,
45.030,-86.40,
45.047,-86.37,
45.063,-86.38,
45.080,-86.39,
45.097,-86.47,
45.114,-86.57,
45.130,-86.69,
45.147,-86.90,
45.164,-87.09,
45.180,-87.39,
45.197,-87.67,
45.214,-87.97,
45.230,-88.32,
45.247,-88.59,
45.264,-88.91,
45.281,-89.29,
45.297,-89.63,
45.314,-89.99,
45.331,-90.36,
45.347,-90.64,
45.364,-91.01,
45.381,-91.33,
45.398,-91.63,
45.414,-91.91,
45.431,-92.15,
45.448,-92.38,
45.464,-92.58,
45.481,-92.72,
45.498,-92.86,
45.515,-92.94,
45.531,-93.06,
45.548,-93.06,
45.565,-93.06,
45.581,-93.04,
45.598,-92.97,
45.615,-92.90,
45.632,-92.71,
45.648,-92.52,
45.665,-92.32,
45.682,-92.07,
45.698,-91.81,
45.715,-91.48,
45.732,-91.22,
45.748,-90.89,
45.765,-90.59,
45.782,-90.23,
45.799,-89.88,
45.815,-89.55,
45.832,-89.21,
45.849,-88.87,
45.865,-88.55,
45.882,-88.21,
45.899,-87.91,
45.916,-87.65,
45.932,-87.41,
45.949,-87.17,
45.966,-86.99,
45.982,-86.83,
45.999,-86.72,
46.016,-86.61,
46.033,-86.57,
46.049,-86.51,
46.066,-86.49,
46.083,-86.52,
46.099,-86.55,
46.116,-86.68,
46.133,-86.86,
46.149,-87.09,
46.166,-87.31,
46.183,-87.56,
46.200,-87.80,
46.216,-88.12,
46.233,-88.43,
46.250,-88.78,
46.266,-89.08,
46.283,-89.38,
46.300,-89.75,
46.317,-90.09,
46.333,-90.43,
46.350,-90.77,
46.367,-91.08,
46.383,-91.39,
46.400,-91.67,
46.417,-91.94,
46.434,-92.21,
46.450,-92.43,
46.467,-92.63,
46.484,-92.72,
46.500,-92.86,
46.517,-92.90,
46.534,-92.92,
46.550,-92.97,
46.567,-92.98,
46.584,-92.96,
46.601,-92.90,
46.617,-92.73,
46.634,-92.57,
46.651,-92.37,
46.667,-92.15,
46.684,-91.91,
46.701,-91.63,
46.718,-91.37,
