,mass A,
2.439,-104.1,
2.456,-104.9,
2.473,-105.5,
2.490,-105.9,
2.506,-106.1,
2.523,-106.2,
2.540,-106.1,
2.556,-105.8,
2.573,-105.3,
2.590,-104.6,
2.607,-103.8,
2.623,-102.9,
2.640,-101.9,
2.657,-100.7,
2.673,-99.46,
2.690,-98.12,
2.707,-96.70,
2.724,-95.21,
2.740,-93.71,
2.757,-92.22,
2.774,-90.61,
2.790,-89.07,
2.807,-87.47,
2.824,-85.94,
2.840,-84.48,
2.857,-83.04,
2.874,-81.70,
2.891,-80.37,
2.907,-79.20,
2.924,-78.08,
2.941,-77.06,
2.957,-76.18,
2.974,-75.44,
2.991,-74.79,
3.008,-74.34,
3.024,-74.07,
3.041,-73.97,
3.058,-74.02,
3.074,-74.23,
3.091,-74.65,
3.108,-75.22,
3.125,-75.96,
3.141,-76.87,
3.158,-77.98,
3.175,-79.22,
3.191,-80.59,
3.208,-82.04,
3.225,-83.64,
3.241,-85.29,
3.258,-86.96,
3.275,-88.74,
3.292,-90.46,
3.308,-92.17,
3.325,-93.90,
3.342,-95.51,
3.358,-97.07,
3.375,-98.56,
3.392,-99.93,
3.409,-101.2,
3.425,-102.2,
3.442,-103.2,
3.459,-104.0,
3.475,-104.6,
3.492,-105.0,
3.509,-105.2,
3.526,-105.2,
3.542,-105.2,
3.559,-105.0,
3.576,-104.5,
3.592,-104.0,
3.609,-103.3,
3.626,-102.5,
3.643,-101.6,
3.659,-100.5,
3.676,-99.40,
3.693,-98.19,
3.709,-96.85,
3.726,-95.53,
3.743,-94.15,
3.759,-92.67,
3.776,-91.22,
3.793,-89.77,
3.810,-88.27,
3.826,-86.80,
3.843,-85.33,
3.860,-83.90,
3.876,-82.53,
3.893,-81.26,
3.910,-80.03,
3.927,-78.92,
3.943,-77.90,
3.960,-76.94,
3.977,-76.12,
3.993,-75.45,
4.010,-74.86,
4.027,-74.51,
4.044,-74.33,
4.060,-74.29,
4.077,-74.40,
4.094,-74.74,
4.110,-75.27,
4.127,-75.99,
4.144,-76.84,
4.160,-77.87,
4.177,-79.06,
4.194,-80.40,
4.211,-81.79,
4.227,-83.33,
4.244,-84.96,
4.261,-86.50,
4.277,-88.17,
4.294,-89.86,
4.311,-91.50,
4.328,-93.16,
4.344,-94.80,
4.361,-96.26,
4.378,-97.75,
4.394,-99.08,
4.411,-100.3,
4.428,-101.4,
4.445,-102.3,
4.461,-103.0,
4.478,-103.6,
4.495,-104.1,
4.511,-104.4,
4.528,-104.5,
4.545,-104.5,
4.561,-104.3,
4.578,-104.0,
4.595,-103.5,
4.612,-102.9,
4.628,-102.2,
4.645,-101.4,
4.662,-100.5,
4.678,-99.47,
4.695,-98.36,
4.712,-97.20,
4.729,-95.91,
4.745,-94.63,
4.762,-93.24,
4.779,-91.87,
4.795,-90.40,
4.812,-89.06,
4.829,-87.60,
4.846,-86.17,
4.862,-84.79,
4.879,-83.43,
4.896,-82.11,
4.912,-80.85,
4.929,-79.70,
4.946,-78.64,
4.962,-77.70,
4.979,-76.15,
4.996,-75.54,
5.013,-75.14,
5.029,-74.85,
5.046,-74.78,
5.063,-74.84,
5.079,-75.10,
5.096,-75.60,
5.113,-76.20,
5.130,-76.98,
5.146,-77.93,
5.163,-79.06,
5.180,-80.30,
5.196,-81.63,
5.213,-83.05,
5.230,-84.60,
5.247,-86.19,
5.263,-87.79,
5.280,-89.38,
5.297,-90.99,
5.313,-92.64,
5.330,-94.12,
5.347,-95.57,
5.363,-96.99,
5.380,-98.27,
5.397,-99.47,
5.414,-100.5,
5.430,-101.4,
5.447,-102.2,
5.464,-102.9,
5.480,-103.3,
5.497,-103.6,
5.514,-103.7,
5.531,-103.8,
5.547,-103.7,
5.564,-103.5,
5.581,-103.1,
5.597,-102.6,
5.614,-101.9,
5.631,-101.2,
5.648,-100.4,
5.664,-99.48,
5.681,-98.43,
5.698,-97.36,
5.714,-96.23,
5.731,-95.02,
5.748,-93.81,
5.765,-92.44,
5.781,-91.17,
5.798,-89.81,
5.815,-88.39,
5.831,-87.03,
5.848,-85.61,
5.865,-84.31,
5.881,-83.03,
5.898,-81.83,
5.915,-80.61,
5.932,-79.52,
5.948,-78.52,
5.965,-77.61,
5.982,-76.88,
5.998,-76.25,
6.015,-75.78,
6.032,-75.44,
6.049,-75.30,
6.065,-75.31,
6.082,-75.50,
6.099,-75.90,
6.115,-76.45,
6.132,-77.20,
6.149,-78.07,
6.166,-79.09,
6.182,-80.26,
6.199,-81.53,
6.216,-82.94,
6.232,-84.41,
6.249,-85.88,
6.266,-87.44,
6.282,-89.03,
6.299,-90.60,
6.316,-92.07,
6.333,-93.54,
6.349,-95.01,
6.366,-96.34,
6.383,-97.62,
6.399,-98.76,
6.416,-99.77,
6.433,-100.6,
6.450,-101.4,
6.466,-102.1,
6.483,-102.5,
6.500,-102.9,
6.516,-103.1,
6.533,-103.1,
6.550,-103.1,
6.567,-102.9,
6.583,-102.5,
6.600,-102.1,
6.617,-101.6,
6.633,-101.0,
6.650,-100.3,
6.667,-99.42,
6.683,-98.52,
6.700,-97.47,
6.717,-96.38,
6.734,-95.25,
6.750,-94.13,
6.767,-92.82,
6.784,-91.53,
6.800,-90.21,
6.817,-88.92,
6.834,-87.58,
6.851,-86.21,
6.867,-84.87,
6.884,-83.61,
6.901,-82.37,
6.917,-81.20,
6.934,-80.12,
6.951,-79.07,
6.968,-78.18,
6.984,-77.36,
7.001,-76.75,
7.018,-76.23,
7.034,-75.88,
7.051,-75.69,
7.068,-75.66,
7.084,-75.79,
7.101,-76.15,
7.118,-76.67,
7.135,-77.33,
7.151,-78.16,
7.168,-79.14,
7.185,-80.24,
7.201,-81.45,
7.218,-82.72,
7.235,-84.15,
7.252,-85.56,
7.268,-87.04,
7.285,-88.56,
7.302,-90.06,
7.318,-91.54,
7.335,-92.99,
7.352,-94.34,
7.369,-95.62,
7.385,-96.84,
7.402,-98.00,
7.419,-99.04,
7.435,-99.95,
7.452,-100.7,
7.469,-101.3,
7.486,-101.8,
7.502,-102.2,
7.519,-102.4,
7.536,-102.6,
7.552,-102.6,
7.569,-102.4,
7.586,-102.2,
7.602,-101.8,
7.619,-101.4,
7.636,-100.8,
7.653,-100.1,
7.669,-99.41,
7.686,-98.55,
7.703,-97.66,
7.719,-96.64,
7.736,-95.56,
7.753,-94.44,
7.770,-93.29,
7.786,-92.07,
7.803,-90.77,
7.820,-89.49,
7.836,-88.18,
7.853,-86.86,
7.870,-85.58,
7.887,-84.33,
7.903,-83.12,
7.920,-81.93,
7.937,-80.83,
7.953,-79.81,
7.970,-78.86,
7.987,-78.06,
8.003,-77.36,
8.020,-76.86,
8.037,-76.48,
8.054,-76.22,
8.070,-76.16,
8.087,-76.28,
8.104,-76.56,
8.120,-77.04,
8.137,-77.61,
8.154,-78.42,
8.171,-79.34,
8.187,-80.32,
8.204,-81.48,
8.221,-82.72,
8.237,-84.04,
8.254,-85.45,
8.271,-86.83,
8.288,-88.26,
8.304,-89.71,
8.321,-91.11,
8.338,-92.49,
8.354,-93.82,
8.371,-95.09,
8.388,-96.32,
8.404,-97.38,
8.421,-98.43,
8.438,-99.27,
8.455,-100.0,
8.471,-100.6,
8.488,-101.2,
8.505,-101.6,
8.521,-101.9,
8.538,-102.1,
8.555,-102.1,
8.572,-102.0,
8.588,-101.8,
8.605,-101.5,
8.622,-101.1,
8.638,-100.6,
8.655,-100.0,
8.672,-99.34,
8.689,-98.58,
8.705,-97.76,
8.722,-96.82,
8.739,-95.82,
8.755,-94.74,
8.772,-93.62,
8.789,-92.42,
8.805,-91.23,
8.822,-89.99,
8.839,-88.69,
8.856,-87.45,
8.872,-86.16,
8.889,-84.95,
8.906,-83.69,
8.922,-82.56,
8.939,-81.50,
8.956,-80.46,
8.973,-79.57,
8.989,-78.74,
9.006,-78.04,
9.023,-77.47,
9.039,-77.08,
9.056,-76.86,
9.073,-76.78,
9.090,-76.81,
9.106,-77.03,
9.123,-77.41,
9.140,-77.98,
9.156,-78.65,
9.173,-79.51,
9.190,-80.48,
9.207,-81.56,
9.223,-82.70,
9.240,-83.96,
9.257,-85.20,
9.273,-86.60,
9.290,-87.94,
9.307,-89.32,
9.323,-90.65,
9.340,-92.00,
9.357,-93.28,
9.374,-94.51,
9.390,-95.71,
9.407,-96.77,
9.424,-97.76,
9.440,-98.67,
9.457,-99.42,
9.474,-100.1,
9.491,-100.6,
9.507,-101.1,
9.524,-101.4,
9.541,-101.6,
9.557,-101.7,
9.574,-101.7,
9.591,-101.6,
9.608,-101.3,
9.624,-100.9,
9.641,-100.5,
9.658,-99.94,
9.674,-99.31,
9.691,-98.58,
9.708,-97.78,
9.724,-96.93,
9.741,-95.96,
9.758,-94.98,
9.775,-93.89,
9.791,-92.75,
9.808,-91.58,
9.825,-90.40,
9.841,-89.15,
9.858,-87.90,
9.875,-86.67,
9.892,-85.49,
9.908,-84.27,
9.925,-83.05,
9.942,-82.04,
9.958,-81.02,
9.975,-80.08,
9.992,-79.30,
10.009,-78.58,
10.025,-78.00,
10.042,-77.57,
10.059,-77.25,
10.075,-77.14,
10.092,-77.17,
10.109,-77.35,
10.125,-77.72,
10.142,-78.24,
10.159,-78.84,
10.176,-79.59,
10.192,-80.50,
10.209,-81.53,
10.226,-82.63,
10.242,-83.81,
10.259,-85.06,
10.276,-86.36,
10.293,-87.70,
10.309,-89.02,
10.326,-90.30,
10.343,-91.57,
10.359,-92.78,
10.376,-93.99,
10.393,-95.14,
10.410,-96.19,
10.426,-97.12,
10.443,-98.01,
10.460,-98.80,
10.476,-99.51,
10.493,-100.0,
10.510,-100.5,
10.526,-100.8,
10.543,-101.0,
10.560,-101.1,
10.577,-101.2,
10.593,-101.1,
10.610,-100.9,
10.627,-100.7,
10.643,-100.3,
10.660,-99.76,
10.677,-99.17,
10.694,-98.48,
10.710,-97.72,
10.727,-96.86,
10.744,-95.95,
10.760,-94.98,
10.777,-93.96,
10.794,-92.86,
10.811,-91.76,
10.827,-90.53,
10.844,-89.34,
10.861,-88.14,
10.877,-86.93,
10.894,-85.73,
10.911,-84.57,
10.928,-83.48,
10.944,-82.41,
10.961,-81.39,
10.978,-80.53,
10.994,-79.71,
11.011,-79.05,
11.028,-78.48,
11.044,-78.03,
11.061,-77.73,
11.078,-77.61,
11.095,-77.63,
11.111,-77.77,
11.128,-78.12,
11.145,-78.57,
11.161,-79.12,
11.178,-79.87,
11.195,-80.70,
11.212,-81.67,
11.228,-82.66,
11.245,-83.81,
11.262,-84.95,
11.278,-86.19,
11.295,-87.45,
11.312,-88.67,
11.329,-89.94,
11.345,-91.20,
11.362,-92.42,
11.379,-93.57,
11.395,-94.66,
11.412,-95.67,
11.429,-96.61,
11.445,-97.43,
11.462,-98.25,
11.479,-98.88,
11.496,-99.49,
11.512,-99.94,
11.529,-100.3,
11.546,-100.5,
11.562,-100.7,
11.579,-100.7,
11.596,-100.7,
11.613,-100.6,
11.629,-100.3,
11.646,-99.94,
11.663,-99.53,
11.679,-98.98,
11.696,-98.33,
11.713,-97.62,
11.730,-96.85,
11.746,-95.96,
11.763,-95.02,
11.780,-94.06,
11.796,-92.96,
11.813,-91.91,
11.830,-90.78,
11.846,-89.61,
11.863,-88.39,
11.880,-87.27,
11.897,-86.09,
11.913,-84.95,
11.930,-83.91,
11.947,-82.85,
11.963,-81.90,
11.980,-81.00,
11.997,-80.24,
12.014,-79.58,
12.030,-79.02,
12.047,-78.58,
12.064,-78.29,
12.080,-78.13,
12.097,-78.15,
12.114,-78.28,
12.131,-78.55,
12.147,-78.98,
12.164,-79.51,
12.181,-80.23,
12.197,-80.99,
12.214,-81.87,
12.231,-82.87,
12.247,-83.94,
12.264,-84.99,
12.281,-86.11,
12.298,-87.32,
12.314,-88.50,
12.331,-89.72,
12.348,-90.87,
12.364,-92.02,
12.381,-93.13,
12.398,-94.19,
12.415,-95.23,
12.431,-96.15,
12.448,-97.00,
12.465,-97.76,
12.481,-98.48,
12.498,-99.06,
12.515,-99.57,
12.532,-99.94,
12.548,-100.2,
12.565,-100.4,
12.582,-100.5,
12.598,-100.5,
12.615,-100.4,
12.632,-100.1,
12.648,-99.82,
12.665,-99.41,
12.682,-98.91,
12.699,-98.33,
12.715,-97.63,
12.732,-96.87,
12.749,-96.07,
12.765,-95.15,
12.782,-94.14,
12.799,-93.12,
12.816,-92.01,
12.832,-90.95,
12.849,-89.80,
12.866,-88.65,
12.882,-87.53,
12.899,-86.39,
12.916,-85.27,
12.933,-84.24,
12.949,-83.20,
12.966,-82.25,
12.983,-81.44,
12.999,-80.65,
13.016,-79.95,
13.033,-79.47,
13.050,-79.02,
13.066,-78.73,
13.083,-78.58,
13.100,-78.53,
13.116,-78.59,
13.133,-78.82,
13.150,-79.24,
13.166,-79.77,
13.183,-80.39,
13.200,-81.11,
13.217,-81.90,
13.233,-82.86,
13.250,-83.84,
13.267,-84.92,
13.283,-86.03,
13.300,-87.14,
13.317,-88.30,
13.334,-89.42,
13.350,-90.60,
13.367,-91.67,
13.384,-92.79,
13.400,-93.82,
13.417,-94.76,
13.434,-95.69,
13.451,-96.53,
13.467,-97.31,
13.484,-98.00,
13.501,-98.53,
13.517,-99.07,
13.534,-99.48,
13.551,-99.78,
13.567,-99.93,
13.584,-100.0,
13.601,-100.0,
13.618,-99.94,
13.634,-99.76,
13.651,-99.43,
13.668,-99.04,
13.684,-98.62,
13.701,-98.04,
13.718,-97.41,
13.735,-96.69,
13.751,-95.87,
13.768,-94.95,
13.785,-94.08,
13.801,-93.05,
13.818,-92.04,
13.835,-90.97,
13.852,-89.91,
13.868,-88.81,
13.885,-87.70,
13.902,-86.58,
13.918,-85.54,
13.935,-84.52,
13.952,-83.48,
13.968,-82.60,
13.985,-81.79,
14.002,-81.02,
14.019,-80.39,
14.035,-79.88,
14.052,-79.43,
14.069,-79.16,
14.085,-79.04,
14.102,-79.00,
14.119,-79.07,
14.136,-79.31,
14.152,-79.63,
14.169,-80.13,
14.186,-80.69,
14.202,-81.40,
14.219,-82.16,
14.236,-83.02,
14.253,-83.96,
14.269,-84.93,
14.286,-85.98,
14.303,-87.06,
14.319,-88.11,
14.336,-89.23,
14.353,-90.34,
14.369,-91.40,
14.386,-92.46,
14.403,-93.45,
14.420,-94.44,
14.436,-95.33,
14.453,-96.17,
14.470,-96.93,
14.486,-97.55,
14.503,-98.18,
14.520,-98.70,
14.537,-99.07,
14.553,-99.40,
14.570,-99.60,
14.587,-99.73,
14.603,-99.74,
14.620,-99.73,
14.637,-99.56,
14.654,-99.28,
14.670,-98.94,
14.687,-98.48,
14.704,-97.89,
14.720,-97.28,
14.737,-96.61,
14.754,-95.79,
14.771,-94.98,
14.787,-94.10,
14.804,-93.11,
14.821,-92.12,
14.837,-91.09,
14.854,-89.98,
14.871,-88.95,
14.887,-87.89,
14.904,-86.86,
14.921,-85.86,
14.938,-84.86,
14.954,-83.91,
14.971,-83.00,
14.988,-82.20,
15.004,-81.46,
15.021,-80.89,
15.038,-80.36,
15.055,-79.90,
15.071,-79.62,
15.088,-79.42,
15.105,-79.42,
15.121,-79.48,
15.138,-79.67,
15.155,-80.02,
15.172,-80.49,
15.188,-81.06,
15.205,-81.70,
15.222,-82.39,
15.238,-83.17,
15.255,-84.06,
15.272,-85.01,
15.288,-86.03,
15.305,-87.01,
15.322,-88.03,
15.339,-89.08,
15.355,-90.09,
15.372,-91.11,
15.389,-92.14,
15.405,-93.10,
15.422,-94.03,
15.439,-94.86,
15.456,-95.71,
15.472,-96.50,
15.489,-97.19,
15.506,-97.76,
15.522,-98.30,
15.539,-98.73,
15.556,-99.04,
15.573,-99.26,
15.589,-99.37,
15.606,-99.43,
15.623,-99.41,
15.639,-99.31,
15.656,-99.03,
15.673,-98.71,
15.689,-98.27,
15.706,-97.75,
15.723,-97.23,
15.740,-96.51,
15.756,-95.80,
15.773,-94.96,
15.790,-94.12,
15.806,-93.18,
15.823,-92.25,
15.840,-91.23,
15.857,-90.22,
15.873,-89.17,
15.890,-88.18,
15.907,-87.16,
15.923,-86.16,
15.940,-85.21,
15.957,-84.30,
15.974,-83.45,
15.990,-82.65,
16.007,-81.95,
16.024,-81.29,
16.040,-80.83,
16.057,-80.39,
16.074,-80.10,
16.090,-79.90,
16.107,-79.82,
16.124,-79.83,
16.141,-79.99,
16.157,-80.31,
16.174,-80.73,
16.191,-81.21,
16.207,-81.83,
16.224,-82.52,
16.241,-83.27,
16.258,-84.13,
16.274,-85.06,
16.291,-86.00,
16.308,-86.95,
16.324,-87.92,
16.341,-88.98,
16.358,-89.96,
16.375,-90.98,
16.391,-91.95,
16.408,-92.93,
16.425,-93.84,
16.441,-94.68,
16.458,-95.47,
16.475,-96.21,
16.492,-96.85,
16.508,-97.45,
16.525,-97.95,
16.542,-98.35,
16.558,-98.67,
16.575,-98.95,
16.592,-99.04,
16.608,-99.12,
16.625,-99.14,
16.642,-99.01,
16.659,-98.76,
16.675,-98.42,
16.692,-98.05,
16.709,-97.56,
16.725,-97.01,
16.742,-96.35,
16.759,-95.67,
16.776,-94.83,
16.792,-94.00,
16.809,-93.12,
16.826,-92.16,
16.842,-91.23,
16.859,-90.21,
16.876,-89.23,
16.893,-87.28,
16.909,-86.29,
16.926,-85.32,
16.943,-84.46,
16.959,-83.64,
16.976,-82.87,
16.993,-82.19,
17.009,-81.58,
17.026,-81.09,
17.043,-80.72,
17.060,-80.41,
17.076,-80.21,
17.093,-80.19,
17.110,-80.24,
17.126,-80.36,
17.143,-80.63,
17.160,-80.99,
17.177,-81.44,
17.193,-81.42,
17.210,-82.00,
17.227,-82.64,
17.243,-83.36,
17.260,-84.16,
17.277,-84.99,
17.294,-85.84,
17.310,-86.80,
17.327,-87.74,
17.344,-88.71,
17.360,-89.70,
17.377,-90.65,
17.394,-91.62,
17.410,-92.54,
17.427,-93.41,
17.444,-94.22,
17.461,-95.03,
17.477,-95.74,
17.494,-96.43,
17.511,-96.98,
17.527,-97.46,
17.544,-97.89,
17.561,-98.49,
17.578,-98.62,
17.594,-98.66,
17.611,-98.67,
17.628,-98.60,
17.644,-98.36,
17.661,-98.06,
17.678,-97.65,
17.695,-97.21,
17.711,-96.65,
17.728,-96.02,
17.745,-95.34,
17.761,-94.60,
17.778,-93.77,
17.795,-92.92,
17.811,-92.01,
17.828,-91.10,
17.845,-90.12,
17.862,-89.17,
17.878,-88.21,
17.895,-87.29,
17.912,-86.34,
17.928,-85.46,
17.945,-84.61,
17.962,-83.83,
17.979,-83.11,
17.995,-82.47,
18.012,-81.87,
18.029,-81.42,
18.045,-81.01,
18.062,-80.76,
18.079,-80.54,
18.096,-80.52,
18.112,-80.53,
18.129,-80.61,
18.146,-80.87,
18.162,-81.22,
18.179,-81.69,
18.196,-82.19,
18.213,-82.78,
18.229,-83.47,
18.246,-84.22,
18.263,-84.99,
18.279,-85.86,
18.296,-86.80,
18.313,-87.68,
18.329,-88.58,
18.346,-89.52,
18.363,-90.45,
18.380,-91.38,
18.396,-92.27,
18.413,-93.15,
18.430,-93.95,
18.446,-94.75,
18.463,-95.45,
18.480,-96.07,
18.497,-96.65,
18.513,-97.16,
18.530,-97.56,
18.547,-97.91,
18.563,-98.16,
18.580,-98.33,
18.597,-98.40,
18.614,-98.39,
18.630,-98.31,
18.647,-98.13,
18.664,-97.82,
18.680,-97.48,
18.697,-96.99,
18.714,-96.47,
18.730,-95.90,
18.747,-95.21,
18.764,-94.52,
18.781,-93.74,
18.797,-92.88,
18.814,-92.01,
18.831,-91.14,
18.847,-90.21,
18.864,-89.31,
18.881,-88.37,
18.898,-87.49,
18.914,-86.57,
18.931,-85.68,
18.948,-84.89,
18.964,-84.12,
18.981,-83.43,
18.998,-82.78,
19.015,-82.27,
19.031,-81.84,
19.048,-81.42,
19.065,-81.14,
19.081,-80.92,
19.098,-80.86,
19.115,-80.86,
19.131,-80.91,
19.148,-81.15,
19.165,-81.47,
19.182,-81.90,
19.198,-82.39,
19.215,-82.99,
19.232,-83.61,
19.248,-84.35,
19.265,-85.12,
19.282,-85.95,
19.299,-86.77,
19.315,-87.66,
19.332,-88.58,
19.349,-89.48,
19.365,-90.38,
19.382,-91.30,
19.399,-92.16,
19.416,-93.05,
19.432,-93.85,
19.449,-94.56,
19.466,-95.25,
19.482,-95.92,
19.499,-96.43,
19.516,-96.93,
19.532,-97.33,
19.549,-97.66,
19.566,-97.91,
19.583,-98.06,
19.599,-98.12,
19.616,-98.13,
19.633,-98.06,
19.649,-97.85,
19.666,-97.60,
19.683,-97.23,
19.700,-96.76,
19.716,-96.28,
19.733,-95.69,
19.750,-95.03,
19.766,-94.33,
19.783,-93.56,
19.800,-92.76,
19.817,-91.91,
19.833,-91.08,
19.850,-90.23,
19.867,-89.33,
19.883,-88.41,
19.900,-87.52,
19.917,-86.67,
19.933,-85.84,
19.950,-85.09,
19.967,-84.35,
19.984,-83.75,
20.000,-83.06,
20.017,-82.53,
20.034,-82.10,
20.050,-81.76,
20.067,-81.50,
20.084,-81.35,
20.101,-81.24,
20.117,-81.27,
20.134,-81.36,
20.151,-81.55,
20.167,-81.85,
20.184,-82.26,
20.201,-82.76,
20.218,-83.32,
20.234,-83.96,
20.251,-84.63,
20.268,-85.37,
20.284,-86.13,
20.301,-87.01,
20.318,-87.84,
20.335,-88.71,
20.351,-89.60,
20.368,-90.46,
20.385,-91.33,
20.401,-92.14,
20.418,-92.93,
20.435,-93.75,
20.451,-94.43,
20.468,-95.13,
20.485,-95.70,
20.502,-96.21,
20.518,-96.67,
20.535,-97.05,
20.552,-97.41,
20.568,-97.61,
20.585,-97.77,
20.602,-97.85,
20.619,-97.87,
20.635,-97.79,
20.652,-97.64,
20.669,-97.31,
20.685,-97.02,
20.702,-96.56,
20.719,-96.08,
20.736,-95.54,
20.752,-94.89,
20.769,-94.20,
20.786,-93.51,
20.802,-92.72,
20.819,-91.95,
20.836,-91.12,
20.852,-90.21,
20.869,-89.39,
20.886,-88.52,
20.903,-87.69,
20.919,-86.89,
20.936,-86.09,
20.953,-85.36,
20.969,-84.63,
20.986,-83.99,
21.003,-83.39,
21.020,-82.87,
21.036,-82.42,
21.053,-82.04,
21.070,-81.82,
21.086,-81.66,
21.103,-81.56,
21.120,-81.58,
21.137,-81.65,
21.153,-81.84,
21.170,-82.14,
21.187,-82.51,
21.203,-82.96,
21.220,-83.48,
21.237,-84.08,
21.253,-84.73,
21.270,-85.42,
21.287,-86.23,
21.304,-87.00,
21.320,-87.82,
21.337,-88.65,
21.354,-89.50,
21.370,-90.35,
21.387,-91.16,
21.404,-92.06,
21.421,-92.80,
21.437,-93.55,
21.454,-94.26,
21.471,-94.92,
21.487,-95.46,
21.504,-96.02,
21.521,-96.51,
21.538,-96.92,
21.554,-97.19,
21.571,-97.37,
21.588,-97.52,
21.604,-97.60,
21.621,-97.60,
21.638,-97.56,
21.654,-97.34,
21.671,-97.12,
21.688,-96.74,
21.705,-96.35,
21.721,-95.90,
21.738,-95.30,
21.755,-94.73,
21.771,-94.09,
21.788,-93.38,
21.805,-92.63,
21.822,-91.79,
21.838,-90.99,
21.855,-90.22,
21.872,-89.38,
21.888,-88.56,
21.905,-87.76,
21.922,-86.95,
21.939,-86.19,
21.955,-85.43,
21.972,-84.76,
21.989,-84.12,
22.005,-83.56,
22.022,-83.07,
22.039,-82.65,
22.056,-82.31,
22.072,-82.07,
22.089,-81.90,
22.106,-81.82,
22.122,-81.83,
22.139,-81.90,
22.156,-82.08,
22.172,-82.38,
22.189,-82.71,
22.206,-83.14,
22.223,-83.66,
22.239,-84.25,
22.256,-84.85,
22.273,-85.56,
22.289,-86.34,
22.306,-87.12,
22.323,-87.94,
22.340,-88.74,
22.356,-89.55,
22.373,-90.37,
22.390,-91.15,
22.406,-91.97,
22.423,-92.72,
22.440,-93.49,
22.457,-94.18,
22.473,-94.73,
22.490,-95.31,
22.507,-95.83,
22.523,-96.29,
22.540,-96.64,
22.557,-96.95,
22.573,-97.13,
22.590,-97.24,
22.607,-97.34,
22.624,-97.33,
22.640,-97.28,
22.657,-97.10,
22.674,-96.82,
22.690,-96.50,
22.707,-96.12,
22.724,-95.64,
22.741,-95.12,
22.757,-94.51,
22.774,-93.91,
22.791,-93.16,
22.807,-92.49,
22.824,-91.78,
22.841,-90.98,
22.858,-90.19,
22.874,-89.42,
22.891,-88.67,
22.908,-87.85,
22.924,-87.11,
22.941,-86.43,
22.958,-85.67,
22.974,-85.01,
22.991,-84.41,
23.008,-83.84,
23.025,-83.38,
23.041,-82.93,
23.058,-82.58,
23.075,-82.36,
23.091,-82.21,
23.108,-82.09,
23.125,-82.10,
23.142,-82.18,
23.158,-82.32,
23.175,-82.62,
23.192,-82.96,
23.208,-83.37,
23.225,-83.89,
23.242,-84.43,
23.259,-85.02,
23.275,-85.70,
23.292,-86.41,
23.309,-87.15,
23.325,-87.96,
23.342,-88.73,
