,mass A,
10.252,-93.70,
10.269,-93.23,
10.286,-92.76,
10.303,-91.78,
10.319,-91.28,
10.336,-90.80,
10.353,-90.30,
10.369,-89.81,
10.386,-89.31,
10.403,-88.83,
10.420,-88.34,
10.436,-87.86,
10.453,-87.39,
10.470,-86.92,
10.487,-86.47,
10.503,-86.04,
10.520,-85.62,
10.537,-85.21,
10.553,-84.82,
10.570,-84.45,
10.587,-84.09,
10.604,-83.76,
10.620,-83.45,
10.637,-83.17,
10.654,-82.90,
10.671,-82.67,
10.687,-82.46,
10.704,-82.27,
10.721,-82.11,
10.737,-81.98,
10.754,-81.90,
10.771,-81.82,
10.788,-81.78,
10.804,-81.78,
10.821,-81.77,
10.838,-81.80,
10.854,-81.89,
10.871,-81.98,
10.888,-82.12,
10.905,-82.28,
10.921,-82.46,
10.938,-82.66,
10.955,-82.91,
10.972,-83.17,
10.988,-83.47,
11.005,-83.77,
11.022,-84.10,
11.038,-84.45,
11.055,-84.82,
11.072,-85.21,
11.089,-85.63,
11.105,-86.05,
11.122,-86.49,
11.139,-86.95,
11.156,-87.41,
11.172,-87.88,
11.189,-88.38,
11.206,-88.87,
11.222,-89.36,
11.239,-89.86,
11.256,-90.36,
11.273,-90.85,
11.289,-91.35,
11.306,-91.83,
11.323,-92.31,
11.339,-92.79,
11.356,-93.26,
11.373,-93.71,
11.390,-94.17,
11.406,-94.59,
11.423,-95.01,
11.440,-95.40,
11.457,-95.79,
11.473,-96.15,
11.490,-96.49,
11.507,-96.80,
11.523,-97.09,
11.540,-97.36,
11.557,-97.60,
11.574,-97.81,
11.590,-98.00,
11.607,-98.18,
11.624,-98.32,
11.641,-98.44,
11.657,-98.51,
11.674,-98.56,
11.691,-98.60,
11.707,-98.60,
11.724,-98.57,
11.741,-98.52,
11.758,-98.43,
11.774,-98.32,
11.791,-98.17,
11.808,-98.01,
11.825,-97.82,
11.841,-97.62,
11.858,-97.38,
11.875,-97.12,
11.891,-96.83,
11.908,-96.54,
11.925,-96.21,
11.942,-95.88,
11.958,-95.51,
11.975,-95.14,
11.992,-94.74,
12.008,-94.32,
12.025,-93.92,
12.042,-93.47,
12.059,-93.02,
12.075,-92.56,
12.092,-92.11,
12.109,-91.64,
12.126,-91.17,
12.142,-90.69,
12.159,-90.21,
12.176,-89.75,
12.192,-89.26,
12.209,-88.80,
12.226,-88.34,
12.243,-87.88,
12.259,-87.44,
12.276,-87.01,
12.293,-86.59,
12.310,-86.16,
12.326,-85.76,
12.343,-85.38,
12.360,-85.02,
12.376,-84.66,
12.393,-84.31,
12.410,-84.00,
12.427,-83.72,
12.443,-83.44,
12.460,-83.21,
12.477,-82.98,
12.494,-82.80,
12.510,-82.62,
12.527,-82.49,
12.544,-82.34,
12.560,-82.28,
12.577,-82.21,
12.594,-82.17,
12.611,-82.17,
12.627,-82.18,
12.644,-82.23,
12.661,-82.30,
12.677,-82.38,
12.694,-82.52,
12.711,-82.69,
12.728,-82.86,
12.744,-83.05,
12.761,-83.27,
12.778,-83.54,
12.795,-83.82,
12.811,-84.11,
12.828,-84.43,
12.845,-84.77,
12.861,-85.14,
12.878,-85.51,
12.895,-85.91,
12.912,-86.31,
12.928,-86.74,
12.945,-87.18,
12.962,-87.63,
12.979,-88.09,
12.995,-88.55,
13.012,-89.02,
13.029,-89.48,
13.045,-89.95,
13.062,-90.42,
13.079,-90.90,
13.096,-91.36,
13.112,-91.84,
13.129,-92.30,
13.146,-92.75,
13.163,-93.20,
13.179,-93.63,
13.196,-94.05,
13.213,-94.47,
13.229,-94.85,
13.246,-95.23,
13.263,-95.60,
13.280,-95.95,
13.296,-96.26,
13.313,-96.56,
13.330,-96.86,
13.346,-97.11,
13.363,-97.35,
13.380,-97.54,
13.397,-97.72,
13.413,-97.86,
13.430,-98.00,
13.447,-98.11,
13.464,-98.20,
13.480,-98.25,
13.497,-98.27,
13.514,-98.25,
13.530,-98.22,
13.547,-98.16,
13.564,-98.07,
13.581,-97.96,
13.597,-97.82,
13.614,-97.66,
13.631,-97.48,
13.648,-97.28,
13.664,-97.05,
13.681,-96.79,
13.698,-96.51,
13.714,-96.22,
13.731,-95.90,
13.748,-95.56,
13.765,-95.22,
13.781,-94.85,
13.798,-94.46,
13.815,-94.07,
13.832,-93.67,
13.848,-93.24,
13.865,-92.82,
13.882,-92.39,
13.898,-91.95,
13.915,-91.50,
13.932,-91.05,
13.949,-90.60,
13.965,-90.13,
13.982,-89.69,
13.999,-89.23,
14.015,-88.79,
14.032,-88.36,
14.049,-87.92,
14.066,-87.49,
14.082,-87.07,
14.099,-86.67,
14.116,-86.27,
14.133,-85.88,
14.149,-85.52,
14.166,-85.16,
14.183,-84.82,
14.199,-84.51,
14.216,-84.22,
14.233,-83.95,
14.250,-83.71,
14.266,-83.47,
14.283,-83.27,
14.300,-83.08,
14.317,-82.93,
14.333,-82.79,
14.350,-82.69,
14.367,-82.60,
14.383,-82.53,
14.400,-82.52,
14.417,-82.50,
14.434,-82.50,
14.450,-82.55,
14.467,-82.63,
14.484,-82.74,
14.501,-82.87,
14.517,-83.01,
14.534,-83.19,
14.551,-83.39,
14.567,-83.62,
14.584,-83.87,
14.601,-84.15,
14.618,-84.44,
14.634,-84.75,
14.651,-85.07,
14.668,-85.42,
14.684,-85.79,
14.701,-86.17,
14.718,-86.55,
14.735,-86.96,
14.751,-87.38,
14.768,-87.81,
14.785,-88.24,
14.802,-88.70,
14.818,-89.16,
14.835,-89.61,
14.852,-90.05,
14.868,-90.51,
14.885,-90.95,
14.902,-91.41,
14.919,-91.85,
14.935,-92.29,
14.952,-92.73,
14.969,-93.14,
14.986,-93.57,
15.002,-93.96,
15.019,-94.36,
15.036,-94.73,
15.052,-95.09,
15.069,-95.42,
15.086,-95.75,
15.103,-96.06,
15.119,-96.34,
15.136,-96.60,
15.153,-96.85,
15.170,-97.06,
15.186,-97.27,
15.203,-97.43,
15.220,-97.57,
15.236,-97.69,
15.253,-97.79,
15.270,-97.86,
15.287,-97.90,
15.303,-97.91,
15.320,-97.91,
15.337,-97.90,
15.353,-97.83,
15.370,-97.75,
15.387,-97.65,
15.404,-97.52,
15.420,-97.37,
15.437,-97.20,
15.454,-97.00,
15.471,-96.75,
15.487,-96.52,
15.504,-96.25,
15.521,-95.96,
15.537,-95.66,
15.554,-95.33,
15.571,-94.99,
15.588,-94.64,
15.604,-94.26,
15.621,-93.88,
15.638,-93.49,
15.655,-93.08,
15.671,-92.67,
15.688,-92.24,
15.705,-91.82,
15.721,-91.39,
15.738,-90.95,
15.755,-90.51,
15.772,-90.09,
15.788,-89.64,
15.805,-89.20,
15.822,-88.77,
15.839,-88.35,
15.855,-87.95,
15.872,-87.53,
15.889,-87.12,
15.905,-86.74,
15.922,-86.37,
15.939,-86.01,
15.956,-85.68,
15.972,-85.35,
15.989,-85.02,
16.006,-84.72,
16.022,-84.43,
16.039,-84.18,
16.056,-83.94,
16.073,-83.72,
16.089,-83.52,
16.106,-83.36,
16.123,-83.21,
16.140,-83.08,
16.156,-83.00,
16.173,-82.92,
16.190,-82.88,
16.206,-82.85,
16.223,-82.84,
16.240,-82.86,
16.257,-82.92,
16.273,-83.00,
16.290,-83.11,
16.307,-83.23,
16.324,-83.37,
16.340,-83.54,
16.357,-83.74,
16.374,-83.96,
16.390,-84.21,
16.407,-84.46,
16.424,-84.74,
16.441,-85.04,
16.457,-85.37,
16.474,-85.70,
16.491,-86.04,
16.508,-86.41,
16.524,-86.79,
16.541,-87.18,
16.558,-87.58,
16.574,-87.99,
16.591,-88.42,
16.608,-88.85,
16.625,-89.27,
16.641,-89.70,
16.658,-90.13,
16.675,-90.58,
16.691,-91.02,
16.708,-91.45,
16.725,-91.89,
16.742,-92.28,
16.758,-92.71,
16.775,-93.11,
16.792,-93.50,
16.809,-93.88,
16.825,-94.25,
16.842,-94.61,
16.859,-94.96,
16.875,-95.27,
16.892,-95.58,
16.909,-95.88,
16.926,-96.14,
16.942,-96.40,
16.959,-96.63,
16.976,-96.83,
16.993,-97.02,
17.009,-97.19,
17.026,-97.33,
17.043,-97.44,
17.059,-97.52,
17.076,-97.57,
17.093,-97.61,
17.110,-97.62,
17.126,-97.61,
17.143,-97.57,
17.160,-97.51,
17.176,-97.41,
17.193,-97.31,
17.210,-97.18,
17.227,-97.02,
17.243,-96.85,
17.260,-96.66,
17.277,-96.45,
17.294,-96.19,
17.310,-95.95,
17.327,-95.67,
17.344,-95.38,
17.360,-95.06,
17.377,-94.73,
17.394,-94.38,
17.411,-94.02,
17.427,-93.64,
17.444,-93.26,
17.461,-92.88,
17.478,-92.08,
17.494,-91.68,
17.511,-91.26,
17.528,-90.83,
17.544,-90.43,
17.561,-90.00,
17.578,-89.58,
17.595,-89.17,
17.611,-88.76,
17.628,-88.34,
17.645,-87.96,
17.662,-87.56,
17.678,-87.17,
17.695,-86.81,
17.712,-86.46,
17.728,-86.12,
17.745,-85.79,
17.762,-85.48,
17.779,-85.18,
17.795,-84.89,
17.812,-84.63,
17.829,-84.38,
17.845,-84.16,
17.862,-83.96,
17.879,-83.79,
17.896,-83.63,
17.912,-83.50,
17.929,-83.38,
17.946,-83.28,
17.963,-83.21,
17.979,-83.18,
17.996,-83.16,
18.013,-83.17,
18.029,-83.20,
18.046,-83.26,
18.063,-83.35,
18.080,-83.46,
18.096,-83.59,
18.113,-83.71,
18.130,-83.90,
18.147,-84.09,
18.163,-84.31,
18.180,-84.53,
18.197,-84.79,
18.213,-85.06,
18.230,-85.36,
18.247,-85.66,
18.264,-86.00,
18.280,-86.32,
18.297,-86.68,
18.314,-87.04,
18.331,-87.41,
18.347,-87.79,
18.364,-88.19,
18.381,-88.59,
18.397,-89.00,
18.414,-89.41,
18.431,-89.83,
18.448,-90.23,
18.464,-90.65,
18.481,-91.07,
18.498,-91.47,
18.514,-91.89,
18.531,-92.27,
18.548,-92.68,
18.565,-93.06,
18.581,-93.44,
18.598,-93.81,
18.615,-94.16,
18.632,-94.50,
18.648,-94.83,
18.665,-95.13,
18.682,-95.43,
18.698,-95.70,
18.715,-95.96,
18.732,-96.19,
18.749,-96.40,
18.765,-96.60,
18.782,-96.77,
18.799,-96.93,
18.816,-97.05,
18.832,-97.16,
18.849,-97.23,
18.866,-97.28,
18.882,-97.31,
18.899,-97.33,
18.916,-97.33,
18.933,-97.29,
18.949,-97.23,
18.966,-97.14,
18.983,-97.03,
19.000,-96.91,
19.016,-96.74,
19.033,-96.57,
19.050,-96.38,
19.066,-96.18,
19.083,-95.93,
19.100,-95.69,
19.117,-95.42,
19.133,-95.13,
19.150,-94.83,
19.167,-94.50,
19.183,-94.18,
19.200,-93.82,
19.217,-93.47,
19.234,-93.09,
19.250,-92.72,
19.267,-92.34,
19.284,-91.93,
19.301,-91.54,
19.317,-91.15,
19.334,-90.74,
19.351,-90.35,
19.367,-89.94,
19.384,-89.54,
19.401,-89.14,
19.418,-88.75,
19.434,-88.35,
19.451,-87.98,
19.468,-87.60,
19.485,-87.23,
19.501,-86.88,
19.518,-86.53,
19.535,-86.19,
19.551,-85.89,
19.568,-85.58,
19.585,-85.31,
19.602,-85.04,
19.618,-84.80,
19.635,-84.57,
19.652,-84.36,
19.669,-84.17,
19.685,-84.00,
19.702,-83.85,
19.719,-83.72,
19.735,-83.62,
19.752,-83.55,
19.769,-83.49,
19.786,-83.45,
19.802,-83.45,
19.819,-83.46,
19.836,-83.49,
19.852,-83.55,
19.869,-83.63,
19.886,-83.74,
19.903,-83.86,
19.919,-84.02,
19.936,-84.18,
19.953,-84.38,
19.970,-84.59,
19.986,-84.82,
20.003,-85.06,
20.020,-85.33,
20.036,-85.63,
20.053,-85.91,
20.070,-86.23,
20.087,-86.56,
20.103,-86.90,
20.120,-87.27,
20.137,-87.63,
20.154,-88.00,
20.170,-88.38,
20.187,-88.77,
20.204,-89.14,
20.220,-89.54,
20.237,-89.95,
20.254,-90.34,
20.271,-90.73,
20.287,-91.15,
20.304,-91.53,
20.321,-91.92,
20.338,-92.30,
20.354,-92.67,
20.371,-93.04,
20.388,-93.39,
20.404,-93.73,
20.421,-94.08,
20.438,-94.41,
20.455,-94.72,
20.471,-95.01,
20.488,-95.27,
20.505,-95.54,
20.521,-95.77,
20.538,-96.00,
20.555,-96.20,
20.572,-96.37,
20.588,-96.52,
20.605,-96.66,
20.622,-96.78,
20.639,-96.88,
20.655,-96.95,
20.672,-97.00,
20.689,-97.02,
20.705,-97.04,
20.722,-97.02,
20.739,-96.99,
20.756,-96.92,
20.772,-96.85,
20.789,-96.74,
20.806,-96.60,
20.823,-96.44,
20.839,-96.27,
20.856,-96.06,
20.873,-95.86,
20.889,-95.64,
20.906,-95.38,
20.923,-95.11,
20.940,-94.82,
20.956,-94.52,
20.973,-94.22,
20.990,-93.91,
21.007,-93.57,
21.023,-93.21,
21.040,-92.85,
21.057,-92.49,
21.073,-92.11,
21.090,-91.74,
21.107,-91.37,
21.124,-90.99,
21.140,-90.59,
21.157,-90.21,
21.174,-89.83,
21.190,-89.43,
21.207,-89.06,
21.224,-88.68,
21.241,-88.30,
21.257,-87.94,
21.274,-87.57,
21.291,-87.23,
21.308,-86.88,
21.324,-86.56,
21.341,-86.27,
21.358,-85.96,
21.374,-85.67,
21.391,-85.41,
21.408,-85.16,
21.425,-84.93,
21.441,-84.71,
21.458,-84.52,
21.475,-84.34,
21.492,-84.19,
21.508,-84.05,
21.525,-83.95,
21.542,-83.85,
21.558,-83.77,
21.575,-83.71,
21.592,-83.70,
21.609,-83.71,
21.625,-83.72,
21.642,-83.77,
21.659,-83.82,
21.676,-83.91,
21.692,-84.01,
21.709,-84.15,
21.726,-84.30,
21.742,-84.46,
21.759,-84.63,
21.776,-84.85,
21.793,-85.09,
21.809,-85.32,
21.826,-85.58,
21.843,-85.88,
21.859,-86.16,
21.876,-86.47,
21.893,-86.78,
21.910,-87.12,
21.926,-87.45,
21.943,-87.80,
21.960,-88.18,
21.977,-88.54,
21.993,-88.91,
22.010,-89.28,
22.027,-89.66,
22.043,-90.04,
22.060,-90.43,
22.077,-90.81,
22.094,-91.19,
22.110,-91.56,
22.127,-91.94,
22.144,-92.30,
22.161,-92.66,
22.177,-93.01,
22.194,-93.36,
22.211,-93.69,
22.227,-94.02,
22.244,-94.31,
22.261,-94.63,
22.278,-94.89,
22.294,-95.15,
22.311,-95.40,
22.328,-95.63,
22.345,-95.84,
22.361,-96.04,
22.378,-96.22,
22.395,-96.36,
22.411,-96.49,
22.428,-96.61,
22.445,-96.69,
22.462,-96.75,
22.478,-96.79,
22.495,-96.81,
22.512,-96.81,
22.528,-96.78,
22.545,-96.74,
22.562,-96.68,
22.579,-96.59,
22.595,-96.48,
22.612,-96.35,
22.629,-96.20,
22.646,-96.03,
22.662,-95.84,
22.679,-95.65,
22.696,-95.41,
22.712,-95.18,
22.729,-94.91,
22.746,-94.63,
22.763,-94.34,
22.779,-94.04,
22.796,-93.72,
22.813,-93.39,
22.830,-93.05,
22.846,-92.70,
22.863,-92.34,
22.880,-91.96,
22.896,-91.60,
22.913,-91.22,
22.930,-90.86,
22.947,-90.49,
22.963,-90.13,
22.980,-89.75,
22.997,-89.39,
23.013,-89.01,
23.030,-88.64,
23.047,-88.29,
23.064,-87.94,
23.080,-87.60,
23.097,-87.27,
23.114,-86.94,
23.131,-86.63,
23.147,-86.34,
23.164,-86.06,
23.181,-85.78,
23.197,-85.53,
23.214,-85.30,
23.231,-85.08,
23.248,-84.87,
23.264,-84.70,
23.281,-84.54,
23.298,-84.39,
23.315,-84.26,
23.331,-84.16,
23.348,-84.08,
23.365,-84.02,
