,mass A,
23.381,-83.97,
23.398,-83.97,
23.415,-83.97,
23.432,-83.99,
23.448,-84.04,
23.465,-84.10,
23.482,-84.18,
23.499,-84.29,
23.515,-84.43,
23.532,-84.56,
23.549,-84.73,
23.565,-84.91,
23.582,-85.12,
23.599,-85.34,
23.616,-85.58,
23.632,-85.85,
23.649,-86.11,
23.666,-86.40,
23.682,-86.70,
23.699,-87.01,
23.716,-87.33,
23.733,-87.66,
23.749,-88.00,
23.766,-88.34,
23.783,-88.70,
23.800,-89.07,
23.816,-89.43,
23.833,-89.80,
23.850,-90.16,
23.866,-90.52,
23.883,-90.89,
23.900,-91.26,
23.917,-91.61,
23.933,-91.97,
23.950,-92.30,
23.967,-92.64,
23.984,-92.98,
24.000,-93.32,
24.017,-93.63,
24.034,-93.94,
24.050,-94.22,
24.067,-94.51,
24.084,-94.79,
24.101,-95.03,
24.117,-95.27,
24.134,-95.48,
24.151,-95.69,
24.168,-95.87,
24.184,-96.03,
24.201,-96.17,
24.218,-96.28,
24.234,-96.39,
24.251,-96.48,
24.268,-96.54,
24.285,-96.56,
24.301,-96.58,
24.318,-96.58,
24.335,-96.57,
24.351,-96.51,
24.368,-96.44,
24.385,-96.34,
24.402,-96.23,
24.418,-96.10,
24.435,-95.94,
24.452,-95.77,
24.469,-95.59,
24.485,-95.38,
24.502,-95.17,
24.519,-94.93,
24.535,-94.67,
24.552,-94.41,
24.569,-94.13,
24.586,-93.84,
24.602,-93.53,
24.619,-93.21,
24.636,-92.88,
24.653,-92.21,
24.669,-91.86,
24.686,-91.50,
24.703,-91.15,
24.719,-90.79,
24.736,-90.42,
24.753,-90.06,
24.770,-89.70,
24.786,-89.34,
24.803,-88.99,
24.820,-88.64,
24.837,-88.30,
24.853,-87.96,
24.870,-87.62,
24.887,-87.31,
24.903,-87.01,
24.920,-86.72,
24.937,-86.42,
24.954,-86.14,
24.970,-85.90,
24.987,-85.65,
25.004,-85.44,
25.020,-85.23,
25.037,-85.04,
25.054,-84.88,
25.071,-84.73,
25.087,-84.59,
25.104,-84.47,
25.121,-84.31,
25.138,-84.30,
25.154,-84.24,
25.171,-84.22,
25.188,-84.19,
25.204,-84.19,
25.221,-84.21,
25.238,-84.26,
25.255,-84.34,
25.271,-84.44,
25.288,-84.55,
25.305,-84.68,
25.322,-84.82,
25.338,-84.99,
25.355,-85.17,
25.372,-85.37,
25.388,-85.58,
25.405,-85.83,
25.422,-86.08,
25.439,-86.34,
25.455,-86.61,
25.472,-86.90,
25.489,-87.21,
25.506,-87.52,
25.522,-87.85,
25.539,-88.18,
25.556,-88.51,
25.572,-88.85,
25.589,-89.20,
25.606,-89.53,
25.623,-89.89,
25.639,-90.24,
25.656,-90.60,
25.673,-90.95,
25.689,-91.31,
25.706,-91.65,
25.723,-92.00,
25.740,-92.35,
25.756,-92.68,
25.773,-92.99,
25.790,-93.31,
25.807,-93.61,
25.823,-93.91,
25.840,-94.18,
25.857,-94.45,
25.873,-94.70,
25.890,-94.93,
25.907,-95.14,
25.924,-95.35,
25.940,-95.53,
25.957,-95.69,
25.974,-95.86,
25.991,-95.98,
26.007,-96.10,
26.024,-96.18,
26.041,-96.24,
26.057,-96.29,
26.074,-96.32,
26.091,-96.33,
26.108,-96.33,
26.124,-96.31,
26.141,-96.25,
26.158,-96.17,
26.175,-96.07,
26.191,-95.97,
26.208,-95.83,
26.225,-95.67,
26.241,-95.51,
26.258,-95.33,
26.275,-95.13,
26.292,-94.91,
26.308,-94.68,
26.325,-94.44,
26.342,-94.18,
26.358,-93.90,
26.375,-93.62,
26.392,-93.32,
26.409,-93.00,
26.425,-92.68,
26.442,-92.35,
26.459,-92.03,
26.476,-91.69,
26.492,-91.35,
26.509,-90.99,
26.526,-90.65,
26.542,-90.31,
26.559,-89.96,
26.576,-89.61,
26.593,-89.27,
26.609,-88.93,
26.626,-88.59,
26.643,-88.27,
26.660,-87.95,
26.676,-87.63,
26.693,-87.34,
26.710,-87.03,
26.726,-86.76,
26.743,-86.49,
26.760,-86.24,
26.777,-85.99,
26.793,-85.76,
26.810,-85.55,
26.827,-85.35,
26.844,-85.16,
26.860,-85.00,
26.877,-84.86,
26.894,-84.74,
26.910,-84.63,
26.927,-84.54,
26.944,-84.48,
26.961,-84.43,
26.977,-84.41,
26.994,-84.41,
27.011,-84.43,
27.027,-84.46,
27.044,-84.51,
27.061,-84.59,
27.078,-84.69,
27.094,-84.80,
27.111,-84.93,
27.128,-85.08,
27.145,-85.25,
27.161,-85.43,
27.178,-85.63,
27.195,-85.84,
27.211,-86.08,
27.228,-86.31,
27.245,-86.57,
27.262,-86.85,
27.278,-87.13,
27.295,-87.42,
27.312,-87.71,
27.329,-88.03,
27.345,-88.34,
27.362,-88.68,
27.379,-89.00,
27.395,-89.33,
27.412,-89.67,
27.429,-90.02,
27.446,-90.37,
27.462,-90.70,
27.479,-91.03,
27.496,-91.38,
27.513,-91.72,
27.529,-92.04,
27.546,-92.36,
27.563,-92.69,
27.579,-92.99,
27.596,-93.29,
27.613,-93.57,
27.630,-93.85,
27.646,-94.11,
27.663,-94.35,
27.680,-94.60,
27.696,-94.82,
27.713,-95.02,
27.730,-95.20,
27.747,-95.37,
27.763,-95.52,
27.780,-95.67,
27.797,-95.80,
27.814,-95.90,
27.830,-95.97,
27.847,-96.04,
27.864,-96.09,
27.880,-96.10,
27.897,-96.11,
27.914,-96.11,
27.931,-96.10,
27.947,-96.02,
27.964,-95.95,
27.981,-95.86,
27.998,-95.75,
28.014,-95.63,
28.031,-95.48,
28.048,-95.32,
28.064,-95.14,
28.081,-94.94,
28.098,-94.74,
28.115,-94.49,
28.131,-94.26,
28.148,-94.00,
28.165,-93.73,
28.181,-93.45,
28.198,-93.16,
28.215,-92.86,
28.232,-92.54,
28.248,-92.23,
28.265,-91.90,
28.282,-91.58,
28.299,-91.24,
28.315,-90.91,
28.332,-90.58,
28.349,-90.25,
28.365,-89.91,
28.382,-89.57,
28.399,-89.23,
28.416,-88.91,
28.432,-88.59,
28.449,-88.26,
28.466,-87.95,
28.483,-87.66,
28.499,-87.36,
28.516,-87.09,
28.533,-86.83,
28.549,-86.58,
28.566,-86.33,
28.583,-86.10,
28.600,-85.89,
28.616,-85.69,
28.633,-85.51,
28.650,-85.34,
28.667,-85.19,
28.683,-85.04,
28.700,-84.94,
28.717,-84.85,
28.733,-84.79,
28.750,-84.72,
28.767,-84.68,
28.784,-84.67,
28.800,-84.67,
28.817,-84.69,
28.834,-84.72,
28.850,-84.79,
28.867,-84.86,
28.884,-84.96,
28.901,-85.08,
28.917,-85.20,
28.934,-85.36,
28.951,-85.51,
28.968,-85.69,
28.984,-85.88,
29.001,-86.09,
29.018,-86.33,
29.034,-86.57,
29.051,-86.82,
29.068,-87.09,
29.085,-87.36,
29.101,-87.65,
29.118,-87.94,
29.135,-88.24,
29.152,-88.56,
29.168,-88.87,
29.185,-89.19,
29.202,-89.51,
29.218,-89.83,
29.235,-90.15,
29.252,-90.49,
29.269,-90.81,
29.285,-91.13,
29.302,-91.46,
29.319,-91.78,
29.336,-92.08,
29.352,-92.40,
29.369,-92.70,
29.386,-93.00,
29.402,-93.27,
29.419,-93.56,
29.436,-93.81,
29.453,-94.06,
29.469,-94.32,
29.486,-94.54,
29.503,-94.75,
29.519,-94.94,
29.536,-95.13,
29.553,-95.29,
29.570,-95.43,
29.586,-95.57,
29.603,-95.68,
29.620,-95.78,
29.637,-95.86,
29.653,-95.90,
29.670,-95.94,
29.687,-95.96,
29.703,-95.96,
29.720,-95.95,
29.737,-95.92,
29.754,-95.84,
29.770,-95.77,
29.787,-95.69,
29.804,-95.58,
29.821,-95.45,
29.837,-95.29,
29.854,-95.12,
29.871,-94.95,
29.887,-94.76,
29.904,-94.54,
29.921,-94.32,
29.938,-94.09,
29.954,-93.82,
29.971,-93.57,
29.988,-93.28,
30.005,-92.99,
30.021,-92.71,
30.038,-92.41,
30.055,-92.10,
30.071,-91.78,
30.088,-91.46,
30.105,-91.14,
30.122,-90.82,
30.138,-90.49,
30.155,-90.16,
30.172,-89.83,
30.188,-89.50,
30.205,-89.20,
30.222,-88.87,
30.239,-88.56,
30.255,-88.26,
30.272,-87.97,
30.289,-87.68,
30.306,-87.40,
30.322,-87.13,
30.339,-86.87,
30.356,-86.62,
30.372,-86.39,
30.389,-86.18,
30.406,-85.96,
30.423,-85.77,
30.439,-85.60,
30.456,-85.45,
30.473,-85.30,
30.490,-85.19,
30.506,-85.07,
30.523,-84.99,
30.540,-84.91,
30.556,-84.86,
30.573,-84.84,
30.590,-84.82,
30.607,-84.82,
30.623,-84.83,
30.640,-84.87,
30.657,-84.94,
30.674,-85.04,
30.690,-85.14,
30.707,-85.25,
30.724,-85.39,
30.740,-85.54,
30.757,-85.70,
30.774,-85.87,
30.791,-86.07,
30.807,-86.28,
30.824,-86.50,
30.841,-86.74,
30.857,-86.98,
30.874,-87.24,
30.891,-87.50,
30.908,-87.78,
30.924,-88.05,
30.941,-88.34,
30.958,-88.65,
30.975,-88.95,
30.991,-89.27,
31.008,-89.59,
31.025,-89.91,
31.041,-90.22,
31.058,-90.53,
31.075,-90.85,
31.092,-91.17,
31.108,-91.47,
31.125,-92.09,
31.142,-92.39,
31.159,-92.39,
31.175,-92.68,
31.192,-92.95,
31.209,-93.21,
31.225,-93.47,
31.242,-93.72,
31.259,-93.97,
31.276,-94.20,
31.292,-94.41,
31.309,-94.61,
31.326,-94.80,
31.343,-94.98,
31.359,-95.13,
31.376,-95.27,
31.393,-95.38,
31.409,-95.48,
31.426,-95.58,
31.443,-95.65,
31.460,-95.69,
31.476,-95.71,
31.493,-95.73,
31.510,-95.72,
31.526,-95.70,
31.543,-95.66,
31.560,-95.59,
31.577,-95.53,
31.593,-95.43,
31.610,-95.18,
31.627,-95.03,
31.644,-94.88,
31.660,-94.70,
31.677,-94.51,
31.694,-94.30,
31.710,-94.08,
31.727,-93.85,
31.744,-93.60,
31.761,-93.35,
31.777,-93.08,
31.794,-92.81,
31.811,-92.53,
31.828,-92.24,
31.844,-91.94,
31.861,-91.63,
31.878,-91.33,
31.894,-91.01,
31.911,-90.70,
31.928,-90.39,
31.945,-90.08,
31.961,-89.77,
31.978,-89.45,
31.995,-89.13,
32.012,-88.84,
32.028,-88.54,
32.045,-88.25,
32.062,-87.97,
32.078,-87.70,
32.095,-87.44,
32.112,-87.18,
32.129,-86.94,
32.145,-86.71,
32.162,-86.48,
32.179,-86.28,
32.195,-86.09,
32.212,-85.93,
32.229,-85.76,
32.246,-85.63,
32.262,-85.48,
32.279,-85.38,
32.296,-85.27,
32.313,-85.18,
32.329,-85.12,
32.346,-85.08,
32.363,-85.05,
32.379,-85.05,
32.396,-85.06,
32.413,-85.08,
32.430,-85.14,
32.446,-85.20,
32.463,-85.27,
32.480,-85.37,
32.497,-85.48,
32.513,-85.62,
32.530,-85.77,
32.547,-85.94,
32.563,-86.11,
32.580,-86.31,
32.597,-86.51,
32.614,-86.72,
32.630,-86.96,
32.647,-87.19,
32.664,-87.46,
32.681,-87.72,
32.697,-87.99,
32.714,-88.28,
32.731,-88.56,
32.747,-88.84,
32.764,-89.13,
32.781,-89.44,
32.798,-89.74,
32.814,-90.04,
32.831,-90.36,
32.848,-90.65,
32.864,-90.96,
32.881,-91.26,
32.898,-91.55,
32.915,-91.85,
32.931,-92.14,
32.948,-92.41,
32.965,-92.69,
32.982,-92.95,
32.998,-93.20,
33.015,-93.45,
33.032,-93.69,
33.048,-93.92,
33.065,-94.14,
33.082,-94.35,
33.099,-94.54,
33.115,-94.71,
33.132,-94.86,
33.149,-95.02,
33.166,-95.14,
33.182,-95.25,
33.199,-95.34,
33.216,-95.42,
33.232,-95.48,
33.249,-95.53,
33.266,-95.55,
33.283,-95.55,
33.299,-95.54,
33.316,-95.51,
33.333,-95.46,
33.350,-95.38,
33.366,-95.30,
33.383,-95.21,
33.400,-95.10,
33.416,-94.96,
33.433,-94.83,
33.450,-94.65,
33.467,-94.47,
33.483,-94.27,
33.500,-94.08,
33.517,-93.86,
33.533,-93.61,
33.550,-93.39,
33.567,-93.14,
33.584,-92.87,
33.600,-92.59,
33.617,-92.31,
33.634,-92.01,
33.651,-91.74,
33.667,-91.45,
33.684,-91.16,
33.701,-90.85,
33.717,-90.56,
33.734,-90.26,
33.751,-89.95,
33.768,-89.65,
33.784,-89.35,
33.801,-89.06,
33.818,-88.76,
33.835,-88.48,
33.851,-88.19,
33.868,-87.92,
33.885,-87.66,
33.901,-87.41,
33.918,-87.16,
33.935,-86.92,
33.952,-86.70,
33.968,-86.49,
33.985,-86.30,
34.002,-86.12,
34.018,-85.96,
34.035,-85.81,
34.052,-85.67,
34.069,-85.55,
34.085,-85.44,
34.102,-85.35,
34.119,-85.28,
34.136,-85.22,
34.152,-85.20,
34.169,-85.18,
34.186,-85.16,
34.202,-85.17,
34.219,-85.21,
34.236,-85.27,
34.253,-85.34,
34.269,-85.42,
34.286,-85.52,
34.303,-85.64,
34.320,-85.78,
34.336,-85.92,
34.353,-86.10,
34.370,-86.29,
34.386,-86.48,
34.403,-86.69,
34.420,-86.90,
34.437,-87.13,
34.453,-87.37,
34.470,-87.62,
34.487,-87.88,
34.504,-88.16,
34.520,-88.43,
34.537,-88.72,
34.554,-89.00,
34.570,-89.28,
34.587,-89.58,
34.604,-89.87,
34.621,-90.17,
34.637,-90.46,
34.654,-90.75,
34.671,-91.04,
34.687,-91.34,
34.704,-91.62,
34.721,-91.89,
34.738,-92.16,
34.754,-92.43,
34.771,-92.68,
34.788,-92.93,
34.805,-93.18,
34.821,-93.42,
34.838,-93.66,
34.855,-93.87,
34.871,-94.08,
34.888,-94.26,
34.905,-94.44,
34.922,-94.61,
34.938,-94.76,
34.955,-94.90,
34.972,-95.02,
34.989,-95.10,
35.005,-95.19,
35.022,-95.25,
35.039,-95.30,
35.055,-95.34,
35.072,-95.36,
35.089,-95.36,
35.106,-95.34,
35.122,-95.32,
35.139,-95.27,
35.156,-95.19,
35.173,-95.10,
35.189,-95.00,
35.206,-94.88,
35.223,-94.76,
35.239,-94.61,
35.256,-94.46,
35.273,-94.27,
35.290,-94.09,
35.306,-93.89,
35.323,-93.67,
35.340,-93.45,
35.356,-93.21,
35.373,-92.95,
35.390,-92.70,
35.407,-92.42,
35.423,-92.14,
35.440,-91.87,
35.457,-91.59,
35.474,-91.30,
35.490,-91.02,
35.507,-90.73,
35.524,-90.43,
35.540,-90.13,
35.557,-89.85,
35.574,-89.57,
35.591,-89.26,
35.607,-88.98,
35.624,-88.71,
35.641,-88.44,
35.658,-88.18,
35.674,-87.92,
35.691,-87.67,
35.708,-87.42,
35.724,-87.18,
35.741,-86.97,
35.758,-86.75,
35.775,-86.56,
35.791,-86.39,
35.808,-86.22,
35.825,-86.06,
35.842,-85.92,
35.858,-85.81,
35.875,-85.69,
35.892,-85.59,
35.908,-85.52,
35.925,-85.46,
35.942,-85.41,
35.959,-85.39,
35.975,-85.38,
35.992,-85.38,
36.009,-85.41,
36.025,-85.45,
36.042,-85.50,
36.059,-85.59,
36.076,-85.67,
36.092,-85.78,
36.109,-85.91,
36.126,-86.03,
36.143,-86.18,
36.159,-86.33,
36.176,-86.51,
36.193,-86.70,
36.209,-86.90,
36.226,-87.10,
36.243,-87.33,
36.260,-87.55,
36.276,-87.80,
36.293,-88.06,
36.310,-88.32,
36.327,-88.57,
36.343,-88.84,
36.360,-89.11,
36.377,-89.39,
36.393,-89.66,
36.410,-89.96,
36.427,-90.24,
36.444,-90.53,
36.460,-90.81,
36.477,-91.08,
36.494,-91.36,
36.511,-91.63,
36.527,-91.91,
36.544,-92.18,
36.561,-92.44,
36.577,-92.70,
36.594,-92.96,
36.611,-93.19,
36.628,-93.42,
36.644,-93.64,
36.661,-93.85,
36.678,-94.03,
36.694,-94.20,
36.711,-94.36,
36.728,-94.52,
36.745,-94.66,
36.761,-94.78,
36.778,-94.90,
36.795,-94.98,
36.812,-95.06,
36.828,-95.12,
36.845,-95.18,
36.862,-95.20,
36.878,-95.20,
36.895,-95.18,
36.912,-95.18,
36.929,-95.14,
36.945,-95.08,
36.962,-95.00,
36.979,-94.93,
36.996,-94.81,
37.012,-94.69,
37.029,-94.56,
37.046,-94.41,
37.062,-94.26,
37.079,-94.09,
37.096,-93.90,
37.113,-93.70,
37.129,-93.49,
37.146,-93.26,
37.163,-93.04,
37.180,-92.80,
37.196,-92.56,
37.213,-92.29,
37.230,-92.02,
37.246,-91.76,
37.263,-91.48,
37.280,-91.20,
37.297,-90.93,
37.313,-90.65,
37.330,-90.37,
37.347,-90.09,
37.363,-89.80,
37.380,-89.52,
37.397,-89.23,
37.414,-88.97,
37.430,-88.71,
37.447,-88.45,
37.464,-88.19,
37.481,-87.93,
37.497,-87.69,
37.514,-87.45,
37.531,-87.24,
37.547,-87.03,
37.564,-86.83,
37.581,-86.65,
37.598,-86.48,
37.614,-86.32,
37.631,-86.18,
37.648,-86.04,
37.665,-85.92,
37.681,-85.84,
37.698,-85.75,
37.715,-85.68,
37.731,-85.64,
37.748,-85.59,
37.765,-85.58,
37.782,-85.58,
37.798,-85.59,
37.815,-85.61,
37.832,-85.66,
37.849,-85.73,
37.865,-85.79,
37.882,-85.89,
37.899,-85.99,
37.915,-86.11,
37.932,-86.25,
37.949,-86.40,
37.966,-86.55,
37.982,-86.74,
37.999,-86.92,
38.016,-87.13,
38.032,-87.33,
38.049,-87.54,
38.066,-87.78,
38.083,-88.00,
38.099,-88.25,
38.116,-88.51,
38.133,-88.77,
38.150,-89.04,
38.166,-89.31,
38.183,-89.59,
38.200,-89.86,
38.216,-90.14,
38.233,-90.41,
38.250,-90.69,
38.267,-90.96,
38.283,-91.24,
38.300,-91.76,
38.317,-92.02,
38.334,-92.02,
38.350,-92.27,
38.367,-92.53,
38.384,-92.78,
38.400,-93.00,
38.417,-93.23,
38.434,-93.43,
38.451,-93.64,
38.467,-93.84,
38.484,-94.01,
38.501,-94.17,
38.518,-94.33,
38.534,-94.48,
38.551,-94.60,
38.568,-94.71,
38.584,-94.81,
38.601,-94.90,
38.618,-94.97,
38.635,-95.03,
38.651,-95.06,
38.668,-95.08,
38.685,-95.08,
38.701,-95.08,
38.718,-95.06,
38.735,-95.01,
38.752,-94.94,
38.768,-94.88,
38.785,-94.69,
38.802,-94.57,
38.819,-94.43,
38.835,-94.28,
38.852,-94.11,
38.869,-93.94,
38.885,-93.75,
38.902,-93.55,
38.919,-93.34,
38.936,-93.12,
38.952,-92.89,
38.969,-92.66,
38.986,-92.41,
39.003,-92.16,
39.019,-91.88,
39.036,-91.61,
39.053,-91.34,
39.069,-91.07,
39.086,-90.79,
39.103,-90.51,
39.120,-90.24,
39.136,-89.96,
39.153,-89.69,
39.170,-89.43,
39.186,-89.16,
39.203,-88.90,
39.220,-88.64,
39.237,-88.39,
39.253,-88.14,
39.270,-87.90,
39.287,-87.67,
39.304,-87.45,
39.320,-87.24,
39.337,-87.04,
39.354,-86.85,
39.370,-86.67,
39.387,-86.51,
39.404,-86.36,
39.421,-86.22,
39.437,-86.10,
39.454,-86.00,
39.471,-85.91,
39.488,-85.82,
39.504,-85.76,
39.521,-85.71,
39.538,-85.69,
39.554,-85.67,
39.571,-85.68,
39.588,-85.70,
39.605,-85.73,
39.621,-85.78,
39.638,-85.85,
39.655,-85.93,
39.672,-86.04,
39.688,-86.15,
39.705,-86.27,
39.722,-86.39,
39.738,-86.55,
39.755,-86.72,
39.772,-86.91,
39.789,-87.10,
39.805,-87.29,
39.822,-87.50,
39.839,-87.73,
39.855,-87.95,
39.872,-88.17,
39.889,-88.42,
39.906,-88.68,
39.922,-88.90,
39.939,-89.16,
39.956,-89.43,
39.973,-89.69,
39.989,-89.96,
40.006,-90.22,
40.023,-90.49,
40.039,-90.76,
40.056,-91.02,
40.073,-91.29,
40.090,-91.54,
40.106,-91.82,
40.123,-92.07,
40.140,-92.30,
40.157,-92.54,
40.173,-92.77,
40.190,-92.98,
40.207,-93.20,
40.223,-93.40,
40.240,-93.59,
40.257,-93.78,
40.274,-93.94,
40.290,-94.10,
40.307,-94.24,
40.324,-94.38,
40.341,-94.49,
40.357,-94.61,
40.374,-94.70,
40.391,-94.78,
40.407,-94.84,
40.424,-94.87,
40.441,-94.89,
40.458,-94.91,
40.474,-94.90,
40.491,-94.90,
40.508,-94.87,
40.524,-94.82,
40.541,-94.74,
40.558,-94.66,
40.575,-94.59,
40.591,-94.48,
40.608,-94.35,
40.625,-94.22,
40.642,-94.08,
40.658,-93.92,
40.675,-93.74,
40.692,-93.55,
40.708,-93.37,
40.725,-93.16,
40.742,-92.95,
40.759,-92.73,
40.775,-92.48,
40.792,-92.25,
40.809,-91.99,
40.826,-91.74,
40.842,-91.49,
40.859,-91.23,
40.876,-90.97,
40.892,-90.70,
40.909,-90.42,
40.926,-90.16,
40.943,-89.90,
40.959,-89.63,
40.976,-89.37,
40.993,-89.10,
41.010,-88.85,
41.026,-88.59,
41.043,-88.36,
41.060,-88.13,
41.076,-87.90,
41.093,-87.68,
41.110,-87.47,
41.127,-87.27,
41.143,-87.09,
41.160,-86.92,
41.177,-86.76,
41.193,-86.60,
41.210,-86.47,
41.227,-86.34,
41.244,-86.22,
41.260,-86.13,
41.277,-86.04,
41.294,-85.98,
41.311,-85.92,
41.327,-85.88,
41.344,-85.86,
41.361,-85.85,
41.377,-85.86,
41.394,-85.87,
41.411,-85.90,
41.428,-85.97,
41.444,-86.03,
41.461,-86.13,
41.478,-86.22,
41.495,-86.33,
41.511,-86.45,
41.528,-86.59,
41.545,-86.74,
41.561,-86.91,
41.578,-87.08,
41.595,-87.27,
41.612,-87.48,
41.628,-87.67,
41.645,-87.88,
41.662,-88.12,
41.679,-88.34,
41.695,-88.57,
41.712,-88.81,
41.729,-89.06,
41.745,-89.31,
41.762,-89.56,
41.779,-89.82,
41.796,-90.06,
41.812,-90.32,
41.829,-90.58,
41.846,-90.84,
41.862,-91.10,
41.879,-91.36,
41.896,-91.59,
41.913,-91.84,
41.929,-92.08,
41.946,-92.32,
41.963,-92.54,
41.980,-92.76,
41.996,-92.97,
42.013,-93.18,
42.030,-93.37,
42.046,-93.55,
42.063,-93.72,
42.080,-93.88,
42.097,-94.03,
42.113,-94.16,
42.130,-94.29,
42.147,-94.39,
42.164,-94.48,
42.180,-94.55,
42.197,-94.61,
42.214,-94.66,
42.230,-94.70,
42.247,-94.72,
42.264,-94.72,
42.281,-94.73,
42.297,-94.71,
42.314,-94.66,
42.331,-94.62,
42.348,-94.56,
42.364,-94.47,
42.381,-94.37,
42.398,-94.26,
42.414,-94.14,
42.431,-94.01,
42.448,-93.86,
42.465,-93.71,
42.481,-93.55,
42.498,-93.37,
42.515,-93.17,
42.531,-92.98,
42.548,-92.77,
42.565,-92.54,
42.582,-92.32,
42.598,-92.08,
42.615,-91.85,
42.632,-91.60,
42.649,-91.35,
42.665,-91.09,
42.682,-90.82,
42.699,-90.55,
42.715,-90.31,
42.732,-90.06,
42.749,-89.79,
42.766,-89.55,
42.782,-89.28,
42.799,-89.04,
42.816,-88.80,
42.833,-88.57,
42.849,-88.33,
42.866,-88.11,
42.883,-87.90,
42.899,-87.69,
42.916,-87.48,
42.933,-87.29,
42.950,-87.11,
42.966,-86.95,
42.983,-86.79,
43.000,-86.64,
43.017,-86.51,
43.033,-86.40,
43.050,-86.30,
43.067,-86.21,
43.083,-86.14,
43.100,-86.08,
43.117,-86.03,
43.134,-86.00,
43.150,-85.98,
43.167,-85.97,
43.184,-85.98,
43.200,-86.00,
43.217,-86.04,
43.234,-86.11,
43.251,-86.19,
43.267,-86.28,
43.284,-86.39,
43.301,-86.51,
43.318,-86.63,
43.334,-86.75,
43.351,-86.91,
43.368,-87.08,
43.384,-87.25,
43.401,-87.43,
43.418,-87.61,
43.435,-87.83,
43.451,-88.03,
43.468,-88.25,
43.485,-88.48,
43.502,-88.70,
43.518,-88.94,
43.535,-89.17,
43.552,-89.42,
43.568,-89.67,
43.585,-89.92,
43.602,-90.17,
43.619,-90.41,
43.635,-90.66,
43.652,-90.91,
43.669,-91.15,
43.686,-91.39,
43.702,-91.63,
43.719,-91.88,
43.736,-92.10,
43.752,-92.31,
43.769,-92.53,
43.786,-92.75,
43.803,-92.95,
43.819,-93.13,
43.836,-93.31,
43.853,-93.47,
43.869,-93.63,
43.886,-93.79,
43.903,-93.93,
43.920,-94.05,
43.936,-94.18,
43.953,-94.27,
43.970,-94.36,
43.987,-94.44,
44.003,-94.49,
44.020,-94.55,
44.037,-94.57,
44.053,-94.58,
44.070,-94.59,
44.087,-94.59,
44.104,-94.59,
44.120,-94.55,
44.137,-94.48,
44.154,-94.42,
44.171,-94.33,
44.187,-94.24,
44.204,-94.14,
44.221,-94.01,
44.237,-93.88,
44.254,-93.74,
44.271,-93.57,
44.288,-93.39,
44.304,-93.21,
44.321,-93.02,
44.338,-92.82,
44.355,-92.62,
44.371,-92.40,
44.388,-92.17,
44.405,-91.95,
44.421,-91.72,
44.438,-91.48,
44.455,-91.24,
44.472,-90.99,
44.488,-90.73,
44.505,-90.49,
44.522,-90.24,
44.538,-89.99,
44.555,-89.73,
44.572,-89.48,
44.589,-89.24,
44.605,-89.00,
44.622,-88.77,
44.639,-88.55,
44.656,-88.33,
44.672,-88.12,
44.689,-87.90,
44.706,-87.71,
44.722,-87.53,
44.739,-87.35,
44.756,-87.18,
44.773,-87.03,
44.789,-86.89,
44.806,-86.74,
44.823,-86.63,
44.840,-86.52,
44.856,-86.42,
44.873,-86.33,
44.890,-86.26,
44.906,-86.21,
44.923,-86.18,
44.940,-86.14,
44.957,-86.13,
44.973,-86.13,
44.990,-86.15,
45.007,-86.18,
45.023,-86.23,
45.040,-86.29,
45.057,-86.37,
45.074,-86.47,
45.090,-86.57,
45.107,-86.69,
45.124,-86.82,
45.141,-86.96,
45.157,-87.10,
45.174,-87.27,
45.191,-87.44,
45.207,-87.63,
45.224,-87.82,
45.241,-88.01,
45.258,-88.22,
45.274,-88.43,
45.291,-88.64,
45.308,-88.87,
45.325,-89.11,
45.341,-89.33,
45.358,-89.58,
45.375,-89.82,
45.391,-90.05,
45.408,-90.29,
45.425,-90.54,
45.442,-90.78,
45.458,-91.02,
45.475,-91.49,
45.492,-91.72,
45.509,-91.73,
45.525,-91.96,
45.542,-92.18,
45.559,-92.39,
45.575,-92.60,
45.592,-92.79,
45.609,-92.98,
45.626,-93.16,
45.642,-93.33,
45.659,-93.51,
45.676,-93.66,
45.692,-93.80,
45.709,-93.93,
45.726,-94.05,
45.743,-94.16,
45.759,-94.25,
45.776,-94.34,
45.793,-94.40,
45.810,-94.46,
45.826,-94.49,
45.843,-94.52,
45.860,-94.53,
45.876,-94.53,
45.893,-94.51,
45.910,-94.50,
45.927,-94.44,
45.943,-94.39,
45.960,-94.22,
45.977,-94.11,
45.994,-93.99,
46.010,-93.86,
46.027,-93.74,
46.044,-93.60,
46.060,-93.44,
46.077,-93.26,
46.094,-93.09,
46.111,-92.92,
46.127,-92.72,
46.144,-92.51,
46.161,-92.29,
46.178,-92.07,
46.194,-91.84,
46.211,-91.60,
46.228,-91.37,
46.244,-91.14,
46.261,-90.89,
46.278,-90.64,
46.295,-90.40,
46.311,-90.15,
46.328,-89.92,
46.345,-89.66,
46.361,-89.44,
46.378,-89.21,
46.395,-88.97,
46.412,-88.74,
46.428,-88.52,
46.445,-88.31,
46.462,-88.10,
46.479,-87.90,
46.495,-87.72,
46.512,-87.54,
46.529,-87.38,
46.545,-87.22,
46.562,-87.06,
46.579,-86.92,
46.596,-86.80,
46.612,-86.68,
46.629,-86.57,
46.646,-86.49,
46.663,-86.41,
46.679,-86.36,
46.696,-86.32,
46.713,-86.29,
46.729,-86.28,
46.746,-86.28,
46.763,-86.29,
